customer_id,days_as_customer,total_transactions,total_spent,days_since_last_purchase,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_bin_equal,spend_tier_quantile,recency_score,frequency_score,monetary_score,rfm_score
1040,594,35,1886.62,286,1.77,53.9,95.28,low,tier_1,2,2,1,5
1041,927,3,2988.02,57,0.1,996.01,96.7,low,tier_2,5,1,2,8
1042,121,114,7944.4,222,28.26,69.69,1969.69,high,tier_4,2,5,5,12
1043,985,101,1893.02,303,3.08,18.74,57.66,medium,tier_1,1,5,2,8
1044,538,108,9181.64,163,6.02,85.02,511.99,medium,tier_4,3,5,5,13
1045,805,44,4274.05,19,1.64,97.14,159.28,low,tier_2,5,2,3,10
1046,64,51,916.04,264,23.91,17.96,429.39,high,tier_1,2,3,1,6
1047,235,94,8166.7,282,12.0,86.88,1042.56,high,tier_4,2,4,5,11
1048,1055,102,3766.42,113,2.9,36.93,107.1,medium,tier_2,4,5,2,11
1049,1051,98,5288.67,327,2.8,53.97,150.96,medium,tier_3,1,5,3,9
1050,595,12,1167.43,30,0.61,97.29,58.86,low,tier_1,5,1,1,7
1051,732,19,75.71,135,0.78,3.98,3.1,low,tier_1,4,1,1,6
1052,431,101,6397.95,67,7.03,63.35,445.33,medium,tier_3,5,5,4,14
1053,759,44,5175.99,65,1.74,117.64,204.58,low,tier_3,5,2,3,10
1054,191,59,5955.71,292,9.27,100.94,935.45,medium,tier_3,2,3,3,8
1055,231,49,7947.75,25,6.36,162.2,1032.18,medium,tier_4,5,3,5,13
1056,1025,61,6483.73,37,1.79,106.29,189.77,low,tier_3,5,3,4,12
1057,299,17,1789.0,1,1.71,105.24,179.5,low,tier_1,5,1,1,7
1058,845,74,3639.69,37,2.63,49.18,129.22,medium,tier_2,5,4,2,11
1059,485,57,9063.62,141,3.53,159.01,560.64,medium,tier_4,3,3,5,11
1060,1046,55,7710.95,232,1.58,140.2,221.16,low,tier_4,2,3,4,9
1061,325,113,5588.54,136,10.43,49.46,515.87,high,tier_3,4,5,3,12
1062,749,47,2593.67,188,1.88,55.18,103.89,low,tier_2,3,2,2,7
1063,367,12,3055.5,128,0.98,254.62,249.77,low,tier_2,4,1,2,7
1064,908,62,7332.98,201,2.05,118.27,242.28,medium,tier_3,3,3,4,10
1065,821,80,8519.18,127,2.92,106.49,311.3,medium,tier_4,4,4,5,13
1066,246,88,6730.68,257,10.73,76.48,820.81,high,tier_3,2,4,4,10
1067,793,83,8104.82,164,3.14,97.65,306.61,medium,tier_4,3,4,5,12
1068,217,8,7678.23,35,1.11,959.78,1061.51,low,tier_4,5,1,4,10
1069,409,95,1539.55,194,6.97,16.21,112.93,medium,tier_1,3,4,1,8
1070,522,21,4268.25,191,1.21,203.25,245.3,low,tier_2,3,1,3,7
1071,1094,81,1572.19,104,2.22,19.41,43.11,medium,tier_1,4,4,1,9
1072,44,87,2390.59,23,59.32,27.48,1629.95,high,tier_2,5,4,2,11
1073,94,101,8699.13,265,32.23,86.13,2776.32,high,tier_4,2,5,5,12
1074,550,118,4755.28,290,6.44,40.3,259.38,medium,tier_2,2,5,3,10
1075,677,80,5376.81,260,3.55,67.21,238.26,medium,tier_3,2,4,3,9
1076,622,70,1825.54,358,3.38,26.08,88.05,medium,tier_1,1,3,1,5
1077,421,72,3157.1,75,5.13,43.85,224.97,medium,tier_2,4,3,2,9
1078,448,25,2340.95,355,1.67,93.64,156.76,low,tier_1,1,2,2,5
1079,318,82,2101.55,72,7.74,25.63,198.26,medium,tier_1,4,4,2,10
1080,408,89,6397.71,259,6.54,71.88,470.42,medium,tier_3,2,4,4,10
1081,260,12,2605.99,188,1.38,217.17,300.69,low,tier_2,3,1,2,6
1082,1047,15,6338.55,173,0.43,422.57,181.62,low,tier_3,3,1,4,8
1083,70,59,631.62,290,25.29,10.71,270.69,high,tier_1,2,3,1,6
1084,1081,26,1460.66,45,0.72,56.18,40.54,low,tier_1,5,2,1,8
1085,164,105,2781.68,61,19.21,26.49,508.84,high,tier_2,5,5,2,12
1086,230,109,5990.62,83,14.22,54.96,781.39,high,tier_3,4,5,4,13
1087,809,26,6774.62,123,0.96,260.56,251.22,low,tier_3,4,2,4,10
1088,959,47,4455.03,358,1.47,94.79,139.36,low,tier_2,1,2,3,6
1089,1086,32,4485.62,16,0.88,140.18,123.91,low,tier_2,5,2,3,10
1090,532,10,7258.94,66,0.56,725.89,409.34,low,tier_3,5,1,4,10
1091,436,16,207.42,145,1.1,12.96,14.27,low,tier_1,3,1,1,5
1092,834,71,3443.85,162,2.55,48.5,123.88,medium,tier_2,3,3,2,8
1093,128,17,8196.14,234,3.98,482.13,1920.97,medium,tier_4,2,1,5,8
1094,713,23,6052.03,144,0.97,263.13,254.64,low,tier_3,3,1,4,8
1095,755,26,3405.41,358,1.03,130.98,135.31,low,tier_2,1,2,2,5
1096,990,85,9059.97,188,2.58,106.59,274.54,medium,tier_4,3,4,5,12
1097,642,86,7737.6,322,4.02,89.97,361.57,medium,tier_4,1,4,4,9
1098,672,7,2685.71,13,0.31,383.67,119.9,low,tier_2,5,1,2,8
1099,1058,14,6470.63,184,0.4,462.19,183.48,low,tier_3,3,1,4,8
1100,532,79,5977.72,111,4.45,75.67,337.09,medium,tier_3,4,4,4,12
1101,796,117,4041.82,290,4.41,34.55,152.33,medium,tier_2,2,5,3,10
1102,427,7,3701.21,295,0.49,528.74,260.04,low,tier_2,1,1,2,4
1103,900,9,3468.43,215,0.3,385.38,115.61,low,tier_2,2,1,2,5
1104,824,115,6190.7,120,4.19,53.83,225.39,medium,tier_3,4,5,4,13
1105,422,48,4451.98,55,3.41,92.75,316.49,medium,tier_2,5,2,3,10
1106,236,72,8327.04,27,9.15,115.65,1058.52,medium,tier_4,5,3,5,13
1107,1068,114,6712.55,118,3.2,58.88,188.55,medium,tier_3,4,5,4,13
1108,921,59,745.82,221,1.92,12.64,24.29,low,tier_1,2,3,1,6
1109,893,87,6419.67,231,2.92,73.79,215.67,medium,tier_3,2,4,4,10
1110,772,93,2747.92,53,3.61,29.55,106.78,medium,tier_2,5,4,2,11
1111,593,82,5948.48,295,4.15,72.54,300.93,medium,tier_3,1,4,3,8
1112,1050,95,6817.31,321,2.71,71.76,194.78,medium,tier_3,1,4,4,9
1113,125,94,2346.75,233,22.56,24.97,563.22,high,tier_1,2,4,2,8
1114,514,116,4595.74,158,6.77,39.62,268.23,medium,tier_2,3,5,3,11
1115,260,39,1943.73,269,4.5,49.84,224.28,medium,tier_1,2,2,2,6
1116,778,99,570.77,21,3.82,5.77,22.01,medium,tier_1,5,5,1,11
1117,570,18,3815.84,53,0.95,211.99,200.83,low,tier_2,5,1,2,8
1118,1089,59,3661.3,275,1.63,62.06,100.86,low,tier_2,2,3,2,7
1119,554,106,9955.03,313,5.74,93.92,539.08,medium,tier_4,1,5,5,11
1120,607,103,4491.21,281,5.09,43.6,221.97,medium,tier_2,2,5,3,10
1121,711,17,3369.02,214,0.72,198.18,142.15,low,tier_2,3,1,2,6
1122,586,14,5825.73,31,0.72,416.12,298.25,low,tier_3,5,1,3,9
1123,1042,31,933.24,337,0.89,30.1,26.87,low,tier_1,1,2,1,4
1124,675,24,9618.57,183,1.07,400.77,427.49,low,tier_4,3,1,5,9
1125,825,99,6367.85,23,3.6,64.32,231.56,medium,tier_3,5,5,4,14
1126,1081,108,7560.64,32,3.0,70.01,209.82,medium,tier_4,5,5,4,14
1127,219,60,1746.26,74,8.22,29.1,239.21,medium,tier_1,4,3,1,8
1128,662,45,4124.3,10,2.04,91.65,186.9,medium,tier_2,5,2,3,10
1129,657,98,4255.76,54,4.47,43.43,194.33,medium,tier_2,5,5,3,13
1130,1002,3,8226.97,52,0.09,2742.32,246.32,low,tier_4,5,1,5,11
1131,739,37,62.3,148,1.5,1.68,2.53,low,tier_1,3,2,1,6
1132,678,43,3043.49,160,1.9,70.78,134.67,low,tier_2,3,2,2,7
1133,347,40,9813.3,14,3.46,245.33,848.41,medium,tier_4,5,2,5,12
1134,713,90,4775.12,178,3.79,53.06,200.92,medium,tier_2,3,4,3,10
1135,693,55,3856.14,53,2.38,70.11,166.93,medium,tier_2,5,3,2,10
1136,471,87,1242.3,335,5.54,14.28,79.13,medium,tier_1,1,4,1,6
1137,593,108,9742.94,22,5.46,90.21,492.9,medium,tier_4,5,5,5,15
1138,981,39,249.26,30,1.19,6.39,7.62,low,tier_1,5,2,1,8
1139,728,15,7384.94,191,0.62,492.33,304.32,low,tier_3,3,1,4,8
1140,142,113,7697.57,260,23.87,68.12,1626.25,high,tier_4,2,5,4,11
1141,31,4,2474.38,205,3.87,618.6,2394.56,medium,tier_2,3,1,2,6
1142,671,93,6732.01,59,4.16,72.39,300.98,medium,tier_3,5,4,4,13
1143,249,86,974.64,264,10.36,11.33,117.43,high,tier_1,2,4,1,7
1144,884,25,2607.62,12,0.85,104.3,88.49,low,tier_2,5,2,2,9
1145,414,13,7889.62,119,0.94,606.89,571.71,low,tier_4,4,1,4,9
1146,759,82,8653.63,290,3.24,105.53,342.04,medium,tier_4,2,4,5,11
1147,276,33,6104.44,338,3.59,184.98,663.53,medium,tier_3,1,2,4,7
1148,865,16,5093.04,248,0.55,318.32,176.64,low,tier_3,2,1,3,6
1149,232,109,1635.08,354,14.09,15.0,211.43,high,tier_1,1,5,1,7
1150,152,42,677.93,127,8.29,16.14,133.8,medium,tier_1,4,2,1,7
1151,430,108,1220.61,75,7.53,11.3,85.16,medium,tier_1,4,5,1,10
1152,796,66,2312.21,361,2.49,35.03,87.14,medium,tier_1,1,3,2,6
1153,323,55,3449.66,204,5.11,62.72,320.4,medium,tier_2,3,3,2,8
1154,309,99,3840.05,49,9.61,38.79,372.82,medium,tier_2,5,5,2,12
1155,913,42,3495.9,79,1.38,83.24,114.87,low,tier_2,4,2,2,8
1156,227,34,2428.6,241,4.49,71.43,320.96,medium,tier_2,2,2,2,6
1157,1011,30,5121.76,349,0.89,170.73,151.98,low,tier_3,1,2,3,6
1158,781,119,8261.6,154,4.57,69.43,317.35,medium,tier_4,3,5,5,13
1159,173,13,2833.05,274,2.25,217.93,491.28,medium,tier_2,2,1,2,5
1160,638,13,9426.75,96,0.61,725.13,443.26,low,tier_4,4,1,5,10
1161,216,18,8739.7,214,2.5,485.54,1213.85,medium,tier_4,3,1,5,9
1162,493,32,1659.55,294,1.95,51.86,100.99,low,tier_1,1,2,1,4
1163,689,96,7873.45,209,4.18,82.02,342.82,medium,tier_4,3,4,4,11
1164,793,99,5767.14,343,3.75,58.25,218.18,medium,tier_3,1,5,3,9
1165,984,39,5687.42,88,1.19,145.83,173.4,low,tier_3,4,2,3,9
1166,432,46,3940.88,306,3.19,85.67,273.67,medium,tier_2,1,2,2,5
1167,176,116,5036.47,264,19.77,43.42,858.49,high,tier_3,2,5,3,10
1168,893,29,4001.93,325,0.97,138.0,134.44,low,tier_2,1,2,3,6
1169,518,62,5420.34,320,3.59,87.42,313.92,medium,tier_3,1,3,3,7
1170,958,113,6298.1,157,3.54,55.74,197.23,medium,tier_3,3,5,4,12
1171,580,93,6759.32,156,4.81,72.68,349.62,medium,tier_3,3,4,4,11
1172,367,62,5348.19,139,5.07,86.26,437.18,medium,tier_3,4,3,3,10
1173,901,117,7228.15,121,3.9,61.78,240.67,medium,tier_3,4,5,4,13
1174,670,108,1455.72,65,4.84,13.48,65.18,medium,tier_1,5,5,1,11
1175,502,57,2159.23,107,3.41,37.88,129.04,medium,tier_1,4,3,2,9
1176,180,16,8196.41,147,2.67,512.28,1366.07,medium,tier_4,3,1,5,9
1177,292,56,3259.15,137,5.75,58.2,334.84,medium,tier_2,4,3,2,9
1178,173,108,277.79,162,18.73,2.57,48.17,high,tier_1,3,5,1,9
1179,375,111,1580.22,100,8.88,14.24,126.42,medium,tier_1,4,5,1,10
1180,653,10,2274.96,338,0.46,227.5,104.52,low,tier_1,1,1,2,4
1181,1046,30,9575.36,307,0.86,319.18,274.63,low,tier_4,1,2,5,8
1182,910,25,5751.76,141,0.82,230.07,189.62,low,tier_3,3,2,3,8
1183,31,103,9330.67,83,99.68,90.59,9029.68,high,tier_4,4,5,5,14
1184,926,84,5772.88,177,2.72,68.72,187.03,medium,tier_3,3,4,3,10
1185,283,5,4819.58,198,0.53,963.92,510.91,low,tier_2,3,1,3,7
1186,482,65,3171.59,112,4.05,48.79,197.4,medium,tier_2,4,3,2,9
1187,1090,94,6083.39,56,2.59,64.72,167.43,medium,tier_3,5,4,4,13
1188,1044,49,1435.02,179,1.41,29.29,41.24,low,tier_1,3,3,1,7
1189,38,3,8987.7,186,2.37,2995.9,7095.55,medium,tier_4,3,1,5,9
1190,845,45,8301.86,218,1.6,184.49,294.74,low,tier_4,2,2,5,9
1191,237,14,3209.44,316,1.77,229.25,406.26,low,tier_2,1,1,2,4
1192,433,30,9530.34,217,2.08,317.68,660.3,medium,tier_4,2,2,5,9
1193,181,114,8260.75,120,18.9,72.46,1369.19,high,tier_4,4,5,5,14
1194,83,68,6679.75,175,24.58,98.23,2414.37,high,tier_3,3,3,4,10
1195,657,18,1261.53,23,0.82,70.08,57.6,low,tier_1,5,1,1,7
1196,616,62,4808.43,213,3.02,77.56,234.18,medium,tier_2,3,3,3,9
1197,133,37,5085.77,235,8.35,137.45,1147.17,medium,tier_3,2,2,3,7
1198,283,25,2363.89,13,2.65,94.56,250.59,medium,tier_1,5,2,2,9
1199,539,48,845.66,101,2.67,17.62,47.07,medium,tier_1,4,2,1,7
1200,128,65,7778.4,24,15.23,119.67,1823.06,high,tier_4,5,3,4,12
1201,182,53,1264.25,364,8.74,23.85,208.39,medium,tier_1,1,3,1,5
1202,943,110,5963.19,11,3.5,54.21,189.71,medium,tier_3,5,5,4,14
1203,907,79,9367.67,273,2.61,118.58,309.85,medium,tier_4,2,4,5,11
1204,367,73,8767.25,281,5.97,120.1,716.67,medium,tier_4,2,4,5,11
1205,851,15,2813.64,94,0.53,187.58,99.19,low,tier_2,4,1,2,7
1206,986,49,8521.91,201,1.49,173.92,259.29,low,tier_4,3,3,5,11
1207,190,88,53.31,21,13.89,0.61,8.42,high,tier_1,5,4,1,10
1208,830,68,225.99,340,2.46,3.32,8.17,medium,tier_1,1,3,1,5
1209,427,12,6045.4,211,0.84,503.78,424.74,low,tier_3,3,1,4,8
1210,845,59,3679.74,140,2.09,62.37,130.64,medium,tier_2,4,3,2,9
1211,430,37,3895.29,293,2.58,105.28,271.76,medium,tier_2,2,2,2,6
1212,669,61,5666.19,298,2.74,92.89,254.09,medium,tier_3,1,3,3,7
1213,1086,101,1958.24,101,2.79,19.39,54.1,medium,tier_1,4,5,2,11
1214,717,43,2156.97,304,1.8,50.16,90.25,low,tier_1,1,2,2,5
1215,489,70,4871.79,359,4.29,69.6,298.88,medium,tier_2,1,3,3,7
1216,984,39,7554.82,28,1.19,193.71,230.33,low,tier_4,5,2,4,11
1217,499,56,6214.0,41,3.37,110.96,373.59,medium,tier_3,5,3,4,12
1218,1075,63,3008.68,355,1.76,47.76,83.96,low,tier_2,1,3,2,6
1219,779,46,4331.85,303,1.77,94.17,166.82,low,tier_2,1,2,3,6
1220,67,88,1748.11,146,39.4,19.86,782.74,high,tier_1,3,4,1,8
1221,259,11,792.57,256,1.27,72.05,91.8,low,tier_1,2,1,1,4
1222,592,62,7837.83,227,3.14,126.42,397.19,medium,tier_4,2,3,4,9
1223,467,77,2690.6,236,4.95,34.94,172.84,medium,tier_2,2,4,2,8
1224,56,98,1818.78,361,52.5,18.56,974.35,high,tier_1,1,5,1,7
1225,255,25,6931.6,13,2.94,277.26,815.48,medium,tier_3,5,2,4,11
1226,827,71,6199.61,210,2.58,87.32,224.9,medium,tier_3,3,3,4,10
1227,313,52,6350.24,229,4.98,122.12,608.65,medium,tier_3,2,3,4,9
1228,908,4,2327.5,100,0.13,581.88,76.9,low,tier_1,4,1,2,7
1229,989,59,2364.82,31,1.79,40.08,71.73,low,tier_1,5,3,2,10
1230,482,72,2246.99,16,4.48,31.21,139.85,medium,tier_1,5,3,2,10
1231,1049,20,1778.84,137,0.57,88.94,50.87,low,tier_1,4,1,1,6
1232,845,93,6574.45,329,3.3,70.69,233.41,medium,tier_3,1,4,4,9
1233,688,63,8487.76,166,2.75,134.73,370.11,medium,tier_4,3,3,5,11
1234,576,54,7256.96,310,2.81,134.39,377.97,medium,tier_3,1,3,4,8
1235,46,117,7931.33,100,76.3,67.79,5172.61,high,tier_4,4,5,5,14
1236,187,115,4077.74,109,18.45,35.46,654.18,high,tier_2,4,5,3,12
1237,506,109,6558.05,343,6.46,60.17,388.82,medium,tier_3,1,5,4,10
1238,547,110,3574.65,173,6.03,32.5,196.05,medium,tier_2,3,5,2,10
1239,128,74,5278.77,237,17.34,71.33,1237.21,high,tier_3,2,4,3,9
1240,1090,107,4842.27,162,2.94,45.25,133.27,medium,tier_2,3,5,3,11
1241,309,98,1810.03,216,9.51,18.47,175.73,medium,tier_1,2,5,1,8
1242,526,57,3901.43,264,3.25,68.45,222.52,medium,tier_2,2,3,2,7
1243,331,90,9640.03,263,8.16,107.11,873.72,medium,tier_4,2,4,5,11
1244,210,41,2523.37,292,5.86,61.55,360.48,medium,tier_2,2,2,2,6
1245,636,113,1381.35,274,5.33,12.22,65.16,medium,tier_1,2,5,1,8
1246,729,3,4214.88,3,0.12,1404.96,173.45,low,tier_2,5,1,3,9
1247,1022,6,7913.86,28,0.18,1318.98,232.31,low,tier_4,5,1,4,10
1248,220,5,5842.37,326,0.68,1168.47,796.69,low,tier_3,1,1,3,5
1249,282,5,6825.7,149,0.53,1365.14,726.14,low,tier_3,3,1,4,8
1250,1010,54,1937.46,28,1.6,35.88,57.55,low,tier_1,5,3,2,10
1251,957,47,6208.53,310,1.47,132.1,194.62,low,tier_3,1,2,4,7
1252,157,87,3268.83,65,16.62,37.57,624.62,high,tier_2,5,4,2,11
1253,47,49,8351.32,356,31.28,170.44,5330.63,high,tier_4,1,3,5,9
1254,595,9,6311.52,21,0.45,701.28,318.23,low,tier_3,5,1,4,10
1255,599,99,2028.62,252,4.96,20.49,101.6,medium,tier_1,2,5,2,9
1256,715,20,692.94,235,0.84,34.65,29.07,low,tier_1,2,1,1,4
1257,655,113,474.2,227,5.18,4.2,21.72,medium,tier_1,2,5,1,8
1258,883,61,3745.52,13,2.07,61.4,127.25,medium,tier_2,5,3,2,10
1259,991,106,2695.22,313,3.21,25.43,81.59,medium,tier_2,1,5,2,8
1260,184,35,6478.6,49,5.71,185.1,1056.29,medium,tier_3,5,2,4,11
1261,519,50,5018.37,118,2.89,100.37,290.08,medium,tier_3,4,3,3,10
1262,814,82,2696.89,54,3.02,32.89,99.39,medium,tier_2,5,4,2,11
1263,275,62,1534.92,138,6.76,24.76,167.45,medium,tier_1,4,3,1,8
1264,1092,17,1315.64,53,0.47,77.39,36.14,low,tier_1,5,1,1,7
1265,788,88,8653.37,44,3.35,98.33,329.44,medium,tier_4,5,4,5,14
1266,567,3,2472.61,303,0.16,824.2,130.83,low,tier_2,1,1,2,4
1267,950,32,6534.52,53,1.01,204.2,206.35,low,tier_3,5,2,4,11
1268,437,99,8116.32,74,6.8,81.98,557.18,medium,tier_4,4,5,5,14
1269,554,102,6160.11,46,5.52,60.39,333.58,medium,tier_3,5,5,4,14
1270,857,13,8602.67,13,0.46,661.74,301.14,low,tier_4,5,1,5,11
1271,932,111,3954.32,165,3.57,35.62,127.28,medium,tier_2,3,5,2,10
1272,65,89,9564.41,102,41.08,107.47,4414.34,high,tier_4,4,4,5,13
1273,714,73,1374.79,280,3.07,18.83,57.76,medium,tier_1,2,4,1,7
1274,49,68,1066.39,258,41.63,15.68,652.89,high,tier_1,2,3,1,6
1275,350,14,6603.99,337,1.2,471.71,566.06,low,tier_3,1,1,4,6
1276,541,101,9431.17,356,5.6,93.38,522.99,medium,tier_4,1,5,5,11
1277,429,98,8098.39,138,6.85,82.64,566.32,medium,tier_4,4,5,5,14
1278,683,11,810.35,163,0.48,73.67,35.59,low,tier_1,3,1,1,5
1279,1001,105,2829.71,111,3.15,26.95,84.81,medium,tier_2,4,5,2,11
1280,500,56,9306.67,102,3.36,166.19,558.4,medium,tier_4,4,3,5,12
1281,863,67,2567.93,17,2.33,38.33,89.27,medium,tier_2,5,3,2,10
1282,756,92,7822.65,268,3.65,85.03,310.42,medium,tier_4,2,4,4,10
1283,883,29,8260.07,182,0.99,284.83,280.64,low,tier_4,3,2,5,10
1284,80,9,4979.75,24,3.38,553.31,1867.41,medium,tier_3,5,1,3,9
1285,604,67,3894.17,29,3.33,58.12,193.42,medium,tier_2,5,3,2,10
1286,179,25,4528.74,171,4.19,181.15,759.01,medium,tier_2,3,2,3,8
1287,343,98,2308.3,228,8.57,23.55,201.89,medium,tier_1,2,5,2,9
1288,599,76,8899.44,188,3.81,117.1,445.71,medium,tier_4,3,4,5,12
1289,334,42,4533.67,346,3.77,107.94,407.22,medium,tier_2,1,2,3,6
1290,711,9,8830.47,230,0.38,981.16,372.59,low,tier_4,2,1,5,8
1291,867,79,1101.65,321,2.73,13.94,38.12,medium,tier_1,1,4,1,6
1292,1032,40,9883.34,340,1.16,247.08,287.31,low,tier_4,1,2,5,8
1293,473,25,4460.57,119,1.59,178.42,282.91,low,tier_2,4,2,3,9
1294,642,5,525.92,156,0.23,105.18,24.58,low,tier_1,3,1,1,5
1295,1022,11,428.32,272,0.32,38.94,12.57,low,tier_1,2,1,1,4
1296,293,59,7474.76,175,6.04,126.69,765.33,medium,tier_4,3,3,4,10
1297,1033,98,6607.4,104,2.85,67.42,191.89,medium,tier_3,4,5,4,13
1298,34,88,8031.2,92,77.65,91.26,7086.35,high,tier_4,4,4,5,13
1299,803,79,1098.41,186,2.95,13.9,41.04,medium,tier_1,3,4,1,8
1300,906,38,403.93,283,1.26,10.63,13.38,low,tier_1,2,2,1,5
1301,1021,72,5110.36,181,2.12,70.98,150.16,medium,tier_3,3,3,3,9
1302,913,5,3906.57,170,0.16,781.31,128.36,low,tier_2,3,1,2,6
1303,76,48,4646.37,187,18.95,96.8,1834.09,high,tier_2,3,3,3,9
1304,896,90,9916.3,175,3.01,110.18,332.02,medium,tier_4,3,4,5,12
1305,852,18,9708.96,222,0.63,539.39,341.86,low,tier_4,2,1,5,8
1306,965,70,9426.04,233,2.18,134.66,293.04,medium,tier_4,2,3,5,10
1307,685,37,7849.23,162,1.62,212.14,343.76,low,tier_4,3,2,4,9
1308,298,60,3580.67,134,6.04,59.68,360.47,medium,tier_2,4,3,2,9
1309,399,48,4150.7,224,3.61,86.47,312.08,medium,tier_2,2,3,3,8
1310,665,77,5518.68,153,3.47,71.67,248.96,medium,tier_3,3,4,3,10
1311,686,28,8313.82,33,1.22,296.92,363.58,low,tier_4,5,2,5,12
1312,149,69,733.69,55,13.89,10.63,147.72,high,tier_1,5,3,1,9
1313,860,77,4271.75,7,2.69,55.48,149.01,medium,tier_2,5,4,3,12
1314,770,81,872.05,244,3.16,10.77,33.98,medium,tier_1,2,4,1,7
1315,146,114,5170.84,313,23.42,45.36,1062.5,high,tier_3,1,5,3,9
1316,820,40,8994.06,126,1.46,224.85,329.05,low,tier_4,4,2,5,11
1317,1042,45,7835.72,12,1.3,174.13,225.6,low,tier_4,5,2,4,11
1318,663,96,2317.03,16,4.34,24.14,104.84,medium,tier_1,5,4,2,11
1319,542,62,9761.11,208,3.43,157.44,540.28,medium,tier_4,3,3,5,11
1320,831,93,6690.14,43,3.36,71.94,241.52,medium,tier_3,5,4,4,13
1321,589,115,153.76,135,5.86,1.34,7.83,medium,tier_1,4,5,1,10
1322,517,58,2591.36,228,3.37,44.68,150.37,medium,tier_2,2,3,2,7
1323,926,67,2644.1,111,2.17,39.46,85.66,medium,tier_2,4,3,2,9
1324,733,56,739.08,307,2.29,13.2,30.25,medium,tier_1,1,3,1,5
1325,610,40,9600.27,160,1.97,240.01,472.14,low,tier_4,3,2,5,10
1326,819,98,4808.64,331,3.59,49.07,176.14,medium,tier_2,1,5,3,9
1327,890,40,8963.36,264,1.35,224.08,302.14,low,tier_4,2,2,5,9
1328,276,91,3256.04,225,9.89,35.78,353.92,medium,tier_2,2,4,2,8
1329,183,77,1296.07,217,12.62,16.83,212.47,high,tier_1,2,4,1,7
1330,1026,109,4769.64,45,3.19,43.76,139.46,medium,tier_2,5,5,3,13
