customer_id,customer_name,customer_segment,signup_date,order_id,order_amount,order_date
57,Customer_57,B2B,2024-02-26,9862.0,83.43,2025-07-22 13:00:00
58,Customer_58,B2B,2024-02-27,5585.0,56.27,2025-01-25 08:00:00
59,Customer_59,B2B,2024-02-28,5761.0,208.66,2025-02-01 16:00:00
59,Customer_59,B2B,2024-02-28,6083.0,473.42,2025-02-15 02:00:00
59,Customer_59,B2B,2024-02-28,6521.0,246.91,2025-03-05 08:00:00
59,Customer_59,B2B,2024-02-28,6745.0,383.33,2025-03-14 16:00:00
59,Customer_59,B2B,2024-02-28,8086.0,448.43,2025-05-09 13:00:00
59,Customer_59,B2B,2024-02-28,8576.0,89.47,2025-05-29 23:00:00
59,Customer_59,B2B,2024-02-28,8785.0,349.99,2025-06-07 16:00:00
60,Customer_60,B2C,2024-02-29,5165.0,468.39,2025-01-07 20:00:00
60,Customer_60,B2C,2024-02-29,5526.0,376.07,2025-01-22 21:00:00
60,Customer_60,B2C,2024-02-29,9355.0,273.37,2025-07-01 10:00:00
60,Customer_60,B2C,2024-02-29,9982.0,440.28,2025-07-27 13:00:00
61,Customer_61,B2C,2024-03-01,5002.0,235.2,2025-01-01 01:00:00
61,Customer_61,B2C,2024-03-01,5622.0,159.81,2025-01-26 21:00:00
61,Customer_61,B2C,2024-03-01,5824.0,44.87,2025-02-04 07:00:00
61,Customer_61,B2C,2024-03-01,5982.0,53.02,2025-02-10 21:00:00
61,Customer_61,B2C,2024-03-01,6229.0,439.19,2025-02-21 04:00:00
61,Customer_61,B2C,2024-03-01,6300.0,469.65,2025-02-24 03:00:00
61,Customer_61,B2C,2024-03-01,6365.0,302.74,2025-02-26 20:00:00
61,Customer_61,B2C,2024-03-01,6764.0,146.71,2025-03-15 11:00:00
61,Customer_61,B2C,2024-03-01,8110.0,374.78,2025-05-10 13:00:00
61,Customer_61,B2C,2024-03-01,8341.0,166.83,2025-05-20 04:00:00
61,Customer_61,B2C,2024-03-01,8925.0,225.34,2025-06-13 12:00:00
62,Customer_62,B2B,2024-03-02,6466.0,362.43,2025-03-03 01:00:00
62,Customer_62,B2B,2024-03-02,6755.0,464.18,2025-03-15 02:00:00
62,Customer_62,B2B,2024-03-02,7945.0,242.48,2025-05-03 16:00:00
62,Customer_62,B2B,2024-03-02,8046.0,405.48,2025-05-07 21:00:00
62,Customer_62,B2B,2024-03-02,8186.0,432.3,2025-05-13 17:00:00
62,Customer_62,B2B,2024-03-02,8224.0,246.13,2025-05-15 07:00:00
62,Customer_62,B2B,2024-03-02,9845.0,295.83,2025-07-21 20:00:00
62,Customer_62,B2B,2024-03-02,9962.0,424.63,2025-07-26 17:00:00
63,Customer_63,SMB,2024-03-03,5619.0,295.53,2025-01-26 18:00:00
63,Customer_63,SMB,2024-03-03,5735.0,287.27,2025-01-31 14:00:00
63,Customer_63,SMB,2024-03-03,6767.0,36.93,2025-03-15 14:00:00
63,Customer_63,SMB,2024-03-03,8094.0,433.85,2025-05-09 21:00:00
63,Customer_63,SMB,2024-03-03,9783.0,412.57,2025-07-19 06:00:00
64,Customer_64,B2C,2024-03-04,8447.0,181.81,2025-05-24 14:00:00
65,Customer_65,B2B,2024-03-05,5030.0,383.6,2025-01-02 05:00:00
65,Customer_65,B2B,2024-03-05,5089.0,248.76,2025-01-04 16:00:00
65,Customer_65,B2B,2024-03-05,7187.0,90.17,2025-04-02 02:00:00
65,Customer_65,B2B,2024-03-05,7412.0,414.51,2025-04-11 11:00:00
66,Customer_66,B2C,2024-03-06,5337.0,368.43,2025-01-15 00:00:00
66,Customer_66,B2C,2024-03-06,5370.0,333.16,2025-01-16 09:00:00
66,Customer_66,B2C,2024-03-06,6511.0,461.06,2025-03-04 22:00:00
66,Customer_66,B2C,2024-03-06,6561.0,381.31,2025-03-07 00:00:00
66,Customer_66,B2C,2024-03-06,8294.0,466.43,2025-05-18 05:00:00
66,Customer_66,B2C,2024-03-06,8603.0,367.65,2025-05-31 02:00:00
66,Customer_66,B2C,2024-03-06,8984.0,40.0,2025-06-15 23:00:00
66,Customer_66,B2C,2024-03-06,9404.0,164.32,2025-07-03 11:00:00
67,Customer_67,B2B,2024-03-07,9334.0,256.75,2025-06-30 13:00:00
68,Customer_68,SMB,2024-03-08,5927.0,112.95,2025-02-08 14:00:00
68,Customer_68,SMB,2024-03-08,6715.0,155.95,2025-03-13 10:00:00
68,Customer_68,SMB,2024-03-08,6846.0,131.34,2025-03-18 21:00:00
68,Customer_68,SMB,2024-03-08,7570.0,157.03,2025-04-18 01:00:00
68,Customer_68,SMB,2024-03-08,7976.0,14.46,2025-05-04 23:00:00
68,Customer_68,SMB,2024-03-08,8502.0,456.3,2025-05-26 21:00:00
68,Customer_68,SMB,2024-03-08,8948.0,473.73,2025-06-14 11:00:00
68,Customer_68,SMB,2024-03-08,9376.0,175.23,2025-07-02 07:00:00
68,Customer_68,SMB,2024-03-08,9751.0,215.04,2025-07-17 22:00:00
69,Customer_69,B2B,2024-03-09,5202.0,417.17,2025-01-09 09:00:00
69,Customer_69,B2B,2024-03-09,5810.0,226.5,2025-02-03 17:00:00
69,Customer_69,B2B,2024-03-09,6772.0,260.13,2025-03-15 19:00:00
69,Customer_69,B2B,2024-03-09,6786.0,89.11,2025-03-16 09:00:00
69,Customer_69,B2B,2024-03-09,6805.0,276.46,2025-03-17 04:00:00
69,Customer_69,B2B,2024-03-09,7882.0,269.47,2025-05-01 01:00:00
69,Customer_69,B2B,2024-03-09,9022.0,355.69,2025-06-17 13:00:00
70,Customer_70,SMB,2024-03-10,5437.0,251.34,2025-01-19 04:00:00
70,Customer_70,SMB,2024-03-10,5710.0,40.11,2025-01-30 13:00:00
70,Customer_70,SMB,2024-03-10,6000.0,342.74,2025-02-11 15:00:00
70,Customer_70,SMB,2024-03-10,6505.0,256.16,2025-03-04 16:00:00
70,Customer_70,SMB,2024-03-10,7005.0,139.14,2025-03-25 12:00:00
70,Customer_70,SMB,2024-03-10,9248.0,62.43,2025-06-26 23:00:00
71,Customer_71,B2C,2024-03-11,5377.0,160.54,2025-01-16 16:00:00
71,Customer_71,B2C,2024-03-11,5427.0,410.48,2025-01-18 18:00:00
71,Customer_71,B2C,2024-03-11,5611.0,164.31,2025-01-26 10:00:00
71,Customer_71,B2C,2024-03-11,7054.0,338.67,2025-03-27 13:00:00
71,Customer_71,B2C,2024-03-11,7953.0,35.64,2025-05-04 00:00:00
71,Customer_71,B2C,2024-03-11,8101.0,76.14,2025-05-10 04:00:00
71,Customer_71,B2C,2024-03-11,8765.0,246.35,2025-06-06 20:00:00
71,Customer_71,B2C,2024-03-11,8904.0,189.97,2025-06-12 15:00:00
71,Customer_71,B2C,2024-03-11,9013.0,189.91,2025-06-17 04:00:00
72,Customer_72,B2B,2024-03-12,6716.0,392.22,2025-03-13 11:00:00
72,Customer_72,B2B,2024-03-12,7697.0,206.16,2025-04-23 08:00:00
72,Customer_72,B2B,2024-03-12,8082.0,230.4,2025-05-09 09:00:00
72,Customer_72,B2B,2024-03-12,8182.0,469.84,2025-05-13 13:00:00
73,Customer_73,B2B,2024-03-13,5672.0,103.07,2025-01-28 23:00:00
74,Customer_74,SMB,2024-03-14,6352.0,277.87,2025-02-26 07:00:00
74,Customer_74,SMB,2024-03-14,7988.0,52.2,2025-05-05 11:00:00
74,Customer_74,SMB,2024-03-14,8403.0,270.36,2025-05-22 18:00:00
74,Customer_74,SMB,2024-03-14,9073.0,249.42,2025-06-19 16:00:00
74,Customer_74,SMB,2024-03-14,9432.0,420.92,2025-07-04 15:00:00
75,Customer_75,B2C,2024-03-15,6080.0,334.53,2025-02-14 23:00:00
75,Customer_75,B2C,2024-03-15,7104.0,61.77,2025-03-29 15:00:00
75,Customer_75,B2C,2024-03-15,7457.0,232.93,2025-04-13 08:00:00
75,Customer_75,B2C,2024-03-15,8402.0,478.43,2025-05-22 17:00:00
76,Customer_76,B2C,2024-03-16,5475.0,49.8,2025-01-20 18:00:00
76,Customer_76,B2C,2024-03-16,8060.0,191.92,2025-05-08 11:00:00
76,Customer_76,B2C,2024-03-16,9691.0,457.47,2025-07-15 10:00:00
77,Customer_77,B2C,2024-03-17,5746.0,297.45,2025-02-01 01:00:00
77,Customer_77,B2C,2024-03-17,7036.0,486.56,2025-03-26 19:00:00
77,Customer_77,B2C,2024-03-17,8253.0,389.26,2025-05-16 12:00:00
78,Customer_78,B2B,2024-03-18,5111.0,22.24,2025-01-05 14:00:00
78,Customer_78,B2B,2024-03-18,5394.0,419.12,2025-01-17 09:00:00
78,Customer_78,B2B,2024-03-18,6519.0,310.95,2025-03-05 06:00:00
78,Customer_78,B2B,2024-03-18,8972.0,137.13,2025-06-15 11:00:00
78,Customer_78,B2B,2024-03-18,9863.0,290.2,2025-07-22 14:00:00
79,Customer_79,B2C,2024-03-19,6718.0,121.47,2025-03-13 13:00:00
79,Customer_79,B2C,2024-03-19,7685.0,276.62,2025-04-22 20:00:00
79,Customer_79,B2C,2024-03-19,8102.0,155.13,2025-05-10 05:00:00
80,Customer_80,B2B,2024-03-20,5312.0,44.35,2025-01-13 23:00:00
80,Customer_80,B2B,2024-03-20,7746.0,391.18,2025-04-25 09:00:00
80,Customer_80,B2B,2024-03-20,8079.0,454.36,2025-05-09 06:00:00
80,Customer_80,B2B,2024-03-20,8229.0,469.97,2025-05-15 12:00:00
80,Customer_80,B2B,2024-03-20,9980.0,444.91,2025-07-27 11:00:00
81,Customer_81,SMB,2024-03-21,7079.0,298.02,2025-03-28 14:00:00
81,Customer_81,SMB,2024-03-21,8776.0,264.06,2025-06-07 07:00:00
82,Customer_82,B2C,2024-03-22,5396.0,76.38,2025-01-17 11:00:00
82,Customer_82,B2C,2024-03-22,8334.0,451.37,2025-05-19 21:00:00
82,Customer_82,B2C,2024-03-22,8943.0,276.01,2025-06-14 06:00:00
83,Customer_83,B2C,2024-03-23,,,
84,Customer_84,B2B,2024-03-24,5657.0,322.51,2025-01-28 08:00:00
84,Customer_84,B2B,2024-03-24,5815.0,35.06,2025-02-03 22:00:00
84,Customer_84,B2B,2024-03-24,7419.0,34.43,2025-04-11 18:00:00
84,Customer_84,B2B,2024-03-24,7438.0,345.37,2025-04-12 13:00:00
84,Customer_84,B2B,2024-03-24,7783.0,131.26,2025-04-26 22:00:00
85,Customer_85,B2C,2024-03-25,6059.0,406.32,2025-02-14 02:00:00
85,Customer_85,B2C,2024-03-25,6165.0,110.08,2025-02-18 12:00:00
85,Customer_85,B2C,2024-03-25,9964.0,217.95,2025-07-26 19:00:00
86,Customer_86,B2C,2024-03-26,5259.0,186.01,2025-01-11 18:00:00
86,Customer_86,B2C,2024-03-26,5359.0,366.9,2025-01-15 22:00:00
87,Customer_87,B2C,2024-03-27,5251.0,34.67,2025-01-11 10:00:00
87,Customer_87,B2C,2024-03-27,6799.0,92.89,2025-03-16 22:00:00
87,Customer_87,B2C,2024-03-27,8737.0,88.75,2025-06-05 16:00:00
87,Customer_87,B2C,2024-03-27,9242.0,139.1,2025-06-26 17:00:00
88,Customer_88,B2C,2024-03-28,5078.0,248.2,2025-01-04 05:00:00
88,Customer_88,B2C,2024-03-28,5109.0,421.2,2025-01-05 12:00:00
88,Customer_88,B2C,2024-03-28,5415.0,144.87,2025-01-18 06:00:00
88,Customer_88,B2C,2024-03-28,5838.0,422.66,2025-02-04 21:00:00
88,Customer_88,B2C,2024-03-28,6048.0,449.53,2025-02-13 15:00:00
88,Customer_88,B2C,2024-03-28,6664.0,242.41,2025-03-11 07:00:00
88,Customer_88,B2C,2024-03-28,8536.0,72.28,2025-05-28 07:00:00
88,Customer_88,B2C,2024-03-28,9129.0,376.14,2025-06-22 00:00:00
88,Customer_88,B2C,2024-03-28,9297.0,252.87,2025-06-29 00:00:00
88,Customer_88,B2C,2024-03-28,9957.0,166.47,2025-07-26 12:00:00
89,Customer_89,SMB,2024-03-29,5242.0,288.31,2025-01-11 01:00:00
89,Customer_89,SMB,2024-03-29,5268.0,51.5,2025-01-12 03:00:00
89,Customer_89,SMB,2024-03-29,5277.0,234.97,2025-01-12 12:00:00
89,Customer_89,SMB,2024-03-29,5279.0,466.95,2025-01-12 14:00:00
89,Customer_89,SMB,2024-03-29,7163.0,61.28,2025-04-01 02:00:00
89,Customer_89,SMB,2024-03-29,8688.0,33.06,2025-06-03 15:00:00
89,Customer_89,SMB,2024-03-29,9502.0,280.4,2025-07-07 13:00:00
89,Customer_89,SMB,2024-03-29,9587.0,475.96,2025-07-11 02:00:00
90,Customer_90,B2C,2024-03-30,7254.0,493.23,2025-04-04 21:00:00
90,Customer_90,B2C,2024-03-30,7397.0,31.98,2025-04-10 20:00:00
90,Customer_90,B2C,2024-03-30,7555.0,462.41,2025-04-17 10:00:00
90,Customer_90,B2C,2024-03-30,7618.0,268.23,2025-04-20 01:00:00
90,Customer_90,B2C,2024-03-30,7695.0,175.36,2025-04-23 06:00:00
90,Customer_90,B2C,2024-03-30,8625.0,392.24,2025-06-01 00:00:00
90,Customer_90,B2C,2024-03-30,9123.0,469.4,2025-06-21 18:00:00
91,Customer_91,B2B,2024-03-31,6303.0,316.46,2025-02-24 06:00:00
92,Customer_92,B2C,2024-04-01,5991.0,337.75,2025-02-11 06:00:00
92,Customer_92,B2C,2024-04-01,6381.0,383.47,2025-02-27 12:00:00
92,Customer_92,B2C,2024-04-01,6554.0,433.88,2025-03-06 17:00:00
92,Customer_92,B2C,2024-04-01,7038.0,244.16,2025-03-26 21:00:00
92,Customer_92,B2C,2024-04-01,8857.0,247.78,2025-06-10 16:00:00
92,Customer_92,B2C,2024-04-01,9121.0,46.05,2025-06-21 16:00:00
92,Customer_92,B2C,2024-04-01,9832.0,54.2,2025-07-21 07:00:00
93,Customer_93,B2C,2024-04-02,6704.0,414.97,2025-03-12 23:00:00
93,Customer_93,B2C,2024-04-02,7113.0,426.92,2025-03-30 00:00:00
93,Customer_93,B2C,2024-04-02,8274.0,53.61,2025-05-17 09:00:00
93,Customer_93,B2C,2024-04-02,8545.0,479.92,2025-05-28 16:00:00
93,Customer_93,B2C,2024-04-02,9550.0,252.47,2025-07-09 13:00:00
94,Customer_94,B2C,2024-04-03,8027.0,337.89,2025-05-07 02:00:00
94,Customer_94,B2C,2024-04-03,8361.0,311.52,2025-05-21 00:00:00
94,Customer_94,B2C,2024-04-03,9325.0,279.31,2025-06-30 04:00:00
94,Customer_94,B2C,2024-04-03,9878.0,130.91,2025-07-23 05:00:00
95,Customer_95,B2C,2024-04-04,5333.0,378.67,2025-01-14 20:00:00
95,Customer_95,B2C,2024-04-04,5541.0,136.71,2025-01-23 12:00:00
95,Customer_95,B2C,2024-04-04,9089.0,262.14,2025-06-20 08:00:00
96,Customer_96,B2C,2024-04-05,5027.0,209.33,2025-01-02 02:00:00
96,Customer_96,B2C,2024-04-05,5197.0,143.1,2025-01-09 04:00:00
96,Customer_96,B2C,2024-04-05,6873.0,307.59,2025-03-20 00:00:00
96,Customer_96,B2C,2024-04-05,7283.0,214.52,2025-04-06 02:00:00
96,Customer_96,B2C,2024-04-05,8759.0,29.25,2025-06-06 14:00:00
96,Customer_96,B2C,2024-04-05,9136.0,300.56,2025-06-22 07:00:00
97,Customer_97,B2C,2024-04-06,7927.0,105.47,2025-05-02 22:00:00
97,Customer_97,B2C,2024-04-06,9530.0,367.54,2025-07-08 17:00:00
97,Customer_97,B2C,2024-04-06,9759.0,434.8,2025-07-18 06:00:00
98,Customer_98,B2C,2024-04-07,6092.0,92.74,2025-02-15 11:00:00
98,Customer_98,B2C,2024-04-07,6913.0,346.74,2025-03-21 16:00:00
98,Customer_98,B2C,2024-04-07,7522.0,184.71,2025-04-16 01:00:00
98,Customer_98,B2C,2024-04-07,7664.0,356.54,2025-04-21 23:00:00
98,Customer_98,B2C,2024-04-07,8269.0,106.65,2025-05-17 04:00:00
98,Customer_98,B2C,2024-04-07,8419.0,376.85,2025-05-23 10:00:00
98,Customer_98,B2C,2024-04-07,9483.0,490.07,2025-07-06 18:00:00
98,Customer_98,B2C,2024-04-07,9959.0,478.4,2025-07-26 14:00:00
99,Customer_99,B2B,2024-04-08,6097.0,197.86,2025-02-15 16:00:00
99,Customer_99,B2B,2024-04-08,6890.0,313.92,2025-03-20 17:00:00
99,Customer_99,B2B,2024-04-08,8480.0,229.83,2025-05-25 23:00:00
99,Customer_99,B2B,2024-04-08,8945.0,71.29,2025-06-14 08:00:00
99,Customer_99,B2B,2024-04-08,9929.0,54.83,2025-07-25 08:00:00
100,Customer_100,B2B,2024-04-09,6011.0,77.68,2025-02-12 02:00:00
101,Customer_101,B2B,2024-04-10,9272.0,56.58,2025-06-27 23:00:00
102,Customer_102,B2C,2024-04-11,5897.0,434.55,2025-02-07 08:00:00
102,Customer_102,B2C,2024-04-11,8074.0,77.81,2025-05-09 01:00:00
102,Customer_102,B2C,2024-04-11,8098.0,214.8,2025-05-10 01:00:00
102,Customer_102,B2C,2024-04-11,8276.0,460.08,2025-05-17 11:00:00
103,Customer_103,B2C,2024-04-12,5196.0,348.62,2025-01-09 03:00:00
103,Customer_103,B2C,2024-04-12,8271.0,341.29,2025-05-17 06:00:00
103,Customer_103,B2C,2024-04-12,9100.0,338.0,2025-06-20 19:00:00
103,Customer_103,B2C,2024-04-12,9581.0,274.1,2025-07-10 20:00:00
104,Customer_104,B2C,2024-04-13,6227.0,214.52,2025-02-21 02:00:00
104,Customer_104,B2C,2024-04-13,6817.0,247.24,2025-03-17 16:00:00
104,Customer_104,B2C,2024-04-13,8335.0,465.7,2025-05-19 22:00:00
105,Customer_105,SMB,2024-04-14,6399.0,184.92,2025-02-28 06:00:00
105,Customer_105,SMB,2024-04-14,9670.0,71.64,2025-07-14 13:00:00
105,Customer_105,SMB,2024-04-14,9945.0,147.51,2025-07-26 00:00:00
106,Customer_106,B2B,2024-04-15,6803.0,305.59,2025-03-17 02:00:00
106,Customer_106,B2B,2024-04-15,7056.0,129.88,2025-03-27 15:00:00
106,Customer_106,B2B,2024-04-15,7972.0,422.39,2025-05-04 19:00:00
106,Customer_106,B2B,2024-04-15,9463.0,253.96,2025-07-05 22:00:00
107,Customer_107,B2C,2024-04-16,6196.0,259.36,2025-02-19 19:00:00
107,Customer_107,B2C,2024-04-16,7102.0,317.89,2025-03-29 13:00:00
107,Customer_107,B2C,2024-04-16,8616.0,377.37,2025-05-31 15:00:00
108,Customer_108,B2C,2024-04-17,5652.0,37.94,2025-01-28 03:00:00
108,Customer_108,B2C,2024-04-17,5819.0,197.56,2025-02-04 02:00:00
108,Customer_108,B2C,2024-04-17,7792.0,357.77,2025-04-27 07:00:00
108,Customer_108,B2C,2024-04-17,8106.0,375.76,2025-05-10 09:00:00
108,Customer_108,B2C,2024-04-17,8363.0,467.86,2025-05-21 02:00:00
108,Customer_108,B2C,2024-04-17,8942.0,337.69,2025-06-14 05:00:00
108,Customer_108,B2C,2024-04-17,9050.0,316.15,2025-06-18 17:00:00
108,Customer_108,B2C,2024-04-17,9503.0,319.57,2025-07-07 14:00:00
108,Customer_108,B2C,2024-04-17,9585.0,325.98,2025-07-11 00:00:00
108,Customer_108,B2C,2024-04-17,9831.0,301.57,2025-07-21 06:00:00
109,Customer_109,B2B,2024-04-18,5467.0,339.82,2025-01-20 10:00:00
109,Customer_109,B2B,2024-04-18,6101.0,102.71,2025-02-15 20:00:00
109,Customer_109,B2B,2024-04-18,6384.0,222.51,2025-02-27 15:00:00
109,Customer_109,B2B,2024-04-18,6829.0,228.3,2025-03-18 04:00:00
109,Customer_109,B2B,2024-04-18,9955.0,359.17,2025-07-26 10:00:00
110,Customer_110,B2B,2024-04-19,5155.0,356.06,2025-01-07 10:00:00
110,Customer_110,B2B,2024-04-19,9146.0,184.09,2025-06-22 17:00:00
110,Customer_110,B2B,2024-04-19,9269.0,472.61,2025-06-27 20:00:00
110,Customer_110,B2B,2024-04-19,9620.0,367.95,2025-07-12 11:00:00
111,Customer_111,B2B,2024-04-20,5166.0,101.01,2025-01-07 21:00:00
111,Customer_111,B2B,2024-04-20,5211.0,90.56,2025-01-09 18:00:00
111,Customer_111,B2B,2024-04-20,7414.0,108.45,2025-04-11 13:00:00
111,Customer_111,B2B,2024-04-20,9519.0,308.67,2025-07-08 06:00:00
111,Customer_111,B2B,2024-04-20,9612.0,105.45,2025-07-12 03:00:00
112,Customer_112,B2B,2024-04-21,6433.0,487.95,2025-03-01 16:00:00
112,Customer_112,B2B,2024-04-21,7365.0,95.64,2025-04-09 12:00:00
112,Customer_112,B2B,2024-04-21,7696.0,18.86,2025-04-23 07:00:00
112,Customer_112,B2B,2024-04-21,9215.0,131.98,2025-06-25 14:00:00
113,Customer_113,SMB,2024-04-22,5512.0,424.97,2025-01-22 07:00:00
113,Customer_113,SMB,2024-04-22,7864.0,237.99,2025-04-30 07:00:00
113,Customer_113,SMB,2024-04-22,9810.0,397.03,2025-07-20 09:00:00
113,Customer_113,SMB,2024-04-22,9914.0,148.15,2025-07-24 17:00:00
114,Customer_114,SMB,2024-04-23,5944.0,261.72,2025-02-09 07:00:00
114,Customer_114,SMB,2024-04-23,6465.0,477.03,2025-03-03 00:00:00
114,Customer_114,SMB,2024-04-23,7443.0,327.65,2025-04-12 18:00:00
114,Customer_114,SMB,2024-04-23,7986.0,141.61,2025-05-05 09:00:00
114,Customer_114,SMB,2024-04-23,8261.0,431.16,2025-05-16 20:00:00
114,Customer_114,SMB,2024-04-23,8844.0,348.4,2025-06-10 03:00:00
114,Customer_114,SMB,2024-04-23,9055.0,451.94,2025-06-18 22:00:00
115,Customer_115,B2C,2024-04-24,5747.0,415.93,2025-02-01 02:00:00
115,Customer_115,B2C,2024-04-24,6752.0,448.03,2025-03-14 23:00:00
115,Customer_115,B2C,2024-04-24,7057.0,216.44,2025-03-27 16:00:00
115,Customer_115,B2C,2024-04-24,7107.0,312.96,2025-03-29 18:00:00
115,Customer_115,B2C,2024-04-24,7278.0,301.75,2025-04-05 21:00:00
115,Customer_115,B2C,2024-04-24,8033.0,232.44,2025-05-07 08:00:00
116,Customer_116,SMB,2024-04-25,6193.0,177.21,2025-02-19 16:00:00
116,Customer_116,SMB,2024-04-25,6313.0,197.24,2025-02-24 16:00:00
117,Customer_117,SMB,2024-04-26,7085.0,170.1,2025-03-28 20:00:00
117,Customer_117,SMB,2024-04-26,7399.0,161.37,2025-04-10 22:00:00
117,Customer_117,SMB,2024-04-26,7800.0,234.52,2025-04-27 15:00:00
117,Customer_117,SMB,2024-04-26,8413.0,107.48,2025-05-23 04:00:00
117,Customer_117,SMB,2024-04-26,9078.0,31.48,2025-06-19 21:00:00
117,Customer_117,SMB,2024-04-26,9747.0,29.76,2025-07-17 18:00:00
118,Customer_118,B2B,2024-04-27,5899.0,349.1,2025-02-07 10:00:00
118,Customer_118,B2B,2024-04-27,7801.0,473.06,2025-04-27 16:00:00
118,Customer_118,B2B,2024-04-27,8939.0,45.56,2025-06-14 02:00:00
118,Customer_118,B2B,2024-04-27,9140.0,347.87,2025-06-22 11:00:00
