customer_id,revenue,segment_tier
200093,417.76,mid_value
200094,789.13,mid_value
200095,78.78,low_value
200096,23823.03,high_value
200097,227.05,mid_value
200098,20395.39,high_value
200099,907.83,mid_value
200100,354.98,mid_value
200101,169.89,low_value
200102,627.81,mid_value
200103,1076.36,high_value
200104,799.21,mid_value
200105,22489.06,high_value
200106,173.02,low_value
200107,429.36,mid_value
200108,1499.73,high_value
200109,99.37,low_value
200110,743.69,mid_value
200111,384.09,mid_value
200112,78.6,low_value
200113,29920.0,high_value
200114,73.78,low_value
200115,364.58,mid_value
200116,618.64,mid_value
200117,659.4,mid_value
200118,29006.53,high_value
200119,395.64,mid_value
200120,593.9,mid_value
200121,116.64,low_value
200122,23960.8,high_value
200123,19536.7,high_value
200124,260.65,mid_value
200125,212.29,mid_value
200126,26230.45,high_value
200127,97.73,low_value
200128,100.47,low_value
200129,203.08,mid_value
200130,431.51,mid_value
200131,196.73,mid_value
200132,339.09,mid_value
200133,417.07,mid_value
200134,99.24,low_value
200135,818.59,mid_value
200136,765.94,mid_value
200137,536.86,mid_value
200138,192.94,mid_value
200139,572.9,mid_value
200140,161.89,low_value
200141,404.07,mid_value
200142,337.06,mid_value
200143,103.66,low_value
200144,765.88,mid_value
200145,193.11,mid_value
200146,121.54,low_value
200147,29998.48,high_value
200148,352.19,mid_value
200149,823.85,mid_value
200150,24146.17,high_value
200151,15026.92,high_value
200152,248.02,mid_value
200153,1037.38,high_value
200154,265.54,mid_value
200155,452.37,mid_value
200156,384.85,mid_value
200157,77.97,low_value
200158,16739.67,high_value
200159,120.91,low_value
200160,340.6,mid_value
200161,1095.17,high_value
200162,56.97,low_value
200163,27343.62,high_value
200164,25527.71,high_value
200165,1044.91,high_value
200166,381.88,mid_value
200167,186.63,mid_value
200168,63.03,low_value
200169,142.56,low_value
200170,21033.21,high_value
200171,128.33,low_value
200172,187.31,mid_value
200173,996.66,mid_value
200174,409.56,mid_value
200175,121.74,low_value
200176,878.51,mid_value
200177,75.16,low_value
200178,520.22,mid_value
200179,337.69,mid_value
200180,82.47,low_value
200181,26031.9,high_value
200182,510.21,mid_value
200183,22104.04,high_value
200184,1031.78,high_value
200185,109.36,low_value
200186,1439.34,high_value
200187,120.36,low_value
200188,193.95,mid_value
200189,431.38,mid_value
200190,291.51,mid_value
200191,32693.78,high_value
200192,52.42,low_value
200193,165.88,low_value
200194,315.97,mid_value
200195,91.8,low_value
200196,27849.29,high_value
200197,959.26,mid_value
200198,24762.34,high_value
200199,164.32,low_value
200200,56.5,low_value
200201,29762.19,high_value
200202,619.45,mid_value
200203,87.86,low_value
200204,68.43,low_value
200205,667.05,mid_value
200206,224.79,mid_value
200207,562.85,mid_value
200208,21098.54,high_value
200209,993.75,mid_value
200210,104.79,low_value
200211,316.07,mid_value
200212,781.52,mid_value
200213,413.28,mid_value
200214,91.18,low_value
200215,423.91,mid_value
200216,184.52,mid_value
200217,23654.45,high_value
200218,1240.29,high_value
200219,627.31,mid_value
200220,24776.32,high_value
200221,918.69,mid_value
200222,13282.21,high_value
200223,148.81,low_value
200224,439.7,mid_value
200225,213.52,mid_value
200226,206.3,mid_value
200227,164.37,low_value
200228,892.56,mid_value
200229,654.92,mid_value
200230,27381.96,high_value
200231,23679.52,high_value
200232,462.49,mid_value
200233,700.74,mid_value
200234,449.35,mid_value
200235,426.08,mid_value
200236,241.88,mid_value
200237,23447.03,high_value
200238,141.14,low_value
200239,87.88,low_value
200240,108.92,low_value
200241,154.78,low_value
200242,182.57,mid_value
200243,62.89,low_value
200244,16240.31,high_value
200245,289.73,mid_value
200246,27715.73,high_value
200247,479.39,mid_value
200248,56.76,low_value
200249,430.1,mid_value
200250,567.82,mid_value
200251,51.94,low_value
200252,146.24,low_value
200253,518.84,mid_value
200254,93.58,low_value
200255,279.22,mid_value
200256,139.9,low_value
200257,1486.99,high_value
200258,85.59,low_value
200259,24109.12,high_value
200260,771.57,mid_value
200261,1367.27,high_value
200262,102.82,low_value
200263,378.06,mid_value
200264,435.66,mid_value
200265,231.44,mid_value
200266,51.86,low_value
200267,158.2,low_value
200268,199.75,mid_value
200269,217.42,mid_value
200270,296.48,mid_value
200271,354.02,mid_value
200272,1253.18,high_value
200273,192.74,mid_value
200274,91.07,low_value
200275,306.94,mid_value
200276,117.28,low_value
200277,358.47,mid_value
200278,197.54,mid_value
200279,221.96,mid_value
200280,344.02,mid_value
200281,266.78,mid_value
200282,60.83,low_value
200283,88.8,low_value
200284,487.32,mid_value
200285,729.47,mid_value
200286,56.83,low_value
200287,19601.7,high_value
200288,100.95,low_value
200289,75.87,low_value
200290,110.83,low_value
200291,372.85,mid_value
200292,136.02,low_value
200293,419.08,mid_value
200294,477.82,mid_value
200295,470.97,mid_value
200296,333.73,mid_value
200297,1255.54,high_value
200298,300.21,mid_value
200299,282.94,mid_value
200300,245.8,mid_value
200301,337.48,mid_value
200302,606.79,mid_value
200303,580.78,mid_value
200304,134.46,low_value
200305,26170.86,high_value
200306,111.22,low_value
200307,668.94,mid_value
200308,1353.24,high_value
200309,532.95,mid_value
200310,446.42,mid_value
200311,170.48,low_value
200312,465.14,mid_value
200313,65.0,low_value
200314,26274.08,high_value
200315,349.05,mid_value
200316,26553.25,high_value
200317,127.66,low_value
200318,27585.96,high_value
200319,182.74,mid_value
200320,25794.72,high_value
200321,76.19,low_value
200322,656.03,mid_value
200323,338.53,mid_value
200324,37972.37,high_value
200325,29691.03,high_value
200326,391.09,mid_value
200327,302.71,mid_value
200328,50.47,low_value
200329,210.8,mid_value
200330,272.98,mid_value
200331,24620.7,high_value
200332,225.96,mid_value
200333,886.75,mid_value
200334,114.21,low_value
200335,17568.39,high_value
200336,71.12,low_value
200337,297.97,mid_value
200338,64.02,low_value
200339,31614.47,high_value
200340,20427.92,high_value
200341,403.67,mid_value
200342,1059.1,high_value
200343,537.13,mid_value
200344,611.06,mid_value
200345,363.15,mid_value
200346,146.94,low_value
200347,905.8,mid_value
200348,130.6,low_value
200349,54.26,low_value
200350,76.93,low_value
200351,575.28,mid_value
200352,352.28,mid_value
200353,145.83,low_value
200354,1105.07,high_value
200355,879.19,mid_value
200356,756.18,mid_value
200357,1290.99,high_value
200358,362.26,mid_value
200359,30789.22,high_value
200360,813.4,mid_value
200361,21687.21,high_value
200362,702.03,mid_value
200363,282.05,mid_value
200364,245.23,mid_value
200365,111.03,low_value
200366,249.22,mid_value
200367,18373.51,high_value
200368,370.09,mid_value
200369,28075.36,high_value
200370,316.79,mid_value
200371,94.2,low_value
200372,384.2,mid_value
200373,2013.06,high_value
200374,580.53,mid_value
200375,23949.36,high_value
200376,137.01,low_value
200377,447.82,mid_value
200378,24218.44,high_value
200379,60.84,low_value
200380,133.0,low_value
200381,706.99,mid_value
200382,392.58,mid_value
200383,1223.61,high_value
200384,30803.71,high_value
200385,169.75,low_value
200386,329.65,mid_value
200387,665.09,mid_value
200388,19894.78,high_value
200389,249.58,mid_value
200390,563.33,mid_value
200391,288.29,mid_value
200392,1090.79,high_value
200393,56.77,low_value
200394,27212.6,high_value
200395,378.24,mid_value
200396,162.41,low_value
200397,27412.99,high_value
200398,268.22,mid_value
200399,291.07,mid_value
200400,187.74,mid_value
200401,17367.99,high_value
200402,415.95,mid_value
200403,28029.98,high_value
200404,412.22,mid_value
200405,831.15,mid_value
200406,21747.94,high_value
200407,190.28,mid_value
200408,30115.46,high_value
200409,603.83,mid_value
200410,511.83,mid_value
200411,331.59,mid_value
200412,52.44,low_value
200413,94.9,low_value
200414,76.95,low_value
200415,177.98,mid_value
200416,287.41,mid_value
200417,32589.15,high_value
200418,67.81,low_value
200419,1516.61,high_value
200420,542.33,mid_value
200421,400.14,mid_value
200422,219.09,mid_value
200423,1223.5,high_value
200424,465.58,mid_value
200425,160.54,low_value
200426,381.11,mid_value
200427,1060.51,high_value
200428,699.48,mid_value
200429,253.21,mid_value
200430,219.87,mid_value
200431,207.25,mid_value
200432,28574.79,high_value
200433,188.5,mid_value
200434,310.19,mid_value
200435,201.43,mid_value
200436,452.11,mid_value
200437,176.05,low_value
200438,75.78,low_value
200439,240.22,mid_value
200440,1017.38,mid_value
200441,392.93,mid_value
200442,441.92,mid_value
200443,68.57,low_value
200444,176.48,low_value
200445,71.71,low_value
200446,134.59,low_value
200447,600.85,mid_value
200448,23693.22,high_value
200449,404.11,mid_value
200450,432.97,mid_value
200451,130.92,low_value
200452,22285.43,high_value
200453,258.63,mid_value
200454,21486.71,high_value
200455,557.62,mid_value
200456,390.82,mid_value
200457,59.0,low_value
200458,105.77,low_value
200459,472.72,mid_value
200460,322.01,mid_value
200461,291.38,mid_value
200462,667.6,mid_value
200463,153.72,low_value
200464,321.77,mid_value
200465,28517.67,high_value
200466,89.96,low_value
200467,87.61,low_value
200468,749.21,mid_value
200469,653.76,mid_value
200470,294.77,mid_value
200471,256.71,mid_value
200472,24546.08,high_value
200473,550.33,mid_value
200474,142.11,low_value
200475,25009.15,high_value
200476,913.04,mid_value
200477,434.22,mid_value
200478,382.53,mid_value
200479,293.02,mid_value
200480,488.18,mid_value
200481,443.15,mid_value
200482,224.41,mid_value
200483,464.4,mid_value
200484,1103.54,high_value
200485,334.78,mid_value
200486,173.4,low_value
200487,21381.54,high_value
200488,701.76,mid_value
200489,74.3,low_value
200490,712.18,mid_value
200491,121.82,low_value
200492,490.54,mid_value
200493,33499.09,high_value
200494,1440.61,high_value
200495,437.18,mid_value
200496,107.08,low_value
200497,176.3,low_value
200498,323.03,mid_value
200499,27748.26,high_value
200500,53.49,low_value
200501,64.99,low_value
200502,27533.31,high_value
200503,321.28,mid_value
200504,203.42,mid_value
200505,659.53,mid_value
200506,242.92,mid_value
200507,167.76,low_value
200508,271.35,mid_value
200509,1025.0,mid_value
200510,73.96,low_value
200511,356.17,mid_value
200512,283.8,mid_value
200513,127.96,low_value
200514,94.65,low_value
200515,87.26,low_value
200516,538.58,mid_value
200517,29939.01,high_value
200518,522.12,mid_value
200519,782.47,mid_value
200520,19607.81,high_value
200521,252.77,mid_value
200522,541.2,mid_value
200523,141.4,low_value
200524,188.62,mid_value
200525,24283.63,high_value
200526,25897.36,high_value
200527,23168.61,high_value
200528,66.08,low_value
200529,84.5,low_value
200530,445.47,mid_value
200531,30087.57,high_value
200532,68.69,low_value
200533,324.5,mid_value
200534,511.16,mid_value
200535,623.95,mid_value
200536,154.41,low_value
200537,432.81,mid_value
200538,70.75,low_value
200539,52.02,low_value
200540,165.44,low_value
200541,192.39,mid_value
200542,73.15,low_value
200543,400.48,mid_value
200544,387.05,mid_value
200545,152.14,low_value
200546,435.83,mid_value
200547,177.65,low_value
200548,138.58,low_value
200549,33061.1,high_value
200550,163.44,low_value
200551,292.85,mid_value
200552,345.02,mid_value
200553,63.08,low_value
200554,1156.42,high_value
200555,28280.63,high_value
200556,23089.42,high_value
200557,1156.06,high_value
200558,32185.44,high_value
200559,68.16,low_value
200560,200.61,mid_value
200561,674.61,mid_value
200562,261.34,mid_value
200563,2753.24,high_value
200564,726.97,mid_value
200565,25319.21,high_value
200566,59.14,low_value
200567,840.58,mid_value
200568,130.29,low_value
200569,345.89,mid_value
200570,972.43,mid_value
200571,229.29,mid_value
200572,839.98,mid_value
200573,24452.02,high_value
200574,82.19,low_value
200575,2105.15,high_value
200576,479.94,mid_value
200577,176.81,low_value
200578,87.12,low_value
200579,617.17,mid_value
200580,180.06,mid_value
200581,79.85,low_value
200582,238.11,mid_value
200583,130.15,low_value
200584,217.19,mid_value
200585,572.46,mid_value
200586,26124.04,high_value
200587,609.36,mid_value
200588,150.53,low_value
200589,416.65,mid_value
200590,24308.79,high_value
200591,371.15,mid_value
200592,22446.87,high_value
200593,85.09,low_value
200594,680.49,mid_value
200595,279.47,mid_value
200596,120.24,low_value
200597,26470.48,high_value
200598,31518.57,high_value
200599,678.82,mid_value
200600,462.68,mid_value
200601,224.57,mid_value
200602,109.56,low_value
200603,80.54,low_value
200604,173.86,low_value
200605,294.45,mid_value
200606,16671.61,high_value
200607,957.75,mid_value
200608,377.55,mid_value
200609,159.0,low_value
200610,25537.19,high_value
200611,68.97,low_value
200612,20263.88,high_value
200613,203.27,mid_value
200614,971.29,mid_value
200615,257.6,mid_value
200616,125.99,low_value
200617,1016.67,mid_value
200618,734.02,mid_value
200619,171.51,low_value
200620,20872.18,high_value
200621,149.34,low_value
200622,695.88,mid_value
200623,485.9,mid_value
200624,22529.43,high_value
200625,207.89,mid_value
200626,17353.44,high_value
200627,866.19,mid_value
200628,17592.63,high_value
200629,28128.52,high_value
200630,88.52,low_value
200631,225.96,mid_value
200632,65.03,low_value
200633,198.21,mid_value
200634,285.25,mid_value
200635,1440.45,high_value
200636,428.63,mid_value
200637,29770.94,high_value
200638,97.24,low_value
200639,462.78,mid_value
200640,26857.48,high_value
200641,25896.94,high_value
200642,113.04,low_value
200643,334.87,mid_value
200644,70.97,low_value
200645,105.39,low_value
200646,69.19,low_value
200647,172.49,low_value
200648,25831.21,high_value
200649,216.8,mid_value
200650,657.63,mid_value
200651,20716.59,high_value
200652,617.86,mid_value
200653,77.71,low_value
200654,695.8,mid_value
200655,509.11,mid_value
200656,115.44,low_value
200657,794.64,mid_value
200658,523.69,mid_value
200659,498.94,mid_value
200660,745.71,mid_value
200661,21141.85,high_value
200662,1009.3,mid_value
200663,18999.11,high_value
200664,24438.5,high_value
200665,271.62,mid_value
200666,1272.48,high_value
200667,395.69,mid_value
200668,33344.19,high_value
200669,136.18,low_value
200670,446.64,mid_value
200671,759.46,mid_value
200672,23409.77,high_value
200673,208.54,mid_value
200674,315.22,mid_value
200675,239.1,mid_value
200676,29229.47,high_value
200677,158.91,low_value
200678,239.31,mid_value
200679,175.53,low_value
200680,596.28,mid_value
200681,550.99,mid_value
200682,81.22,low_value
200683,200.35,mid_value
200684,81.89,low_value
200685,368.67,mid_value
200686,1135.85,high_value
200687,474.04,mid_value
200688,21597.86,high_value
200689,287.27,mid_value
200690,29144.35,high_value
200691,346.1,mid_value
200692,22807.2,high_value
200693,122.27,low_value
200694,174.62,low_value
200695,424.24,mid_value
200696,690.97,mid_value
200697,75.85,low_value
200698,62.84,low_value
200699,198.52,mid_value
200700,30745.34,high_value
200701,391.14,mid_value
200702,884.47,mid_value
200703,586.03,mid_value
200704,52.69,low_value
200705,191.74,mid_value
200706,137.5,low_value
200707,121.37,low_value
200708,149.21,low_value
200709,189.22,mid_value
200710,28732.51,high_value
200711,1111.42,high_value
200712,26344.58,high_value
200713,418.32,mid_value
200714,434.72,mid_value
200715,400.98,mid_value
200716,58.36,low_value
200717,241.76,mid_value
200718,119.32,low_value
200719,510.33,mid_value
200720,1108.77,high_value
200721,214.25,mid_value
200722,126.76,low_value
200723,186.85,mid_value
200724,751.64,mid_value
200725,358.12,mid_value
200726,26553.5,high_value
200727,198.14,mid_value
200728,76.6,low_value
200729,603.94,mid_value
200730,717.33,mid_value
200731,83.47,low_value
200732,71.76,low_value
200733,369.27,mid_value
200734,338.09,mid_value
200735,460.36,mid_value
200736,280.93,mid_value
200737,1127.15,high_value
200738,159.46,low_value
200739,604.34,mid_value
200740,620.04,mid_value
200741,64.31,low_value
200742,30482.14,high_value
200743,279.9,mid_value
200744,26252.53,high_value
200745,80.75,low_value
200746,695.43,mid_value
200747,1154.96,high_value
200748,235.28,mid_value
200749,712.12,mid_value
200750,24274.2,high_value
200751,895.14,mid_value
200752,258.17,mid_value
200753,665.15,mid_value
200754,29028.53,high_value
200755,245.27,mid_value
200756,26330.43,high_value
200757,29722.56,high_value
200758,177.61,low_value
200759,15735.42,high_value
200760,22799.54,high_value
200761,28550.02,high_value
200762,18924.36,high_value
200763,382.64,mid_value
200764,440.3,mid_value
200765,196.55,mid_value
200766,23449.2,high_value
200767,18859.84,high_value
200768,367.96,mid_value
200769,101.41,low_value
200770,354.42,mid_value
200771,70.57,low_value
200772,26573.23,high_value
200773,60.17,low_value
200774,206.23,mid_value
200775,380.26,mid_value
200776,440.98,mid_value
200777,25197.23,high_value
200778,224.44,mid_value
200779,543.06,mid_value
200780,537.66,mid_value
200781,22073.47,high_value
200782,315.13,mid_value
200783,590.08,mid_value
200784,771.51,mid_value
200785,617.96,mid_value
200786,23636.37,high_value
200787,78.79,low_value
200788,501.55,mid_value
200789,221.66,mid_value
200790,297.7,mid_value
200791,276.42,mid_value
200792,530.33,mid_value
200793,165.76,low_value
200794,206.28,mid_value
200795,28800.06,high_value
200796,301.57,mid_value
200797,205.42,mid_value
200798,28982.33,high_value
200799,382.64,mid_value
200800,316.19,mid_value
200801,24758.39,high_value
200802,88.48,low_value
200803,25631.05,high_value
200804,246.12,mid_value
200805,20829.69,high_value
200806,53.88,low_value
200807,390.58,mid_value
200808,29415.51,high_value
200809,253.03,mid_value
200810,24029.27,high_value
200811,19883.88,high_value
200812,27294.98,high_value
200813,544.01,mid_value
200814,645.26,mid_value
200815,909.91,mid_value
200816,146.74,low_value
200817,220.77,mid_value
200818,76.49,low_value
200819,140.2,low_value
200820,606.02,mid_value
200821,54.02,low_value
200822,432.68,mid_value
200823,99.43,low_value
200824,23777.52,high_value
200825,402.84,mid_value
200826,172.16,low_value
200827,234.28,mid_value
200828,163.12,low_value
200829,850.3,mid_value
200830,731.16,mid_value
200831,1439.82,high_value
200832,119.7,low_value
200833,94.08,low_value
200834,21026.57,high_value
200835,262.27,mid_value
200836,510.21,mid_value
200837,444.65,mid_value
200838,312.06,mid_value
200839,52.92,low_value
200840,33168.3,high_value
200841,23810.07,high_value
200842,116.57,low_value
200843,186.2,mid_value
200844,72.6,low_value
200845,24582.63,high_value
200846,22624.75,high_value
200847,219.7,mid_value
200848,128.22,low_value
200849,516.72,mid_value
200850,560.7,mid_value
200851,689.0,mid_value
200852,702.79,mid_value
200853,109.37,low_value
200854,542.47,mid_value
200855,810.6,mid_value
200856,448.96,mid_value
200857,75.04,low_value
200858,257.16,mid_value
200859,315.43,mid_value
200860,96.6,low_value
200861,477.97,mid_value
200862,221.14,mid_value
200863,24047.56,high_value
200864,705.95,mid_value
200865,1298.73,high_value
200866,24784.38,high_value
200867,68.48,low_value
200868,514.08,mid_value
200869,877.97,mid_value
200870,1293.96,high_value
200871,144.64,low_value
200872,21070.79,high_value
200873,24027.76,high_value
200874,2910.36,high_value
200875,271.32,mid_value
200876,174.2,low_value
200877,21217.97,high_value
200878,22231.0,high_value
200879,139.96,low_value
200880,23216.23,high_value
200881,598.83,mid_value
200882,609.06,mid_value
200883,123.12,low_value
200884,512.33,mid_value
200885,1063.47,high_value
200886,148.53,low_value
200887,29029.78,high_value
200888,594.45,mid_value
200889,1157.78,high_value
200890,1050.96,high_value
200891,1506.22,high_value
200892,74.36,low_value
200893,155.07,low_value
200894,27106.15,high_value
200895,31676.28,high_value
200896,1189.91,high_value
200897,302.44,mid_value
200898,373.47,mid_value
200899,1213.76,high_value
200900,53.12,low_value
200901,145.99,low_value
200902,26246.61,high_value
200903,574.75,mid_value
200904,1108.66,high_value
200905,174.8,low_value
200906,462.74,mid_value
200907,1711.68,high_value
200908,93.18,low_value
200909,377.55,mid_value
200910,114.1,low_value
200911,192.07,mid_value
200912,563.55,mid_value
200913,19980.31,high_value
200914,405.09,mid_value
200915,465.19,mid_value
200916,94.27,low_value
200917,1140.49,high_value
200918,146.12,low_value
200919,774.71,mid_value
200920,328.49,mid_value
200921,532.78,mid_value
200922,24505.07,high_value
200923,319.59,mid_value
200924,772.1,mid_value
200925,302.53,mid_value
200926,144.97,low_value
200927,607.54,mid_value
200928,347.06,mid_value
200929,540.04,mid_value
200930,227.0,mid_value
200931,111.18,low_value
200932,107.73,low_value
200933,22901.35,high_value
200934,607.3,mid_value
200935,288.72,mid_value
200936,20921.22,high_value
200937,87.28,low_value
200938,228.01,mid_value
200939,19508.56,high_value
200940,91.54,low_value
200941,228.91,mid_value
200942,628.33,mid_value
200943,126.28,low_value
200944,1264.44,high_value
200945,490.63,mid_value
200946,483.55,mid_value
200947,303.75,mid_value
200948,350.55,mid_value
200949,106.39,low_value
200950,910.37,mid_value
200951,81.01,low_value
200952,175.32,low_value
200953,24807.65,high_value
200954,21459.01,high_value
200955,76.23,low_value
200956,536.42,mid_value
200957,504.47,mid_value
200958,25886.23,high_value
200959,155.11,low_value
200960,488.85,mid_value
200961,829.95,mid_value
200962,22131.94,high_value
200963,174.53,low_value
200964,120.26,low_value
200965,31459.12,high_value
200966,886.81,mid_value
200967,19092.3,high_value
200968,31377.77,high_value
200969,21879.2,high_value
200970,155.3,low_value
200971,445.01,mid_value
200972,604.98,mid_value
200973,102.65,low_value
200974,253.41,mid_value
200975,199.67,mid_value
200976,334.81,mid_value
200977,473.9,mid_value
200978,61.94,low_value
200979,151.14,low_value
200980,203.74,mid_value
200981,1213.65,high_value
200982,33187.45,high_value
200983,24029.21,high_value
200984,199.31,mid_value
200985,625.47,mid_value
200986,145.68,low_value
200987,75.84,low_value
200988,258.36,mid_value
200989,29255.76,high_value
200990,22612.1,high_value
200991,259.4,mid_value
200992,115.17,low_value
200993,180.54,mid_value
200994,826.2,mid_value
200995,24998.75,high_value
200996,67.28,low_value
200997,153.87,low_value
200998,395.47,mid_value
200999,173.51,low_value
201000,308.72,mid_value
201001,862.17,mid_value
201002,27282.03,high_value
201003,199.84,mid_value
201004,533.56,mid_value
201005,21672.18,high_value
201006,122.09,low_value
201007,218.41,mid_value
201008,142.4,low_value
201009,58.24,low_value
201010,24113.95,high_value
201011,784.76,mid_value
201012,1041.29,high_value
201013,953.79,mid_value
201014,268.33,mid_value
201015,638.94,mid_value
201016,24650.26,high_value
201017,220.2,mid_value
201018,214.69,mid_value
201019,727.64,mid_value
201020,88.61,low_value
201021,449.05,mid_value
201022,264.57,mid_value
201023,522.99,mid_value
201024,51.93,low_value
201025,198.59,mid_value
201026,578.52,mid_value
201027,203.44,mid_value
201028,155.05,low_value
201029,284.88,mid_value
201030,1139.48,high_value
201031,966.91,mid_value
201032,71.48,low_value
201033,309.16,mid_value
201034,306.44,mid_value
201035,424.28,mid_value
201036,25916.3,high_value
201037,822.86,mid_value
201038,988.6,mid_value
201039,24910.8,high_value
201040,19979.46,high_value
201041,22757.57,high_value
201042,113.93,low_value
201043,525.8,mid_value
201044,155.52,low_value
201045,1108.61,high_value
201046,141.3,low_value
201047,24634.4,high_value
201048,507.42,mid_value
201049,1209.81,high_value
201050,23387.7,high_value
201051,19631.49,high_value
201052,76.27,low_value
201053,101.31,low_value
201054,173.61,low_value
201055,420.61,mid_value
201056,1053.11,high_value
201057,515.69,mid_value
201058,192.0,mid_value
201059,331.07,mid_value
201060,349.87,mid_value
201061,194.37,mid_value
201062,203.69,mid_value
201063,159.6,low_value
201064,325.04,mid_value
201065,556.03,mid_value
201066,310.11,mid_value
201067,1761.73,high_value
201068,838.25,mid_value
201069,103.95,low_value
201070,800.7,mid_value
201071,73.01,low_value
201072,196.0,mid_value
201073,66.79,low_value
201074,446.15,mid_value
201075,356.78,mid_value
201076,98.77,low_value
201077,243.95,mid_value
201078,50.52,low_value
201079,342.97,mid_value
201080,25781.93,high_value
201081,92.67,low_value
201082,245.95,mid_value
201083,2112.12,high_value
201084,1777.61,high_value
201085,139.03,low_value
201086,84.2,low_value
201087,26900.67,high_value
201088,131.57,low_value
201089,25346.79,high_value
201090,59.15,low_value
201091,136.61,low_value
201092,205.78,mid_value
201093,112.5,low_value
201094,804.58,mid_value
201095,550.64,mid_value
201096,784.51,mid_value
201097,1432.39,high_value
201098,99.44,low_value
201099,366.54,mid_value
201100,314.48,mid_value
201101,31013.68,high_value
201102,212.24,mid_value
201103,1204.98,high_value
201104,26739.08,high_value
201105,192.9,mid_value
201106,246.09,mid_value
201107,1063.45,high_value
201108,320.28,mid_value
201109,32890.17,high_value
201110,89.68,low_value
201111,773.42,mid_value
201112,235.72,mid_value
201113,518.62,mid_value
201114,233.24,mid_value
201115,76.07,low_value
201116,81.83,low_value
201117,126.02,low_value
201118,18869.2,high_value
201119,875.27,mid_value
201120,61.81,low_value
201121,449.05,mid_value
201122,28841.22,high_value
201123,21620.23,high_value
201124,29746.94,high_value
201125,364.12,mid_value
201126,498.23,mid_value
201127,1196.15,high_value
201128,749.99,mid_value
201129,248.28,mid_value
201130,368.45,mid_value
201131,119.96,low_value
201132,79.84,low_value
201133,28616.07,high_value
201134,475.73,mid_value
201135,237.13,mid_value
201136,91.38,low_value
201137,25390.68,high_value
201138,26291.9,high_value
201139,91.26,low_value
201140,375.8,mid_value
201141,376.22,mid_value
201142,24450.76,high_value
201143,28117.4,high_value
201144,1418.69,high_value
201145,244.4,mid_value
201146,25597.45,high_value
201147,825.28,mid_value
201148,91.04,low_value
201149,391.97,mid_value
201150,21438.73,high_value
201151,204.0,mid_value
201152,16577.41,high_value
201153,27976.74,high_value
201154,362.36,mid_value
201155,24803.88,high_value
201156,417.08,mid_value
201157,641.46,mid_value
201158,76.32,low_value
201159,84.16,low_value
201160,25784.53,high_value
201161,404.1,mid_value
201162,20212.85,high_value
201163,21890.51,high_value
201164,289.24,mid_value
201165,16688.75,high_value
201166,81.22,low_value
201167,322.32,mid_value
201168,199.35,mid_value
201169,109.54,low_value
201170,198.56,mid_value
201171,625.17,mid_value
201172,408.18,mid_value
201173,546.97,mid_value
201174,962.21,mid_value
201175,25641.96,high_value
201176,167.79,low_value
201177,25825.45,high_value
201178,27203.19,high_value
201179,192.53,mid_value
201180,63.08,low_value
201181,28312.92,high_value
201182,412.64,mid_value
201183,236.56,mid_value
201184,187.66,mid_value
201185,21475.73,high_value
201186,506.32,mid_value
201187,20605.52,high_value
201188,467.09,mid_value
201189,30505.99,high_value
