customer_id,revenue,transaction_count,revenue_normalized,revenue_zscore
100229,1123.03,156,0.189591,1.2388
100230,508.67,46,0.084942,0.00138
100231,801.91,189,0.134892,0.592012
100232,359.22,112,0.059485,-0.299637
100233,440.08,208,0.073259,-0.136772
100234,349.15,40,0.05777,-0.31992
100235,118.61,34,0.0185,-0.784264
100236,650.88,116,0.109166,0.287813
100237,174.79,27,0.02807,-0.671109
100238,22.31,154,0.002097,-0.978228
100239,528.48,235,0.088317,0.04128
100240,107.47,139,0.016603,-0.806702
100241,1420.54,1,0.240268,1.838033
100242,1548.78,149,0.262112,2.096329
100243,1241.75,32,0.209813,1.477921
100244,241.14,203,0.039372,-0.537469
100245,17.79,215,0.001327,-0.987332
100246,1327.76,188,0.224464,1.651159
100247,289.47,68,0.047604,-0.440125
100248,1710.42,130,0.289646,2.421898
100249,1666.87,84,0.282227,2.334181
100250,968.69,220,0.163301,0.927934
100251,184.39,54,0.029705,-0.651773
100252,253.15,137,0.041418,-0.513279
100253,962.36,235,0.162223,0.915184
100254,200.57,197,0.032461,-0.619184
100255,102.86,138,0.015818,-0.815987
100256,416.87,73,0.069305,-0.183521
100257,1385.65,3,0.234325,1.767759
100258,605.41,31,0.101421,0.19623
100259,432.06,99,0.071893,-0.152925
100260,61.11,132,0.008706,-0.900079
100261,487.27,135,0.081297,-0.041724
100262,2315.28,16,0.392676,3.640184
100263,85.46,16,0.012854,-0.851034
100264,375.25,92,0.062216,-0.26735
100265,1059.3,103,0.178735,1.110437
100266,685.02,114,0.114981,0.356577
100267,607.04,13,0.101698,0.199513
100268,616.14,236,0.103249,0.217841
100269,232.75,189,0.037943,-0.554368
100270,183.78,212,0.029601,-0.653001
100271,838.69,173,0.141157,0.666093
100272,840.66,248,0.141493,0.670061
100273,1018.98,196,0.171867,1.029226
100274,1232.31,152,0.208206,1.458907
100275,368.05,224,0.060989,-0.281852
100276,358.09,86,0.059293,-0.301913
100277,810.47,188,0.13635,0.609253
100278,534.86,126,0.089403,0.05413
100279,615.28,236,0.103102,0.216109
100280,804.31,188,0.135301,0.596846
100281,1113.66,5,0.187995,1.219927
100282,216.24,121,0.03513,-0.587622
100283,245.47,98,0.040109,-0.528748
100284,59.35,104,0.008406,-0.903624
100285,441.71,160,0.073537,-0.133489
100286,28.3,249,0.003117,-0.966163
100287,323.3,88,0.053367,-0.371986
100288,401.15,101,0.066628,-0.215183
100289,178.82,136,0.028756,-0.662992
100290,456.82,175,0.07611,-0.103055
100291,25.49,210,0.002639,-0.971823
100292,29.03,236,0.003242,-0.964693
100293,874.68,73,0.147288,0.738583
100294,233.29,130,0.038035,-0.55328
100295,77.94,65,0.011573,-0.86618
100296,379.33,117,0.062911,-0.259132
100297,744.82,199,0.125168,0.477024
100298,131.56,170,0.020706,-0.758181
100299,497.61,20,0.083058,-0.020897
100300,54.61,243,0.007599,-0.913171
100301,36.53,139,0.004519,-0.949587
100302,388.95,212,0.064549,-0.239756
100303,398.96,109,0.066255,-0.219594
100304,517.27,2,0.086407,0.018701
100305,657.48,97,0.11029,0.301107
100306,1871.78,86,0.317131,2.746903
100307,373.15,92,0.061858,-0.27158
100308,205.01,159,0.033218,-0.610241
100309,802.83,227,0.135049,0.593865
100310,167.93,10,0.026901,-0.684926
100311,298.99,86,0.049226,-0.42095
100312,50.85,209,0.006958,-0.920744
100313,22.84,59,0.002187,-0.977161
100314,1653.69,107,0.279982,2.307635
100315,913.88,230,0.153965,0.817538
100316,605.32,114,0.101405,0.196048
100317,272.93,135,0.044787,-0.473439
100318,105.15,37,0.016208,-0.811375
100319,95.06,13,0.014489,-0.831698
100320,154.0,221,0.024529,-0.712983
100321,408.4,118,0.067863,-0.20058
100322,636.92,154,0.106788,0.259696
100323,549.7,3,0.091931,0.084021
100324,174.21,39,0.027971,-0.672277
100325,1559.05,138,0.263862,2.117015
100326,679.51,165,0.114043,0.345479
100327,414.12,23,0.068837,-0.189059
100328,483.02,20,0.080573,-0.050284
100329,282.02,34,0.046335,-0.45513
100330,152.33,4,0.024244,-0.716347
100331,230.01,160,0.037476,-0.559887
100332,719.09,109,0.120785,0.425199
100333,17.25,170,0.001235,-0.98842
100334,71.69,146,0.010508,-0.878769
100335,33.55,52,0.004011,-0.955589
100336,30.79,129,0.003541,-0.961148
100337,977.1,87,0.164734,0.944873
100338,618.12,108,0.103586,0.22183
100339,331.39,205,0.054745,-0.355691
100340,61.48,132,0.008769,-0.899333
100341,348.26,230,0.057618,-0.321712
100342,330.73,201,0.054632,-0.35702
100343,105.1,229,0.016199,-0.811476
100344,294.45,174,0.048453,-0.430094
100345,264.17,159,0.043295,-0.491083
100346,488.36,66,0.081483,-0.039528
100347,514.06,178,0.08586,0.012236
100348,33.18,80,0.003948,-0.956334
100349,244.69,105,0.039977,-0.530319
100350,501.56,149,0.083731,-0.012941
100351,359.72,120,0.059571,-0.29863
100352,980.67,149,0.165342,0.952064
100353,547.49,194,0.091555,0.079569
100354,98.93,52,0.015148,-0.823903
100355,46.59,36,0.006233,-0.929324
100356,524.2,71,0.087588,0.032659
100357,23.43,143,0.002288,-0.975972
100358,450.67,101,0.075063,-0.115442
100359,1418.63,73,0.239943,1.834186
100360,438.39,129,0.072971,-0.140176
100361,255.65,16,0.041843,-0.508244
100362,525.41,215,0.087794,0.035097
100363,316.48,216,0.052205,-0.385722
100364,404.41,238,0.067183,-0.208617
100365,1429.06,216,0.241719,1.855194
100366,253.96,138,0.041556,-0.511648
100367,1634.55,39,0.276722,2.269084
100368,1188.79,240,0.200792,1.371251
100369,118.95,11,0.018558,-0.78358
100370,45.94,30,0.006122,-0.930633
100371,63.11,168,0.009047,-0.89605
100372,19.19,161,0.001565,-0.984512
100373,59.6,135,0.008449,-0.90312
100374,584.44,134,0.097849,0.153993
100375,46.92,235,0.006289,-0.92866
100376,202.08,124,0.032718,-0.616142
100377,941.76,178,0.158714,0.873693
100378,21.77,180,0.002005,-0.979316
100379,852.27,200,0.14347,0.693445
100380,175.54,208,0.028198,-0.669598
100381,72.88,177,0.010711,-0.876372
100382,606.58,124,0.10162,0.198586
100383,505.7,21,0.084436,-0.004603
100384,1059.71,68,0.178805,1.111263
100385,674.15,111,0.11313,0.334683
100386,823.5,91,0.13857,0.635498
100387,175.67,35,0.02822,-0.669336
100388,107.67,124,0.016637,-0.806299
100389,704.38,129,0.118279,0.395571
100390,832.1,144,0.140035,0.65282
100391,2338.5,31,0.396631,3.686953
100392,276.04,59,0.045317,-0.467175
100393,242.62,230,0.039624,-0.534488
100394,758.98,18,0.12758,0.505544
100395,218.37,37,0.035493,-0.583332
100396,1345.07,121,0.227413,1.686024
100397,987.42,138,0.166492,0.965659
100398,290.18,49,0.047725,-0.438695
100399,704.89,23,0.118366,0.396598
100400,712.32,19,0.119632,0.411564
100401,64.42,113,0.00927,-0.893412
100402,1174.22,247,0.198311,1.341905
100403,361.85,42,0.059933,-0.29434
100404,885.67,135,0.14916,0.760718
100405,202.87,222,0.032853,-0.614551
100406,1139.4,166,0.192379,1.271772
100407,256.49,41,0.041987,-0.506552
100408,15.45,190,0.000928,-0.992045
100409,1188.95,43,0.20082,1.371573
100410,57.86,108,0.008152,-0.906625
100411,202.33,210,0.032761,-0.615639
100412,1508.49,198,0.255249,2.015179
100413,1513.97,204,0.256183,2.026216
100414,436.0,11,0.072564,-0.14499
100415,509.62,176,0.085104,0.003293
100416,307.51,130,0.050677,-0.403789
100417,183.51,92,0.029555,-0.653545
100418,209.24,210,0.033938,-0.601721
100419,568.16,215,0.095076,0.121202
100420,707.92,77,0.118882,0.402701
100421,794.1,108,0.133562,0.576282
100422,789.42,212,0.132765,0.566855
100423,57.82,24,0.008146,-0.906705
100424,351.02,77,0.058089,-0.316153
100425,39.64,155,0.005049,-0.943323
100426,408.73,143,0.067919,-0.199916
100427,301.28,213,0.049616,-0.416337
100428,1103.31,103,0.186232,1.199081
100429,226.1,2,0.03681,-0.567762
100430,72.25,138,0.010604,-0.877641
100431,87.15,210,0.013142,-0.84763
100432,726.72,179,0.122084,0.440567
100433,491.45,229,0.082009,-0.033304
100434,63.3,120,0.009079,-0.895668
100435,53.93,240,0.007483,-0.91454
100436,613.6,73,0.102816,0.212725
100437,47.77,76,0.006434,-0.926948
100438,872.59,248,0.146932,0.734373
100439,622.5,189,0.104332,0.230652
100440,52.42,18,0.007226,-0.917582
100441,54.33,117,0.007551,-0.913735
100442,2167.73,109,0.367543,3.342994
100443,244.42,195,0.039931,-0.530863
100444,241.53,20,0.039438,-0.536684
100445,847.79,35,0.142707,0.684422
100446,1481.08,94,0.25058,1.95997
100447,2144.39,67,0.363567,3.295984
100448,709.95,15,0.119228,0.40679
100449,246.01,146,0.040201,-0.52766
100450,53.6,227,0.007427,-0.915205
100451,760.62,60,0.127859,0.508848
100452,418.68,10,0.069614,-0.179875
100453,286.02,43,0.047017,-0.447074
100454,1194.12,104,0.2017,1.381987
100455,68.94,72,0.01004,-0.884308
100456,349.25,42,0.057787,-0.319718
100457,15.71,117,0.000973,-0.991522
100458,326.18,28,0.053857,-0.366185
100459,38.98,57,0.004936,-0.944652
100460,73.25,225,0.010774,-0.875627
100461,72.51,209,0.010648,-0.877117
100462,533.78,141,0.089219,0.051955
100463,695.3,231,0.116732,0.377282
100464,447.78,19,0.07457,-0.121263
100465,1647.36,110,0.278904,2.294885
100466,244.9,39,0.040012,-0.529896
100467,178.23,181,0.028656,-0.66418
100468,1024.75,113,0.17285,1.040848
100469,136.54,79,0.021555,-0.74815
100470,1661.44,187,0.281303,2.323245
100471,16.11,37,0.001041,-0.990716
100472,1761.26,11,0.298306,2.524298
100473,32.06,97,0.003758,-0.95859
100474,1118.86,204,0.188881,1.230401
100475,385.07,144,0.063889,-0.247571
100476,2488.41,129,0.422167,3.988896
100477,48.33,150,0.006529,-0.92582
100478,413.55,209,0.06874,-0.190208
100479,1751.79,186,0.296693,2.505224
100480,380.22,176,0.063062,-0.25734
100481,506.31,47,0.08454,-0.003374
100482,604.95,54,0.101342,0.195303
100483,313.06,147,0.051623,-0.392611
100484,503.84,119,0.08412,-0.008349
100485,448.91,64,0.074763,-0.118987
100486,1167.12,66,0.197101,1.327604
100487,33.26,16,0.003962,-0.956173
100488,174.92,167,0.028092,-0.670847
100489,1512.0,149,0.255847,2.022248
100490,1114.84,45,0.188196,1.222304
100491,314.09,193,0.051798,-0.390536
100492,493.97,23,0.082438,-0.028229
100493,172.44,126,0.02767,-0.675842
100494,114.2,170,0.017749,-0.793147
100495,321.53,215,0.053065,-0.375551
100496,227.98,10,0.03713,-0.563975
100497,448.12,84,0.074628,-0.120578
100498,50.46,12,0.006892,-0.921529
100499,1842.48,95,0.31214,2.687888
100500,2151.93,41,0.364851,3.311171
100501,608.93,119,0.10202,0.203319
100502,394.04,56,0.065417,-0.229504
100503,195.19,206,0.031545,-0.63002
100504,850.45,134,0.14316,0.68978
100505,587.16,37,0.098312,0.159471
100506,98.74,108,0.015116,-0.824286
100507,1219.15,154,0.205964,1.432401
100508,874.5,207,0.147257,0.73822
100509,1505.87,192,0.254803,2.009901
100510,656.8,2,0.110174,0.299737
100511,485.2,1,0.080944,-0.045893
100512,280.85,87,0.046136,-0.457487
100513,1359.51,3,0.229872,1.715109
100514,1015.2,3,0.171223,1.021613
100515,33.14,157,0.003942,-0.956415
100516,23.36,22,0.002276,-0.976113
100517,246.17,14,0.040229,-0.527338
100518,841.82,57,0.14169,0.672397
100519,2192.14,191,0.371701,3.39216
100520,91.5,76,0.013883,-0.838868
100521,460.86,208,0.076798,-0.094918
100522,249.74,173,0.040837,-0.520147
100523,1761.85,160,0.298406,2.525486
100524,932.96,132,0.157215,0.855968
100525,921.1,6,0.155195,0.83208
100526,326.21,121,0.053862,-0.366124
100527,277.92,101,0.045637,-0.463388
100528,169.69,38,0.027201,-0.681381
100529,39.01,150,0.004941,-0.944592
100530,1010.21,39,0.170373,1.011562
100531,848.06,117,0.142753,0.684966
100532,4096.22,20,0.696037,7.227285
100533,2857.44,8,0.485026,4.732182
100534,415.33,27,0.069043,-0.186622
100535,742.64,152,0.124796,0.472633
100536,1458.09,91,0.246664,1.913665
100537,957.39,84,0.161376,0.905174
100538,152.08,106,0.024202,-0.71685
100539,309.41,202,0.051001,-0.399962
100540,79.15,245,0.011779,-0.863743
100541,1550.11,84,0.262339,2.099008
100542,475.92,203,0.079364,-0.064584
100543,139.8,65,0.02211,-0.741584
100544,566.91,242,0.094863,0.118684
100545,491.34,217,0.08199,-0.033526
100546,231.71,107,0.037766,-0.556463
100547,70.27,76,0.010266,-0.881629
100548,566.72,138,0.09483,0.118302
100549,377.31,61,0.062567,-0.263201
100550,749.9,81,0.126033,0.487256
100551,377.15,198,0.062539,-0.263523
100552,965.89,127,0.162824,0.922294
100553,411.38,142,0.06837,-0.194578
100554,421.56,62,0.070104,-0.174074
100555,1056.38,210,0.178238,1.104556
100556,268.32,227,0.044002,-0.482724
100557,81.94,90,0.012254,-0.858124
100558,24.6,71,0.002487,-0.973616
100559,713.53,234,0.119838,0.414001
100560,494.2,140,0.082478,-0.027765
100561,618.83,72,0.103707,0.22326
100562,129.74,141,0.020396,-0.761847
100563,83.31,88,0.012487,-0.855364
100564,17.33,184,0.001249,-0.988259
100565,225.84,159,0.036766,-0.568286
100566,455.7,196,0.07592,-0.105311
100567,258.99,14,0.042412,-0.501516
100568,297.66,247,0.048999,-0.423629
100569,1182.53,104,0.199726,1.358642
100570,224.05,128,0.036461,-0.571891
100571,370.76,67,0.061451,-0.276393
100572,775.44,165,0.130383,0.538697
100573,262.54,193,0.043017,-0.494366
100574,496.55,223,0.082878,-0.023032
100575,1001.57,93,0.168902,0.99416
100576,1503.1,12,0.254331,2.004322
100577,89.54,197,0.013549,-0.842816
100578,1315.83,13,0.222432,1.62713
100579,348.75,135,0.057702,-0.320725
100580,159.37,186,0.025443,-0.702167
100581,317.29,55,0.052343,-0.384091
100582,1966.83,86,0.333322,2.938349
100583,349.25,106,0.057787,-0.319718
100584,209.31,178,0.03395,-0.60158
100585,511.74,120,0.085465,0.007563
100586,147.31,37,0.023389,-0.726458
100587,49.45,44,0.00672,-0.923564
100588,78.99,11,0.011752,-0.864065
100589,78.51,211,0.01167,-0.865032
100590,92.38,9,0.014032,-0.837096
100591,84.73,120,0.012729,-0.852504
100592,522.04,11,0.08722,0.028309
100593,110.37,44,0.017097,-0.800861
100594,222.07,123,0.036124,-0.575879
100595,1145.49,199,0.193417,1.284038
100596,331.19,160,0.054711,-0.356094
100597,560.64,21,0.093795,0.106056
100598,104.56,199,0.016107,-0.812563
100599,116.78,93,0.018189,-0.78795
100600,30.86,88,0.003553,-0.961007
100601,102.52,170,0.01576,-0.816672
100602,173.27,24,0.027811,-0.67417
100603,107.41,232,0.016593,-0.806823
100604,56.44,121,0.00791,-0.909485
100605,74.28,155,0.010949,-0.873552
100606,318.81,45,0.052602,-0.381029
100607,125.55,134,0.019683,-0.770286
100608,236.49,7,0.03858,-0.546835
100609,360.0,219,0.059618,-0.298066
100610,596.23,138,0.099857,0.17774
100611,30.05,105,0.003415,-0.962638
100612,813.25,122,0.136824,0.614853
100613,504.3,131,0.084198,-0.007422
100614,52.65,150,0.007265,-0.917118
100615,1044.07,203,0.176141,1.079762
100616,1278.35,31,0.216048,1.551639
100617,41.51,42,0.005367,-0.939556
100618,172.09,46,0.02761,-0.676547
100619,830.47,4,0.139757,0.649537
100620,699.68,66,0.117479,0.386105
100621,111.99,85,0.017373,-0.797598
100622,127.45,47,0.020006,-0.766459
100623,241.39,180,0.039414,-0.536966
100624,341.33,164,0.056438,-0.33567
100625,491.5,216,0.082018,-0.033204
100626,240.16,131,0.039205,-0.539443
100627,320.45,183,0.052881,-0.377726
100628,698.11,46,0.117211,0.382942
100629,28.69,223,0.003184,-0.965378
100630,155.47,74,0.024779,-0.710022
100631,634.75,202,0.106418,0.255325
100632,1137.88,229,0.192121,1.26871
100633,368.39,139,0.061047,-0.281167
100634,389.76,205,0.064687,-0.238124
100635,66.68,212,0.009655,-0.88886
100636,306.57,238,0.050517,-0.405683
100637,390.3,59,0.064779,-0.237037
100638,148.85,63,0.023651,-0.723356
100639,166.84,99,0.026716,-0.687121
100640,246.83,27,0.040341,-0.526009
100641,20.14,191,0.001727,-0.982599
100642,204.36,195,0.033107,-0.61155
100643,128.78,215,0.020233,-0.76378
100644,208.37,213,0.03379,-0.603473
100645,73.78,31,0.010864,-0.874559
100646,1116.04,237,0.1884,1.224721
100647,460.2,85,0.076686,-0.096247
100648,578.32,108,0.096806,0.141666
100649,788.35,247,0.132582,0.5647
100650,355.02,72,0.05877,-0.308096
100651,55.47,28,0.007745,-0.911438
100652,395.13,22,0.065602,-0.227308
100653,451.96,90,0.075282,-0.112844
100654,694.11,111,0.11653,0.374886
100655,292.52,238,0.048124,-0.433981
100656,78.24,200,0.011624,-0.865576
100657,176.88,223,0.028426,-0.666899
100658,235.56,131,0.038421,-0.548708
100659,529.11,183,0.088424,0.042549
100660,432.89,210,0.072034,-0.151254
100661,230.1,204,0.037491,-0.559705
100662,2163.1,122,0.366754,3.333669
100663,475.42,103,0.079279,-0.065591
100664,145.4,159,0.023064,-0.730305
100665,63.67,62,0.009142,-0.894922
100666,92.94,232,0.014128,-0.835968
100667,151.15,227,0.024043,-0.718724
100668,97.58,173,0.014918,-0.826622
100669,113.25,229,0.017587,-0.79506
100670,177.8,112,0.028583,-0.665046
100671,105.2,84,0.016216,-0.811274
100672,1145.38,18,0.193398,1.283816
100673,51.82,29,0.007124,-0.91879
100674,381.71,82,0.063316,-0.254338
100675,274.15,101,0.044995,-0.470982
100676,2029.32,202,0.343966,3.064214
100677,69.41,69,0.01012,-0.883361
100678,263.63,34,0.043203,-0.492171
100679,1754.53,104,0.297159,2.510743
100680,1013.12,225,0.170869,1.017423
100681,859.33,211,0.144673,0.707665
100682,159.14,178,0.025404,-0.70263
100683,103.7,47,0.015961,-0.814295
100684,562.28,206,0.094074,0.109359
100685,1335.19,192,0.22573,1.666124
100686,416.83,90,0.069298,-0.183601
100687,433.86,70,0.072199,-0.1493
100688,174.24,39,0.027976,-0.672217
100689,743.74,86,0.124984,0.474848
100690,113.54,4,0.017637,-0.794476
100691,205.54,226,0.033308,-0.609173
100692,287.07,176,0.047195,-0.444959
100693,364.24,64,0.06034,-0.289526
100694,148.81,68,0.023645,-0.723437
100695,70.99,57,0.010389,-0.880179
100696,481.6,127,0.080331,-0.053144
100697,180.28,2,0.029005,-0.660051
100698,445.23,215,0.074136,-0.126399
100699,93.83,212,0.014279,-0.834175
100700,338.06,27,0.055881,-0.342257
100701,390.27,13,0.064774,-0.237097
100702,36.61,227,0.004533,-0.949426
100703,215.19,105,0.034952,-0.589737
100704,82.17,147,0.012293,-0.85766
