order_id,customer_id,order_amount,order_date
8507,1027,74.2,2025-05-27 02:00:00
8531,1045,161.83,2025-05-28 02:00:00
8551,1037,441.93,2025-05-28 22:00:00
8557,1030,263.39,2025-05-29 04:00:00
8592,1029,312.73,2025-05-30 15:00:00
8608,1029,35.46,2025-05-31 07:00:00
8613,1010,246.68,2025-05-31 12:00:00
8681,1044,334.33,2025-06-03 08:00:00
8689,1008,337.59,2025-06-03 16:00:00
8692,1043,408.08,2025-06-03 19:00:00
8693,1038,428.16,2025-06-03 20:00:00
8699,1002,34.75,2025-06-04 02:00:00
8734,1013,48.22,2025-06-05 13:00:00
8735,1037,62.0,2025-06-05 14:00:00
8742,1014,323.3,2025-06-05 21:00:00
8769,1017,115.14,2025-06-07 00:00:00
8782,1026,271.47,2025-06-07 13:00:00
8846,1012,208.21,2025-06-10 05:00:00
8875,1042,104.79,2025-06-11 10:00:00
8884,1049,46.82,2025-06-11 19:00:00
8888,1007,356.89,2025-06-11 23:00:00
8907,1046,192.99,2025-06-12 18:00:00
8911,1001,310.94,2025-06-12 22:00:00
8923,1042,178.05,2025-06-13 10:00:00
8953,1039,420.09,2025-06-14 16:00:00
8992,1014,354.93,2025-06-16 07:00:00
9023,1036,339.17,2025-06-17 14:00:00
9058,1034,229.72,2025-06-19 01:00:00
9148,1012,25.22,2025-06-22 19:00:00
9170,1019,218.04,2025-06-23 17:00:00
9188,1005,303.72,2025-06-24 11:00:00
9231,1037,21.95,2025-06-26 06:00:00
9236,1023,329.61,2025-06-26 11:00:00
9251,1012,135.91,2025-06-27 02:00:00
9257,1013,122.66,2025-06-27 08:00:00
9307,1025,165.02,2025-06-29 10:00:00
9308,1012,486.84,2025-06-29 11:00:00
9346,1023,403.54,2025-07-01 01:00:00
9374,1007,386.93,2025-07-02 05:00:00
9454,1011,229.6,2025-07-05 13:00:00
9491,1009,436.4,2025-07-07 02:00:00
9564,1040,318.16,2025-07-10 03:00:00
9589,1004,158.82,2025-07-11 04:00:00
9618,1012,151.19,2025-07-12 09:00:00
9622,1039,56.44,2025-07-12 13:00:00
9624,1041,84.94,2025-07-12 15:00:00
9635,1048,174.15,2025-07-13 02:00:00
9637,1024,195.12,2025-07-13 04:00:00
9644,1033,209.63,2025-07-13 11:00:00
9685,1042,21.97,2025-07-15 04:00:00
9695,1006,15.23,2025-07-15 14:00:00
9717,1020,265.12,2025-07-16 12:00:00
9730,1041,18.8,2025-07-17 01:00:00
9765,1043,110.98,2025-07-18 12:00:00
9804,1050,74.98,2025-07-20 03:00:00
9816,1021,374.34,2025-07-20 15:00:00
9846,1022,273.81,2025-07-21 21:00:00
9856,1017,231.57,2025-07-22 07:00:00
9865,1035,121.75,2025-07-22 16:00:00
9877,1025,481.13,2025-07-23 04:00:00
9879,1004,230.55,2025-07-23 06:00:00
9881,1001,323.95,2025-07-23 08:00:00
9963,1041,231.64,2025-07-26 18:00:00
9971,1009,343.22,2025-07-27 02:00:00
9983,1037,297.07,2025-07-27 14:00:00
