customer_id,customer_type,order_id,order_date,product_id,product_name,quantity,unit_price,line_total
1335,Enterprise,54891.0,2024-03-05 23:00:00,659.0,Product_659,3.0,478.05,1434.15
1191,Enterprise,54886.0,2024-03-05 22:10:00,595.0,Product_595,5.0,414.32,2071.6
1191,Enterprise,54886.0,2024-03-05 22:10:00,657.0,Product_657,3.0,219.64,658.92
1833,Enterprise,54884.0,2024-03-05 21:50:00,285.0,Product_285,5.0,179.47,897.35
1588,Enterprise,54876.0,2024-03-05 20:30:00,,,,,
1857,Enterprise,54875.0,2024-03-05 20:20:00,210.0,Product_210,3.0,108.28,324.84
1857,Enterprise,54875.0,2024-03-05 20:20:00,403.0,Product_403,4.0,372.01,1488.04
1564,Enterprise,54874.0,2024-03-05 20:10:00,464.0,Product_464,3.0,209.72,629.16
1564,Enterprise,54874.0,2024-03-05 20:10:00,561.0,Product_561,1.0,155.34,155.34
1457,Enterprise,54865.0,2024-03-05 18:40:00,283.0,Product_283,3.0,124.72,374.16
1457,Enterprise,54865.0,2024-03-05 18:40:00,354.0,Product_354,5.0,178.07,890.35
1457,Enterprise,54865.0,2024-03-05 18:40:00,408.0,Product_408,3.0,412.58,1237.74
1457,Enterprise,54865.0,2024-03-05 18:40:00,670.0,Product_670,3.0,29.11,87.33
1030,Enterprise,54852.0,2024-03-05 16:30:00,218.0,Product_218,5.0,289.24,1446.2
1030,Enterprise,54852.0,2024-03-05 16:30:00,537.0,Product_537,2.0,262.03,524.06
1819,Enterprise,54851.0,2024-03-05 16:20:00,443.0,Product_443,5.0,55.79,278.95
1819,Enterprise,54851.0,2024-03-05 16:20:00,556.0,Product_556,1.0,469.13,469.13
1180,Enterprise,54826.0,2024-03-05 12:10:00,,,,,
1091,Enterprise,54814.0,2024-03-05 10:10:00,260.0,Product_260,4.0,271.25,1085.0
1471,Enterprise,54813.0,2024-03-05 10:00:00,216.0,Product_216,4.0,314.89,1259.56
1471,Enterprise,54813.0,2024-03-05 10:00:00,502.0,Product_502,5.0,378.4,1892.0
1875,Enterprise,54809.0,2024-03-05 09:20:00,623.0,Product_623,5.0,493.13,2465.65
1889,Enterprise,54805.0,2024-03-05 08:40:00,416.0,Product_416,3.0,299.9,899.7
1889,Enterprise,54805.0,2024-03-05 08:40:00,656.0,Product_656,3.0,225.6,676.8
1765,Enterprise,54798.0,2024-03-05 07:30:00,367.0,Product_367,3.0,175.82,527.46
1765,Enterprise,54798.0,2024-03-05 07:30:00,463.0,Product_463,5.0,256.74,1283.7
1765,Enterprise,54798.0,2024-03-05 07:30:00,626.0,Product_626,2.0,25.77,51.54
1884,Enterprise,54796.0,2024-03-05 07:10:00,536.0,Product_536,2.0,448.9,897.8
1884,Enterprise,54796.0,2024-03-05 07:10:00,592.0,Product_592,5.0,401.24,2006.2
1149,Enterprise,54788.0,2024-03-05 05:50:00,287.0,Product_287,1.0,260.55,260.55
1149,Enterprise,54788.0,2024-03-05 05:50:00,299.0,Product_299,5.0,411.15,2055.75
1149,Enterprise,54788.0,2024-03-05 05:50:00,628.0,Product_628,4.0,443.24,1772.96
1149,Enterprise,54788.0,2024-03-05 05:50:00,699.0,Product_699,4.0,62.35,249.4
1378,Enterprise,54787.0,2024-03-05 05:40:00,343.0,Product_343,1.0,361.46,361.46
1378,Enterprise,54787.0,2024-03-05 05:40:00,415.0,Product_415,5.0,360.1,1800.5
1899,Enterprise,54786.0,2024-03-05 05:30:00,245.0,Product_245,5.0,112.89,564.45
1899,Enterprise,54786.0,2024-03-05 05:30:00,497.0,Product_497,3.0,333.03,999.09
1899,Enterprise,54786.0,2024-03-05 05:30:00,589.0,Product_589,5.0,180.77,903.85
1129,Enterprise,54781.0,2024-03-05 04:40:00,508.0,Product_508,3.0,146.59,439.77
1129,Enterprise,54781.0,2024-03-05 04:40:00,586.0,Product_586,2.0,257.76,515.52
1471,Enterprise,54775.0,2024-03-05 03:40:00,,,,,
1434,Enterprise,54772.0,2024-03-05 03:10:00,,,,,
1460,Enterprise,54764.0,2024-03-05 01:50:00,463.0,Product_463,5.0,368.7,1843.5
1073,Enterprise,54750.0,2024-03-04 23:30:00,338.0,Product_338,2.0,121.87,243.74
1375,Enterprise,54740.0,2024-03-04 21:50:00,,,,,
1588,Enterprise,54737.0,2024-03-04 21:20:00,661.0,Product_661,2.0,195.51,391.02
1900,Enterprise,54732.0,2024-03-04 20:30:00,548.0,Product_548,3.0,496.85,1490.55
1900,Enterprise,54732.0,2024-03-04 20:30:00,684.0,Product_684,2.0,387.97,775.94
1370,Enterprise,54731.0,2024-03-04 20:20:00,,,,,
1460,Enterprise,54728.0,2024-03-04 19:50:00,665.0,Product_665,3.0,193.94,581.82
1355,Enterprise,54717.0,2024-03-04 18:00:00,250.0,Product_250,4.0,93.92,375.68
1371,Enterprise,54696.0,2024-03-04 14:30:00,343.0,Product_343,2.0,428.24,856.48
1851,Enterprise,54685.0,2024-03-04 12:40:00,659.0,Product_659,5.0,235.97,1179.85
1450,Enterprise,54682.0,2024-03-04 12:10:00,267.0,Product_267,1.0,208.38,208.38
1450,Enterprise,54682.0,2024-03-04 12:10:00,305.0,Product_305,4.0,73.62,294.48
1450,Enterprise,54682.0,2024-03-04 12:10:00,495.0,Product_495,2.0,120.28,240.56
1450,Enterprise,54682.0,2024-03-04 12:10:00,643.0,Product_643,2.0,344.63,689.26
1149,Enterprise,54680.0,2024-03-04 11:50:00,235.0,Product_235,3.0,447.8,1343.4
1371,Enterprise,54676.0,2024-03-04 11:10:00,354.0,Product_354,2.0,131.73,263.46
1371,Enterprise,54676.0,2024-03-04 11:10:00,398.0,Product_398,2.0,431.55,863.1
1371,Enterprise,54676.0,2024-03-04 11:10:00,428.0,Product_428,1.0,249.35,249.35
1371,Enterprise,54676.0,2024-03-04 11:10:00,569.0,Product_569,3.0,179.86,539.58
1371,Enterprise,54676.0,2024-03-04 11:10:00,669.0,Product_669,3.0,84.66,253.98
1822,Enterprise,54672.0,2024-03-04 10:30:00,503.0,Product_503,2.0,54.42,108.84
1614,Enterprise,54668.0,2024-03-04 09:50:00,,,,,
1883,Enterprise,54651.0,2024-03-04 07:00:00,203.0,Product_203,3.0,328.46,985.38
1883,Enterprise,54651.0,2024-03-04 07:00:00,655.0,Product_655,4.0,296.41,1185.64
1702,Enterprise,54650.0,2024-03-04 06:50:00,264.0,Product_264,1.0,160.03,160.03
1702,Enterprise,54650.0,2024-03-04 06:50:00,466.0,Product_466,5.0,109.88,549.4
1702,Enterprise,54650.0,2024-03-04 06:50:00,568.0,Product_568,1.0,47.25,47.25
1702,Enterprise,54650.0,2024-03-04 06:50:00,590.0,Product_590,4.0,413.81,1655.24
1471,Enterprise,54621.0,2024-03-04 02:00:00,217.0,Product_217,3.0,345.02,1035.06
1471,Enterprise,54621.0,2024-03-04 02:00:00,286.0,Product_286,2.0,393.95,787.9
1471,Enterprise,54621.0,2024-03-04 02:00:00,570.0,Product_570,3.0,35.96,107.88
1180,Enterprise,54616.0,2024-03-04 01:10:00,474.0,Product_474,4.0,448.31,1793.24
1238,Enterprise,54602.0,2024-03-03 22:50:00,345.0,Product_345,2.0,64.98,129.96
1498,Enterprise,54600.0,2024-03-03 22:30:00,288.0,Product_288,1.0,297.61,297.61
1498,Enterprise,54600.0,2024-03-03 22:30:00,511.0,Product_511,5.0,89.16,445.8
1498,Enterprise,54600.0,2024-03-03 22:30:00,633.0,Product_633,3.0,301.23,903.69
1286,Enterprise,54596.0,2024-03-03 21:50:00,312.0,Product_312,5.0,158.19,790.95
1286,Enterprise,54596.0,2024-03-03 21:50:00,579.0,Product_579,5.0,233.33,1166.65
1473,Enterprise,54588.0,2024-03-03 20:30:00,659.0,Product_659,1.0,321.85,321.85
1776,Enterprise,54579.0,2024-03-03 19:00:00,309.0,Product_309,4.0,122.6,490.4
1776,Enterprise,54579.0,2024-03-03 19:00:00,325.0,Product_325,3.0,112.14,336.42
1776,Enterprise,54579.0,2024-03-03 19:00:00,349.0,Product_349,4.0,291.97,1167.88
1776,Enterprise,54579.0,2024-03-03 19:00:00,389.0,Product_389,5.0,35.76,178.8
1557,Enterprise,54562.0,2024-03-03 16:10:00,368.0,Product_368,4.0,147.96,591.84
1557,Enterprise,54562.0,2024-03-03 16:10:00,528.0,Product_528,5.0,318.44,1592.2
1557,Enterprise,54562.0,2024-03-03 16:10:00,611.0,Product_611,1.0,434.99,434.99
1487,Enterprise,54557.0,2024-03-03 15:20:00,527.0,Product_527,2.0,342.38,684.76
1702,Enterprise,54548.0,2024-03-03 13:50:00,,,,,
1611,Enterprise,54537.0,2024-03-03 12:00:00,214.0,Product_214,1.0,304.93,304.93
1611,Enterprise,54537.0,2024-03-03 12:00:00,539.0,Product_539,2.0,264.33,528.66
1611,Enterprise,54537.0,2024-03-03 12:00:00,585.0,Product_585,5.0,203.04,1015.2
1206,Enterprise,54535.0,2024-03-03 11:40:00,562.0,Product_562,2.0,171.24,342.48
1191,Enterprise,54513.0,2024-03-03 08:00:00,327.0,Product_327,1.0,218.97,218.97
1845,Enterprise,54509.0,2024-03-03 07:20:00,504.0,Product_504,2.0,283.17,566.34
1589,Enterprise,54499.0,2024-03-03 05:40:00,645.0,Product_645,2.0,167.97,335.94
1038,Enterprise,54479.0,2024-03-03 02:20:00,399.0,Product_399,5.0,211.97,1059.85
1038,Enterprise,54479.0,2024-03-03 02:20:00,434.0,Product_434,4.0,208.62,834.48
1038,Enterprise,54479.0,2024-03-03 02:20:00,657.0,Product_657,3.0,135.78,407.34
1845,Enterprise,54473.0,2024-03-03 01:20:00,656.0,Product_656,5.0,223.2,1116.0
1371,Enterprise,54457.0,2024-03-02 22:40:00,329.0,Product_329,3.0,434.27,1302.81
1371,Enterprise,54457.0,2024-03-02 22:40:00,421.0,Product_421,2.0,31.13,62.26
1371,Enterprise,54457.0,2024-03-02 22:40:00,457.0,Product_457,5.0,232.3,1161.5
1371,Enterprise,54457.0,2024-03-02 22:40:00,672.0,Product_672,1.0,256.63,256.63
1355,Enterprise,54436.0,2024-03-02 19:10:00,232.0,Product_232,1.0,260.39,260.39
1355,Enterprise,54436.0,2024-03-02 19:10:00,542.0,Product_542,2.0,267.5,535.0
1355,Enterprise,54436.0,2024-03-02 19:10:00,630.0,Product_630,2.0,135.87,271.74
1238,Enterprise,54435.0,2024-03-02 19:00:00,,,,,
1011,Enterprise,54425.0,2024-03-02 17:20:00,443.0,Product_443,4.0,322.33,1289.32
1375,Enterprise,54424.0,2024-03-02 17:10:00,,,,,
1471,Enterprise,54420.0,2024-03-02 16:30:00,,,,,
1223,Enterprise,54413.0,2024-03-02 15:20:00,297.0,Product_297,1.0,166.29,166.29
1223,Enterprise,54413.0,2024-03-02 15:20:00,436.0,Product_436,2.0,25.98,51.96
1516,Enterprise,54412.0,2024-03-02 15:10:00,612.0,Product_612,5.0,237.32,1186.6
1101,Enterprise,54409.0,2024-03-02 14:40:00,529.0,Product_529,4.0,129.17,516.68
1540,Enterprise,54403.0,2024-03-02 13:40:00,399.0,Product_399,5.0,40.93,204.65
1540,Enterprise,54403.0,2024-03-02 13:40:00,490.0,Product_490,4.0,405.37,1621.48
1110,Enterprise,54395.0,2024-03-02 12:20:00,418.0,Product_418,4.0,285.61,1142.44
1899,Enterprise,54386.0,2024-03-02 10:50:00,626.0,Product_626,5.0,60.77,303.85
1084,Enterprise,54385.0,2024-03-02 10:40:00,362.0,Product_362,5.0,214.91,1074.55
1564,Enterprise,54382.0,2024-03-02 10:10:00,355.0,Product_355,4.0,358.69,1434.76
1564,Enterprise,54382.0,2024-03-02 10:10:00,635.0,Product_635,5.0,479.13,2395.65
1810,Enterprise,54368.0,2024-03-02 07:50:00,484.0,Product_484,1.0,377.88,377.88
1810,Enterprise,54368.0,2024-03-02 07:50:00,600.0,Product_600,2.0,173.56,347.12
1810,Enterprise,54368.0,2024-03-02 07:50:00,690.0,Product_690,3.0,28.62,85.86
1207,Enterprise,54355.0,2024-03-02 05:40:00,387.0,Product_387,3.0,270.99,812.97
1207,Enterprise,54355.0,2024-03-02 05:40:00,403.0,Product_403,1.0,472.86,472.86
1223,Enterprise,54351.0,2024-03-02 05:00:00,439.0,Product_439,3.0,218.73,656.19
1751,Enterprise,54350.0,2024-03-02 04:50:00,296.0,Product_296,2.0,366.77,733.54
1751,Enterprise,54350.0,2024-03-02 04:50:00,361.0,Product_361,2.0,83.4,166.8
1751,Enterprise,54350.0,2024-03-02 04:50:00,638.0,Product_638,5.0,408.97,2044.85
1751,Enterprise,54350.0,2024-03-02 04:50:00,639.0,Product_639,3.0,218.22,654.66
1073,Enterprise,54344.0,2024-03-02 03:50:00,609.0,Product_609,3.0,56.03,168.09
1340,Enterprise,54329.0,2024-03-02 01:20:00,609.0,Product_609,2.0,330.65,661.3
1587,Enterprise,54319.0,2024-03-01 23:40:00,399.0,Product_399,5.0,450.62,2253.1
1587,Enterprise,54319.0,2024-03-01 23:40:00,417.0,Product_417,3.0,340.49,1021.47
1587,Enterprise,54319.0,2024-03-01 23:40:00,541.0,Product_541,4.0,283.45,1133.8
1587,Enterprise,54319.0,2024-03-01 23:40:00,629.0,Product_629,3.0,427.46,1282.38
1587,Enterprise,54319.0,2024-03-01 23:40:00,647.0,Product_647,1.0,240.59,240.59
1587,Enterprise,54319.0,2024-03-01 23:40:00,647.0,Product_647,4.0,96.2,384.8
1207,Enterprise,54299.0,2024-03-01 20:20:00,275.0,Product_275,1.0,496.19,496.19
1207,Enterprise,54299.0,2024-03-01 20:20:00,571.0,Product_571,2.0,105.85,211.7
1043,Enterprise,54298.0,2024-03-01 20:10:00,526.0,Product_526,5.0,24.6,123.0
1043,Enterprise,54298.0,2024-03-01 20:10:00,663.0,Product_663,1.0,181.39,181.39
1043,Enterprise,54298.0,2024-03-01 20:10:00,680.0,Product_680,2.0,490.58,981.16
1059,Enterprise,54297.0,2024-03-01 20:00:00,,,,,
1375,Enterprise,54296.0,2024-03-01 19:50:00,,,,,
1434,Enterprise,54294.0,2024-03-01 19:30:00,,,,,
1434,Enterprise,54292.0,2024-03-01 19:10:00,438.0,Product_438,4.0,72.86,291.44
1430,Enterprise,54290.0,2024-03-01 18:50:00,211.0,Product_211,4.0,229.75,919.0
1430,Enterprise,54290.0,2024-03-01 18:50:00,212.0,Product_212,2.0,22.23,44.46
1260,Enterprise,54281.0,2024-03-01 17:20:00,670.0,Product_670,3.0,414.97,1244.91
1833,Enterprise,54278.0,2024-03-01 16:50:00,232.0,Product_232,4.0,179.09,716.36
1833,Enterprise,54278.0,2024-03-01 16:50:00,474.0,Product_474,2.0,475.73,951.46
1851,Enterprise,54277.0,2024-03-01 16:40:00,255.0,Product_255,3.0,79.38,238.14
1182,Enterprise,54275.0,2024-03-01 16:20:00,261.0,Product_261,3.0,432.87,1298.61
1857,Enterprise,54274.0,2024-03-01 16:10:00,699.0,Product_699,4.0,293.39,1173.56
1425,Enterprise,54271.0,2024-03-01 15:40:00,258.0,Product_258,5.0,497.17,2485.85
1425,Enterprise,54271.0,2024-03-01 15:40:00,481.0,Product_481,3.0,229.03,687.09
1425,Enterprise,54271.0,2024-03-01 15:40:00,549.0,Product_549,5.0,154.54,772.7
1645,Enterprise,54269.0,2024-03-01 15:20:00,217.0,Product_217,5.0,397.37,1986.85
1645,Enterprise,54269.0,2024-03-01 15:20:00,349.0,Product_349,4.0,440.99,1763.96
1645,Enterprise,54269.0,2024-03-01 15:20:00,459.0,Product_459,5.0,444.18,2220.9
1645,Enterprise,54269.0,2024-03-01 15:20:00,600.0,Product_600,3.0,64.03,192.09
1645,Enterprise,54269.0,2024-03-01 15:20:00,634.0,Product_634,3.0,233.63,700.89
1471,Enterprise,54266.0,2024-03-01 14:50:00,,,,,
1900,Enterprise,54251.0,2024-03-01 12:20:00,239.0,Product_239,4.0,342.99,1371.96
1900,Enterprise,54251.0,2024-03-01 12:20:00,467.0,Product_467,3.0,66.11,198.33
1563,Enterprise,54247.0,2024-03-01 11:40:00,526.0,Product_526,1.0,61.58,61.58
1191,Enterprise,54245.0,2024-03-01 11:20:00,346.0,Product_346,4.0,261.15,1044.6
1191,Enterprise,54245.0,2024-03-01 11:20:00,545.0,Product_545,5.0,340.2,1701.0
1191,Enterprise,54245.0,2024-03-01 11:20:00,618.0,Product_618,1.0,96.77,96.77
1540,Enterprise,54243.0,2024-03-01 11:00:00,435.0,Product_435,5.0,358.45,1792.25
1695,Enterprise,54242.0,2024-03-01 10:50:00,324.0,Product_324,4.0,178.08,712.32
1695,Enterprise,54242.0,2024-03-01 10:50:00,592.0,Product_592,2.0,220.74,441.48
1651,Enterprise,54240.0,2024-03-01 10:30:00,454.0,Product_454,2.0,106.69,213.38
1665,Enterprise,54235.0,2024-03-01 09:40:00,370.0,Product_370,1.0,35.83,35.83
1450,Enterprise,54232.0,2024-03-01 09:10:00,207.0,Product_207,4.0,335.43,1341.72
1450,Enterprise,54232.0,2024-03-01 09:10:00,264.0,Product_264,1.0,167.74,167.74
1450,Enterprise,54232.0,2024-03-01 09:10:00,273.0,Product_273,3.0,191.51,574.53
1450,Enterprise,54232.0,2024-03-01 09:10:00,538.0,Product_538,4.0,124.16,496.64
1450,Enterprise,54232.0,2024-03-01 09:10:00,559.0,Product_559,2.0,173.65,347.3
1450,Enterprise,54232.0,2024-03-01 09:10:00,595.0,Product_595,2.0,428.49,856.98
1515,Enterprise,54218.0,2024-03-01 06:50:00,498.0,Product_498,2.0,302.5,605.0
1515,Enterprise,54218.0,2024-03-01 06:50:00,552.0,Product_552,1.0,330.77,330.77
1515,Enterprise,54218.0,2024-03-01 06:50:00,651.0,Product_651,2.0,358.43,716.86
1355,Enterprise,54217.0,2024-03-01 06:40:00,376.0,Product_376,5.0,53.97,269.85
1355,Enterprise,54217.0,2024-03-01 06:40:00,506.0,Product_506,5.0,119.44,597.2
1207,Enterprise,54213.0,2024-03-01 06:00:00,348.0,Product_348,5.0,315.39,1576.95
1695,Enterprise,54212.0,2024-03-01 05:50:00,,,,,
1459,Enterprise,54198.0,2024-03-01 03:30:00,485.0,Product_485,2.0,415.8,831.6
1459,Enterprise,54198.0,2024-03-01 03:30:00,567.0,Product_567,4.0,251.65,1006.6
1459,Enterprise,54198.0,2024-03-01 03:30:00,622.0,Product_622,2.0,135.08,270.16
1091,Enterprise,54183.0,2024-03-01 01:00:00,537.0,Product_537,5.0,103.97,519.85
1091,Enterprise,54183.0,2024-03-01 01:00:00,670.0,Product_670,1.0,474.92,474.92
1182,Enterprise,54173.0,2024-02-29 23:20:00,396.0,Product_396,2.0,324.87,649.74
1182,Enterprise,54173.0,2024-02-29 23:20:00,694.0,Product_694,1.0,133.53,133.53
1455,Enterprise,54166.0,2024-02-29 22:10:00,,,,,
1591,Enterprise,54152.0,2024-02-29 19:50:00,360.0,Product_360,4.0,370.56,1482.24
1677,Enterprise,54144.0,2024-02-29 18:30:00,,,,,
1540,Enterprise,54141.0,2024-02-29 18:00:00,,,,,
1340,Enterprise,54138.0,2024-02-29 17:30:00,330.0,Product_330,5.0,335.14,1675.7
1340,Enterprise,54138.0,2024-02-29 17:30:00,417.0,Product_417,3.0,424.61,1273.83
1340,Enterprise,54138.0,2024-02-29 17:30:00,678.0,Product_678,4.0,399.77,1599.08
1340,Enterprise,54136.0,2024-02-29 17:10:00,340.0,Product_340,2.0,22.2,44.4
1340,Enterprise,54136.0,2024-02-29 17:10:00,636.0,Product_636,2.0,52.78,105.56
1207,Enterprise,54130.0,2024-02-29 16:10:00,373.0,Product_373,4.0,289.4,1157.6
1207,Enterprise,54130.0,2024-02-29 16:10:00,417.0,Product_417,2.0,262.08,524.16
1207,Enterprise,54130.0,2024-02-29 16:10:00,626.0,Product_626,2.0,98.15,196.3
1437,Enterprise,54129.0,2024-02-29 16:00:00,217.0,Product_217,4.0,207.43,829.72
1437,Enterprise,54129.0,2024-02-29 16:00:00,365.0,Product_365,4.0,164.11,656.44
1378,Enterprise,54123.0,2024-02-29 15:00:00,453.0,Product_453,1.0,122.44,122.44
1129,Enterprise,54120.0,2024-02-29 14:30:00,417.0,Product_417,4.0,345.48,1381.92
1371,Enterprise,54104.0,2024-02-29 11:50:00,295.0,Product_295,5.0,464.45,2322.25
1371,Enterprise,54104.0,2024-02-29 11:50:00,365.0,Product_365,4.0,336.54,1346.16
1336,Enterprise,54098.0,2024-02-29 10:50:00,,,,,
1207,Enterprise,54097.0,2024-02-29 10:40:00,355.0,Product_355,2.0,303.95,607.9
1207,Enterprise,54097.0,2024-02-29 10:40:00,407.0,Product_407,3.0,291.91,875.73
1207,Enterprise,54097.0,2024-02-29 10:40:00,658.0,Product_658,1.0,152.35,152.35
1300,Enterprise,54095.0,2024-02-29 10:20:00,333.0,Product_333,4.0,133.53,534.12
1300,Enterprise,54095.0,2024-02-29 10:20:00,463.0,Product_463,1.0,192.3,192.3
1059,Enterprise,54086.0,2024-02-29 08:50:00,,,,,
1899,Enterprise,54067.0,2024-02-29 05:40:00,566.0,Product_566,1.0,379.47,379.47
1899,Enterprise,54067.0,2024-02-29 05:40:00,594.0,Product_594,4.0,284.98,1139.92
1727,Enterprise,54066.0,2024-02-29 05:30:00,316.0,Product_316,2.0,36.74,73.48
1401,Enterprise,54064.0,2024-02-29 05:10:00,209.0,Product_209,3.0,369.73,1109.19
1401,Enterprise,54064.0,2024-02-29 05:10:00,214.0,Product_214,1.0,407.32,407.32
1704,Enterprise,54054.0,2024-02-29 03:30:00,358.0,Product_358,2.0,126.2,252.4
1704,Enterprise,54054.0,2024-02-29 03:30:00,365.0,Product_365,1.0,357.27,357.27
1704,Enterprise,54054.0,2024-02-29 03:30:00,398.0,Product_398,1.0,269.4,269.4
1704,Enterprise,54054.0,2024-02-29 03:30:00,680.0,Product_680,5.0,264.71,1323.55
1355,Enterprise,54051.0,2024-02-29 03:00:00,398.0,Product_398,2.0,73.32,146.64
1355,Enterprise,54051.0,2024-02-29 03:00:00,411.0,Product_411,3.0,493.44,1480.32
1355,Enterprise,54051.0,2024-02-29 03:00:00,636.0,Product_636,3.0,325.09,975.27
1719,Enterprise,54035.0,2024-02-29 00:20:00,380.0,Product_380,2.0,153.97,307.94
1124,Enterprise,54031.0,2024-02-28 23:40:00,499.0,Product_499,2.0,487.79,975.58
1124,Enterprise,54031.0,2024-02-28 23:40:00,515.0,Product_515,3.0,336.03,1008.09
1348,Enterprise,54029.0,2024-02-28 23:20:00,387.0,Product_387,1.0,359.44,359.44
1884,Enterprise,54016.0,2024-02-28 21:10:00,292.0,Product_292,2.0,477.41,954.82
1884,Enterprise,54016.0,2024-02-28 21:10:00,503.0,Product_503,3.0,181.28,543.84
1059,Enterprise,54011.0,2024-02-28 20:20:00,512.0,Product_512,2.0,323.57,647.14
1206,Enterprise,54008.0,2024-02-28 19:50:00,288.0,Product_288,2.0,66.3,132.6
1206,Enterprise,54008.0,2024-02-28 19:50:00,429.0,Product_429,3.0,241.45,724.35
1851,Enterprise,54005.0,2024-02-28 19:20:00,315.0,Product_315,5.0,232.41,1162.05
1851,Enterprise,54005.0,2024-02-28 19:20:00,425.0,Product_425,5.0,449.03,2245.15
1851,Enterprise,54005.0,2024-02-28 19:20:00,474.0,Product_474,1.0,60.51,60.51
1635,Enterprise,54001.0,2024-02-28 18:40:00,314.0,Product_314,1.0,175.35,175.35
1635,Enterprise,54001.0,2024-02-28 18:40:00,322.0,Product_322,3.0,106.61,319.83
1335,Enterprise,53998.0,2024-02-28 18:10:00,217.0,Product_217,2.0,45.64,91.28
1335,Enterprise,53998.0,2024-02-28 18:10:00,226.0,Product_226,4.0,197.26,789.04
1335,Enterprise,53998.0,2024-02-28 18:10:00,417.0,Product_417,3.0,340.65,1021.95
1335,Enterprise,53998.0,2024-02-28 18:10:00,674.0,Product_674,3.0,197.28,591.84
1557,Enterprise,53997.0,2024-02-28 18:00:00,216.0,Product_216,1.0,435.31,435.31
1557,Enterprise,53997.0,2024-02-28 18:00:00,224.0,Product_224,5.0,164.17,820.85
1333,Enterprise,53996.0,2024-02-28 17:50:00,611.0,Product_611,2.0,422.08,844.16
1335,Enterprise,53988.0,2024-02-28 16:30:00,553.0,Product_553,1.0,127.41,127.41
1292,Enterprise,53987.0,2024-02-28 16:20:00,284.0,Product_284,1.0,206.67,206.67
1292,Enterprise,53987.0,2024-02-28 16:20:00,524.0,Product_524,1.0,371.22,371.22
1292,Enterprise,53987.0,2024-02-28 16:20:00,590.0,Product_590,2.0,229.92,459.84
1292,Enterprise,53987.0,2024-02-28 16:20:00,694.0,Product_694,3.0,268.22,804.66
1751,Enterprise,53984.0,2024-02-28 15:50:00,238.0,Product_238,5.0,491.4,2457.0
1751,Enterprise,53984.0,2024-02-28 15:50:00,579.0,Product_579,3.0,271.24,813.72
1435,Enterprise,53975.0,2024-02-28 14:20:00,,,,,
1057,Enterprise,53972.0,2024-02-28 13:50:00,,,,,
1899,Enterprise,53968.0,2024-02-28 13:10:00,314.0,Product_314,1.0,159.57,159.57
1425,Enterprise,53956.0,2024-02-28 11:10:00,479.0,Product_479,1.0,470.1,470.1
1336,Enterprise,53955.0,2024-02-28 11:00:00,474.0,Product_474,5.0,223.71,1118.55
1833,Enterprise,53951.0,2024-02-28 10:20:00,301.0,Product_301,3.0,308.83,926.49
1833,Enterprise,53951.0,2024-02-28 10:20:00,439.0,Product_439,1.0,175.92,175.92
1073,Enterprise,53948.0,2024-02-28 09:50:00,213.0,Product_213,3.0,83.65,250.95
1822,Enterprise,53946.0,2024-02-28 09:30:00,433.0,Product_433,1.0,138.03,138.03
1822,Enterprise,53946.0,2024-02-28 09:30:00,520.0,Product_520,1.0,90.78,90.78
1822,Enterprise,53946.0,2024-02-28 09:30:00,589.0,Product_589,3.0,461.24,1383.72
1629,Enterprise,53940.0,2024-02-28 08:30:00,,,,,
