transaction_id,timestamp,customer_type,payment_method,region,device_type,status,error_message,amount
TX_00000058,2025-01-01 03:35:00,Enterprise,credit_card,US-East,mobile_android,success,None,193.2
TX_00000059,2025-01-01 03:40:00,Enterprise,credit_card,APAC,mobile_ios,success,None,155.83
TX_00000060,2025-01-01 03:48:00,Startup,debit,US-East,desktop,success,None,40.96
TX_00000061,2025-01-01 03:49:00,Startup,crypto,US-West,desktop,success,None,38.83
TX_00000062,2025-01-01 03:55:00,SMB,debit,US-East,desktop,success,None,72.09
TX_00000063,2025-01-01 03:58:00,SMB,credit_card,EU-Central,mobile_ios,success,None,62.51
TX_00000064,2025-01-01 04:00:00,Startup,crypto,US-East,mobile_ios,success,None,41.35
TX_00000065,2025-01-01 04:04:00,Enterprise,credit_card,US-West,mobile_ios,success,None,171.85
TX_00000066,2025-01-01 04:09:00,SMB,credit_card,US-West,desktop,success,None,92.09
TX_00000067,2025-01-01 04:16:00,SMB,credit_card,EU-Central,desktop,success,None,80.73
TX_00000068,2025-01-01 04:16:00,SMB,credit_card,US-East,desktop,success,None,110.92
TX_00000069,2025-01-01 04:18:00,Startup,debit,US-West,mobile_ios,success,None,51.5
TX_00000070,2025-01-01 04:36:00,SMB,credit_card,US-East,desktop,success,None,68.56
TX_00000071,2025-01-01 04:41:00,Startup,credit_card,APAC,mobile_ios,success,None,35.58
TX_00000072,2025-01-01 04:42:00,SMB,debit,US-West,desktop,success,None,75.44
TX_00000073,2025-01-01 04:47:00,SMB,crypto,US-West,mobile_ios,success,None,67.5
TX_00000074,2025-01-01 04:54:00,Startup,debit,US-West,desktop,success,None,38.86
TX_00000075,2025-01-01 05:01:00,SMB,credit_card,US-East,desktop,success,None,59.01
TX_00000076,2025-01-01 05:02:00,Enterprise,debit,US-East,desktop,success,None,172.81
TX_00000077,2025-01-01 05:02:00,Enterprise,credit_card,US-West,desktop,success,None,161.65
TX_00000078,2025-01-01 05:07:00,SMB,credit_card,APAC,desktop,success,None,81.0
TX_00000079,2025-01-01 05:20:00,SMB,crypto,US-East,mobile_android,success,None,72.22
TX_00000080,2025-01-01 05:28:00,Startup,crypto,EU-Central,desktop,success,None,39.05
TX_00000081,2025-01-01 05:31:00,Startup,debit,US-East,desktop,success,None,35.49
TX_00000082,2025-01-01 05:36:00,Startup,credit_card,APAC,mobile_ios,success,None,73.04
TX_00000083,2025-01-01 05:38:00,SMB,debit,US-East,mobile_ios,success,None,65.73
TX_00000084,2025-01-01 05:40:00,SMB,crypto,US-East,desktop,success,None,67.16
TX_00000085,2025-01-01 05:50:00,SMB,credit_card,US-West,mobile_ios,success,None,69.04
TX_00000086,2025-01-01 05:52:00,SMB,credit_card,EU-Central,mobile_ios,success,None,72.04
TX_00000087,2025-01-01 05:58:00,Enterprise,debit,EU-Central,desktop,success,None,206.94
TX_00000088,2025-01-01 06:03:00,SMB,credit_card,US-West,mobile_ios,success,None,74.89
TX_00000089,2025-01-01 06:04:00,Startup,crypto,US-West,desktop,success,None,30.25
TX_00000090,2025-01-01 06:04:00,SMB,credit_card,US-East,desktop,success,None,88.6
TX_00000091,2025-01-01 06:05:00,Enterprise,debit,US-East,mobile_android,success,None,113.67
TX_00000092,2025-01-01 06:08:00,Startup,debit,US-East,desktop,success,None,34.27
TX_00000093,2025-01-01 06:10:00,SMB,credit_card,US-West,desktop,success,None,59.33
TX_00000094,2025-01-01 06:12:00,Startup,debit,US-West,mobile_android,success,None,30.59
TX_00000095,2025-01-01 06:15:00,Startup,credit_card,EU-Central,mobile_ios,success,None,12.1
TX_00000096,2025-01-01 06:24:00,Startup,credit_card,EU-Central,mobile_ios,success,None,48.12
TX_00000097,2025-01-01 06:29:00,SMB,credit_card,US-East,mobile_ios,success,None,95.34
TX_00000098,2025-01-01 06:30:00,Startup,credit_card,EU-Central,mobile_ios,success,None,38.77
TX_00000099,2025-01-01 06:40:00,SMB,debit,US-East,mobile_ios,success,None,76.6
TX_00000100,2025-01-01 06:42:00,Startup,crypto,EU-Central,desktop,success,None,37.1
TX_00000101,2025-01-01 06:44:00,SMB,credit_card,US-East,desktop,success,None,82.14
TX_00000102,2025-01-01 06:46:00,SMB,credit_card,EU-Central,desktop,success,None,87.63
TX_00000103,2025-01-01 06:46:00,SMB,credit_card,US-West,desktop,success,None,100.94
TX_00000104,2025-01-01 06:52:00,SMB,debit,US-West,desktop,success,None,82.12
TX_00000105,2025-01-01 06:57:00,Startup,crypto,US-West,mobile_ios,success,None,35.62
TX_00000106,2025-01-01 07:12:00,Startup,debit,US-East,desktop,success,None,51.72
TX_00000107,2025-01-01 07:26:00,Startup,debit,US-East,desktop,success,None,25.31
TX_00000108,2025-01-01 07:33:00,Enterprise,credit_card,US-West,mobile_ios,success,None,198.05
TX_00000109,2025-01-01 07:43:00,Startup,credit_card,EU-Central,mobile_ios,success,None,39.38
TX_00000110,2025-01-01 08:01:00,SMB,debit,US-East,mobile_android,success,None,86.81
TX_00000111,2025-01-01 08:06:00,Startup,debit,US-East,mobile_ios,success,None,49.02
TX_00000112,2025-01-01 08:08:00,Startup,debit,US-West,mobile_android,failed,Insufficient funds,0.0
TX_00000113,2025-01-01 08:09:00,Enterprise,debit,US-West,mobile_ios,success,None,182.63
TX_00000114,2025-01-01 08:10:00,Startup,debit,US-West,mobile_ios,success,None,38.01
TX_00000115,2025-01-01 08:12:00,Enterprise,debit,EU-Central,mobile_android,success,None,164.14
TX_00000116,2025-01-01 08:15:00,SMB,crypto,US-West,mobile_android,success,None,95.16
TX_00000117,2025-01-01 08:24:00,SMB,crypto,US-East,mobile_ios,success,None,93.24
TX_00000118,2025-01-01 08:27:00,Enterprise,credit_card,US-East,mobile_ios,success,None,152.63
TX_00000119,2025-01-01 08:35:00,Startup,credit_card,US-West,desktop,failed,Invalid PIN,0.0
TX_00000120,2025-01-01 08:39:00,Enterprise,credit_card,US-West,mobile_android,success,None,132.58
TX_00000121,2025-01-01 08:44:00,SMB,debit,US-East,mobile_ios,success,None,83.84
TX_00000122,2025-01-01 08:45:00,SMB,credit_card,APAC,mobile_android,success,None,104.63
TX_00000123,2025-01-01 08:46:00,Startup,credit_card,US-East,desktop,success,None,30.24
TX_00000124,2025-01-01 08:54:00,Startup,credit_card,US-West,desktop,success,None,33.34
TX_00000125,2025-01-01 09:01:00,Startup,debit,US-East,desktop,success,None,38.62
TX_00000126,2025-01-01 09:05:00,Startup,credit_card,EU-Central,mobile_android,success,None,34.77
TX_00000127,2025-01-01 09:15:00,SMB,credit_card,EU-Central,mobile_android,success,None,76.29
TX_00000128,2025-01-01 09:17:00,Enterprise,credit_card,US-East,desktop,success,None,153.05
TX_00000129,2025-01-01 09:19:00,Enterprise,debit,APAC,mobile_ios,success,None,164.87
TX_00000130,2025-01-01 09:20:00,SMB,credit_card,US-East,desktop,success,None,106.03
TX_00000131,2025-01-01 09:29:00,Startup,credit_card,US-West,desktop,success,None,43.02
TX_00000132,2025-01-01 09:30:00,SMB,debit,EU-Central,desktop,success,None,85.56
TX_00000133,2025-01-01 09:47:00,Startup,credit_card,EU-Central,mobile_ios,success,None,57.6
TX_00000134,2025-01-01 09:49:00,SMB,credit_card,APAC,mobile_android,success,None,63.68
TX_00000135,2025-01-01 09:55:00,Enterprise,debit,EU-Central,desktop,success,None,149.18
TX_00000136,2025-01-01 09:57:00,SMB,credit_card,APAC,mobile_ios,failed,Card expired,0.0
TX_00000137,2025-01-01 10:14:00,Startup,debit,US-East,mobile_ios,success,None,22.1
TX_00000138,2025-01-01 10:15:00,Startup,credit_card,US-East,desktop,success,None,44.62
TX_00000139,2025-01-01 10:19:00,Startup,credit_card,US-West,mobile_android,success,None,42.63
TX_00000140,2025-01-01 10:19:00,Enterprise,debit,EU-Central,mobile_android,success,None,183.79
TX_00000141,2025-01-01 10:27:00,Startup,debit,US-West,desktop,success,None,40.53
TX_00000142,2025-01-01 10:36:00,SMB,credit_card,US-East,mobile_ios,success,None,95.08
TX_00000143,2025-01-01 10:45:00,Enterprise,credit_card,EU-Central,desktop,success,None,166.72
TX_00000144,2025-01-01 10:52:00,Startup,debit,APAC,mobile_ios,success,None,38.46
TX_00000145,2025-01-01 10:54:00,SMB,debit,US-West,mobile_ios,success,None,84.24
TX_00000146,2025-01-01 11:01:00,Startup,credit_card,US-East,desktop,success,None,52.14
TX_00000147,2025-01-01 11:01:00,SMB,debit,US-East,mobile_android,success,None,117.27
TX_00000148,2025-01-01 11:01:00,SMB,credit_card,US-East,mobile_ios,success,None,90.07
TX_00000149,2025-01-01 11:03:00,Startup,credit_card,US-West,mobile_android,success,None,49.34
TX_00000150,2025-01-01 11:05:00,SMB,credit_card,APAC,desktop,success,None,87.38
TX_00000151,2025-01-01 11:07:00,Startup,credit_card,US-East,mobile_android,success,None,50.9
TX_00000152,2025-01-01 11:09:00,SMB,credit_card,US-West,mobile_ios,success,None,54.2
TX_00000153,2025-01-01 11:10:00,Startup,credit_card,US-West,desktop,success,None,42.66
TX_00000154,2025-01-01 11:11:00,SMB,credit_card,US-East,desktop,success,None,80.69
TX_00000155,2025-01-01 11:18:00,SMB,credit_card,US-West,mobile_android,success,None,79.96
TX_00000156,2025-01-01 11:20:00,SMB,credit_card,EU-Central,mobile_ios,success,None,84.73
TX_00000157,2025-01-01 11:31:00,SMB,credit_card,EU-Central,desktop,success,None,83.21
TX_00000158,2025-01-01 11:32:00,Startup,debit,US-West,mobile_android,success,None,42.25
TX_00000159,2025-01-01 11:38:00,SMB,credit_card,EU-Central,desktop,success,None,32.3
TX_00000160,2025-01-01 11:39:00,SMB,debit,US-East,desktop,success,None,98.13
TX_00000161,2025-01-01 11:46:00,SMB,credit_card,US-East,mobile_ios,success,None,93.52
TX_00000162,2025-01-01 11:53:00,SMB,credit_card,US-East,mobile_ios,success,None,59.93
TX_00000163,2025-01-01 11:57:00,Startup,credit_card,US-East,desktop,success,None,33.25
TX_00000164,2025-01-01 11:57:00,Startup,crypto,US-East,mobile_ios,success,None,54.49
TX_00000165,2025-01-01 11:59:00,SMB,credit_card,US-East,mobile_ios,success,None,72.62
TX_00000166,2025-01-01 12:06:00,Startup,credit_card,US-West,mobile_ios,success,None,44.1
TX_00000167,2025-01-01 12:06:00,SMB,debit,US-West,mobile_ios,success,None,85.83
TX_00000168,2025-01-01 12:06:00,SMB,crypto,US-East,desktop,success,None,72.6
TX_00000169,2025-01-01 12:07:00,Startup,crypto,US-East,mobile_android,success,None,29.52
TX_00000170,2025-01-01 12:08:00,SMB,credit_card,US-West,desktop,success,None,55.94
TX_00000171,2025-01-01 12:11:00,Startup,credit_card,US-East,mobile_android,success,None,43.54
TX_00000172,2025-01-01 12:17:00,Startup,debit,US-West,desktop,success,None,45.21
TX_00000173,2025-01-01 12:19:00,SMB,credit_card,EU-Central,desktop,success,None,65.31
TX_00000174,2025-01-01 12:35:00,Startup,debit,US-East,desktop,success,None,45.8
TX_00000175,2025-01-01 12:40:00,Startup,debit,US-East,mobile_ios,success,None,40.08
TX_00000176,2025-01-01 12:47:00,SMB,debit,US-East,desktop,success,None,85.74
TX_00000177,2025-01-01 12:49:00,Startup,credit_card,US-East,mobile_ios,success,None,39.05
TX_00000178,2025-01-01 12:49:00,SMB,credit_card,APAC,mobile_android,success,None,80.73
TX_00000179,2025-01-01 12:58:00,Startup,debit,US-East,desktop,success,None,41.77
TX_00000180,2025-01-01 13:01:00,Startup,credit_card,US-West,desktop,success,None,46.22
TX_00000181,2025-01-01 13:04:00,Enterprise,credit_card,EU-Central,mobile_android,success,None,167.86
TX_00000182,2025-01-01 13:05:00,SMB,credit_card,US-East,desktop,success,None,66.8
TX_00000183,2025-01-01 13:06:00,Startup,credit_card,US-East,desktop,success,None,34.12
TX_00000184,2025-01-01 13:07:00,Enterprise,credit_card,EU-Central,desktop,success,None,123.86
TX_00000185,2025-01-01 13:08:00,Enterprise,debit,EU-Central,desktop,success,None,192.92
TX_00000186,2025-01-01 13:18:00,SMB,credit_card,US-East,desktop,success,None,65.51
TX_00000187,2025-01-01 13:21:00,SMB,credit_card,US-East,mobile_ios,success,None,57.15
TX_00000188,2025-01-01 13:26:00,SMB,credit_card,EU-Central,desktop,success,None,68.24
TX_00000189,2025-01-01 13:28:00,SMB,credit_card,US-East,mobile_ios,success,None,108.31
TX_00000190,2025-01-01 13:34:00,SMB,crypto,US-East,desktop,success,None,68.47
TX_00000191,2025-01-01 13:38:00,Startup,debit,US-East,mobile_ios,success,None,33.41
TX_00000192,2025-01-01 13:42:00,SMB,credit_card,US-East,desktop,success,None,90.56
TX_00000193,2025-01-01 13:54:00,SMB,debit,US-East,mobile_android,success,None,94.92
TX_00000194,2025-01-01 13:55:00,SMB,credit_card,US-West,mobile_ios,success,None,69.79
TX_00000195,2025-01-01 14:05:00,SMB,crypto,EU-Central,desktop,success,None,60.67
TX_00000196,2025-01-01 14:06:00,Enterprise,credit_card,US-West,desktop,success,None,135.0
TX_00000197,2025-01-01 14:11:00,Enterprise,credit_card,US-East,desktop,success,None,160.9
TX_00000198,2025-01-01 14:14:00,Enterprise,credit_card,US-West,desktop,success,None,151.75
TX_00000199,2025-01-01 14:18:00,Startup,debit,EU-Central,mobile_ios,failed,Insufficient funds,0.0
TX_00000200,2025-01-01 14:19:00,Startup,credit_card,US-East,desktop,success,None,41.06
TX_00000201,2025-01-01 14:20:00,Startup,debit,US-East,mobile_android,success,None,18.98
TX_00000202,2025-01-01 14:24:00,Startup,credit_card,US-East,desktop,success,None,27.6
TX_00000203,2025-01-01 14:24:00,Startup,crypto,US-East,mobile_ios,success,None,28.28
TX_00000204,2025-01-01 14:25:00,SMB,credit_card,APAC,desktop,success,None,50.38
TX_00000205,2025-01-01 14:29:00,Startup,crypto,US-West,desktop,success,None,31.78
TX_00000206,2025-01-01 14:30:00,Enterprise,credit_card,US-East,mobile_android,success,None,135.39
TX_00000207,2025-01-01 14:36:00,Startup,credit_card,EU-Central,mobile_android,success,None,38.53
TX_00000208,2025-01-01 14:37:00,Startup,crypto,US-East,mobile_ios,success,None,41.75
TX_00000209,2025-01-01 14:42:00,SMB,crypto,US-East,mobile_ios,success,None,69.98
TX_00000210,2025-01-01 14:42:00,SMB,debit,US-East,mobile_android,success,None,107.17
TX_00000211,2025-01-01 14:47:00,SMB,credit_card,US-West,mobile_ios,success,None,77.4
TX_00000212,2025-01-01 14:49:00,Startup,credit_card,US-East,desktop,success,None,33.7
TX_00000213,2025-01-01 14:53:00,Startup,credit_card,US-East,desktop,success,None,38.93
TX_00000214,2025-01-01 14:59:00,Startup,credit_card,US-East,mobile_ios,success,None,27.37
TX_00000215,2025-01-01 15:01:00,SMB,credit_card,US-East,mobile_ios,success,None,93.39
TX_00000216,2025-01-01 15:09:00,Startup,credit_card,US-West,mobile_ios,success,None,32.96
TX_00000217,2025-01-01 15:17:00,SMB,debit,EU-Central,desktop,success,None,64.21
TX_00000218,2025-01-01 15:22:00,Startup,debit,EU-Central,mobile_android,success,None,42.68
TX_00000219,2025-01-01 15:22:00,SMB,credit_card,US-West,mobile_ios,success,None,93.42
TX_00000220,2025-01-01 15:24:00,SMB,credit_card,APAC,mobile_ios,success,None,69.16
TX_00000221,2025-01-01 15:29:00,SMB,credit_card,US-East,desktop,success,None,52.35
TX_00000222,2025-01-01 15:31:00,Startup,debit,US-East,mobile_android,success,None,27.69
TX_00000223,2025-01-01 15:35:00,Startup,credit_card,US-West,mobile_ios,success,None,34.01
TX_00000224,2025-01-01 15:46:00,Enterprise,debit,US-East,mobile_ios,success,None,113.63
TX_00000225,2025-01-01 15:54:00,Enterprise,credit_card,US-West,mobile_android,success,None,164.5
TX_00000226,2025-01-01 15:56:00,Startup,credit_card,US-East,mobile_android,success,None,34.16
TX_00000227,2025-01-01 16:08:00,SMB,debit,US-East,desktop,success,None,90.03
TX_00000228,2025-01-01 16:08:00,Startup,debit,US-West,mobile_android,success,None,41.77
TX_00000229,2025-01-01 16:32:00,SMB,credit_card,APAC,mobile_ios,success,None,90.25
TX_00000230,2025-01-01 16:41:00,Enterprise,credit_card,US-East,desktop,success,None,168.69
TX_00000231,2025-01-01 16:47:00,Startup,crypto,US-East,desktop,success,None,56.66
TX_00000232,2025-01-01 16:47:00,Startup,credit_card,EU-Central,desktop,success,None,14.16
TX_00000233,2025-01-01 16:53:00,SMB,debit,US-East,mobile_ios,success,None,88.94
TX_00000234,2025-01-01 16:54:00,SMB,debit,US-East,mobile_ios,success,None,83.96
TX_00000235,2025-01-01 16:55:00,Startup,debit,US-East,desktop,success,None,50.27
TX_00000236,2025-01-01 16:56:00,Enterprise,credit_card,EU-Central,mobile_android,success,None,121.86
TX_00000237,2025-01-01 17:01:00,Startup,credit_card,EU-Central,mobile_android,success,None,34.94
TX_00000238,2025-01-01 17:20:00,SMB,crypto,US-West,mobile_ios,success,None,83.63
TX_00000239,2025-01-01 17:24:00,SMB,credit_card,US-East,mobile_android,success,None,79.75
TX_00000240,2025-01-01 17:31:00,Startup,credit_card,US-East,mobile_android,success,None,28.84
TX_00000241,2025-01-01 17:38:00,Startup,debit,US-East,desktop,success,None,32.2
TX_00000242,2025-01-01 17:42:00,SMB,credit_card,APAC,mobile_ios,success,None,98.46
TX_00000243,2025-01-01 17:42:00,Startup,debit,US-West,mobile_android,success,None,32.01
TX_00000244,2025-01-01 17:47:00,SMB,debit,US-East,desktop,success,None,90.56
TX_00000245,2025-01-01 17:50:00,SMB,debit,US-West,mobile_android,success,None,55.87
TX_00000246,2025-01-01 17:53:00,Startup,debit,US-West,desktop,success,None,34.47
TX_00000247,2025-01-01 17:59:00,Startup,credit_card,APAC,mobile_ios,success,None,31.74
TX_00000248,2025-01-01 18:01:00,Startup,credit_card,EU-Central,mobile_ios,success,None,40.35
TX_00000249,2025-01-01 18:01:00,SMB,debit,US-East,mobile_ios,success,None,67.89
TX_00000250,2025-01-01 18:08:00,Enterprise,credit_card,EU-Central,mobile_ios,success,None,130.04
TX_00000251,2025-01-01 18:09:00,Enterprise,crypto,US-West,mobile_ios,success,None,192.62
TX_00000252,2025-01-01 18:13:00,SMB,debit,US-East,mobile_ios,success,None,66.86
TX_00000253,2025-01-01 18:14:00,Startup,credit_card,US-West,mobile_ios,success,None,48.57
TX_00000254,2025-01-01 18:18:00,SMB,debit,US-West,desktop,success,None,90.48
TX_00000255,2025-01-01 18:22:00,Startup,credit_card,US-East,mobile_ios,success,None,42.65
TX_00000256,2025-01-01 18:25:00,Enterprise,credit_card,US-West,mobile_android,success,None,146.6
TX_00000257,2025-01-01 18:25:00,SMB,debit,US-West,desktop,success,None,80.73
TX_00000258,2025-01-01 18:36:00,SMB,debit,US-East,mobile_ios,success,None,70.66
TX_00000259,2025-01-01 18:40:00,SMB,credit_card,US-East,desktop,success,None,71.96
TX_00000260,2025-01-01 18:45:00,Enterprise,credit_card,US-West,mobile_ios,success,None,137.03
TX_00000261,2025-01-01 18:49:00,Startup,credit_card,US-East,desktop,success,None,38.67
TX_00000262,2025-01-01 18:52:00,SMB,credit_card,EU-Central,desktop,success,None,93.06
TX_00000263,2025-01-01 18:52:00,Startup,credit_card,US-East,desktop,success,None,53.17
TX_00000264,2025-01-01 18:54:00,SMB,credit_card,US-East,desktop,success,None,72.79
TX_00000265,2025-01-01 18:54:00,Startup,debit,US-East,desktop,success,None,29.96
TX_00000266,2025-01-01 18:56:00,SMB,crypto,US-West,desktop,success,None,90.95
TX_00000267,2025-01-01 19:00:00,Startup,credit_card,US-West,desktop,success,None,31.18
TX_00000268,2025-01-01 19:01:00,Enterprise,credit_card,US-West,desktop,success,None,138.48
TX_00000269,2025-01-01 19:01:00,Startup,debit,US-East,mobile_android,success,None,36.33
TX_00000270,2025-01-01 19:01:00,Startup,debit,EU-Central,desktop,success,None,36.34
TX_00000271,2025-01-01 19:10:00,Enterprise,crypto,US-East,mobile_android,success,None,158.61
TX_00000272,2025-01-01 19:14:00,Enterprise,credit_card,US-East,mobile_ios,success,None,174.67
TX_00000273,2025-01-01 19:15:00,SMB,credit_card,US-East,desktop,success,None,107.17
TX_00000274,2025-01-01 19:21:00,Startup,credit_card,US-East,desktop,success,None,41.17
TX_00000275,2025-01-01 19:27:00,SMB,debit,US-East,mobile_android,success,None,63.58
TX_00000276,2025-01-01 19:28:00,SMB,credit_card,US-East,mobile_ios,success,None,90.86
TX_00000277,2025-01-01 19:30:00,Enterprise,credit_card,US-East,desktop,success,None,124.59
TX_00000278,2025-01-01 19:31:00,Enterprise,credit_card,EU-Central,desktop,success,None,128.42
TX_00000279,2025-01-01 19:32:00,Startup,credit_card,US-East,desktop,success,None,21.2
TX_00000280,2025-01-01 19:37:00,Enterprise,debit,EU-Central,mobile_android,success,None,156.3
TX_00000281,2025-01-01 19:44:00,Startup,credit_card,US-West,mobile_android,success,None,46.56
TX_00000282,2025-01-01 19:51:00,Startup,debit,US-East,desktop,success,None,34.72
TX_00000283,2025-01-01 19:53:00,SMB,credit_card,US-West,desktop,success,None,80.05
TX_00000284,2025-01-01 19:55:00,Startup,credit_card,US-West,desktop,success,None,50.09
TX_00000285,2025-01-01 19:56:00,Enterprise,credit_card,US-East,mobile_android,success,None,167.94
TX_00000286,2025-01-01 20:00:00,Startup,credit_card,APAC,mobile_ios,success,None,31.56
TX_00000287,2025-01-01 20:07:00,SMB,credit_card,US-West,mobile_android,success,None,81.12
TX_00000288,2025-01-01 20:09:00,Startup,debit,EU-Central,desktop,success,None,44.94
TX_00000289,2025-01-01 20:11:00,SMB,debit,EU-Central,mobile_ios,success,None,68.44
TX_00000290,2025-01-01 20:14:00,SMB,credit_card,US-East,desktop,success,None,56.53
TX_00000291,2025-01-01 20:30:00,SMB,credit_card,US-East,mobile_android,success,None,76.55
TX_00000292,2025-01-01 20:39:00,SMB,crypto,US-East,desktop,success,None,89.18
TX_00000293,2025-01-01 20:42:00,Startup,credit_card,EU-Central,mobile_android,success,None,40.99
TX_00000294,2025-01-01 20:45:00,SMB,credit_card,EU-Central,desktop,success,None,70.92
TX_00000295,2025-01-01 20:52:00,Startup,credit_card,US-West,mobile_ios,success,None,46.52
TX_00000296,2025-01-01 20:52:00,SMB,debit,US-East,desktop,success,None,115.4
TX_00000297,2025-01-01 21:02:00,Startup,credit_card,US-East,desktop,success,None,55.62
TX_00000298,2025-01-01 21:07:00,Enterprise,credit_card,EU-Central,desktop,success,None,161.46
TX_00000299,2025-01-01 21:09:00,SMB,credit_card,APAC,mobile_ios,success,None,85.78
