user_id,signup_completed,email_entered,password_created,email_verified,payment_added,first_purchase
USER_000151,1,1,1,1,1,1
USER_000152,1,1,1,1,1,1
USER_000153,1,1,1,1,1,1
USER_000154,1,1,1,1,1,1
USER_000155,1,1,1,1,1,1
USER_000156,1,1,1,1,1,1
USER_000157,1,1,1,1,1,1
USER_000158,1,1,1,1,1,1
USER_000159,1,1,1,1,1,1
USER_000160,1,1,1,1,1,1
USER_000161,1,1,1,1,1,1
USER_000162,1,1,1,1,1,1
USER_000163,1,1,1,1,1,1
USER_000164,1,1,1,1,1,1
USER_000165,1,1,1,1,1,1
USER_000166,1,1,1,1,1,1
USER_000167,1,1,1,1,1,1
USER_000168,1,1,1,1,1,1
USER_000169,1,1,1,1,1,1
USER_000170,1,1,1,1,1,1
USER_000171,1,1,1,1,1,1
USER_000172,1,1,1,1,1,1
USER_000173,1,1,1,1,1,1
USER_000174,1,1,1,1,1,1
USER_000175,1,1,1,1,1,1
USER_000176,1,1,1,1,1,1
USER_000177,1,1,1,1,1,1
USER_000178,1,1,1,1,1,1
USER_000179,1,1,1,1,1,1
USER_000180,1,1,1,1,1,1
USER_000181,1,1,1,1,1,1
USER_000182,1,1,1,1,1,1
USER_000183,1,1,1,1,1,1
USER_000184,1,1,1,1,1,1
USER_000185,1,1,1,1,1,1
USER_000186,1,1,1,1,1,1
USER_000187,1,1,1,1,1,1
USER_000188,1,1,1,1,1,1
USER_000189,1,1,1,1,1,1
USER_000190,1,1,1,1,1,1
USER_000191,1,1,1,1,1,1
USER_000192,1,1,1,1,1,1
USER_000193,1,1,1,1,1,1
USER_000194,1,1,1,1,1,1
USER_000195,1,1,1,1,1,1
USER_000196,1,1,1,1,1,1
USER_000197,1,1,1,1,1,1
USER_000198,1,1,1,1,1,1
USER_000199,1,1,1,1,1,1
USER_000200,1,1,1,1,1,1
USER_000201,1,1,1,1,1,1
USER_000202,1,1,1,1,1,1
USER_000203,1,1,1,1,1,1
USER_000204,1,1,1,1,1,1
USER_000205,1,1,1,1,1,1
USER_000206,1,1,1,1,1,1
USER_000207,1,1,1,1,1,1
USER_000208,1,1,1,1,1,1
USER_000209,1,1,1,1,1,1
USER_000210,1,1,1,1,1,1
USER_000211,1,1,1,1,1,1
USER_000212,1,1,1,1,1,1
USER_000213,1,1,1,1,1,1
USER_000214,1,1,1,1,1,1
USER_000215,1,1,1,1,1,1
USER_000216,1,1,1,1,1,1
USER_000217,1,1,1,1,1,1
USER_000218,1,1,1,1,1,1
USER_000219,1,1,1,1,1,1
USER_000220,1,1,1,1,1,1
USER_000221,1,1,1,1,1,1
USER_000222,1,1,1,1,1,1
USER_000223,1,1,1,1,1,1
USER_000224,1,1,1,1,1,1
USER_000225,1,1,1,1,1,1
USER_000226,1,1,1,1,1,1
USER_000227,1,1,1,1,1,1
USER_000228,1,1,1,1,1,1
USER_000229,1,1,1,1,1,1
USER_000230,1,1,1,1,1,1
USER_000231,1,1,1,1,1,1
USER_000232,1,1,1,1,1,1
USER_000233,1,1,1,1,1,1
USER_000234,1,1,1,1,1,1
USER_000235,1,1,1,1,1,1
USER_000236,1,1,1,1,1,1
USER_000237,1,1,1,1,1,1
USER_000238,1,1,1,1,1,1
USER_000239,1,1,1,1,1,1
USER_000240,1,1,1,1,1,1
USER_000241,1,1,1,1,1,1
USER_000242,1,1,1,1,1,1
USER_000243,1,1,1,1,1,1
USER_000244,1,1,1,1,1,1
USER_000245,1,1,1,1,1,1
USER_000246,1,1,1,1,1,1
USER_000247,1,1,1,1,1,1
USER_000248,1,1,1,1,1,1
USER_000249,1,1,1,1,1,1
USER_000250,1,1,1,1,1,1
USER_000251,1,1,1,1,1,1
USER_000252,1,1,1,1,1,1
USER_000253,1,1,1,1,1,1
USER_000254,1,1,1,1,1,1
USER_000255,1,1,1,1,1,1
USER_000256,1,1,1,1,1,1
USER_000257,1,1,1,1,1,1
USER_000258,1,1,1,1,1,1
USER_000259,1,1,1,1,1,1
USER_000260,1,1,1,1,1,1
USER_000261,1,1,1,1,1,1
USER_000262,1,1,1,1,1,1
USER_000263,1,1,1,1,1,1
USER_000264,1,1,1,1,1,1
USER_000265,1,1,1,1,1,1
USER_000266,1,1,1,1,1,1
USER_000267,1,1,1,1,1,1
USER_000268,1,1,1,1,1,1
USER_000269,1,1,1,1,1,1
USER_000270,1,1,1,1,1,1
USER_000271,1,1,1,1,1,1
USER_000272,1,1,1,1,1,1
USER_000273,1,1,1,1,1,1
USER_000274,1,1,1,1,1,1
USER_000275,1,1,1,1,1,1
USER_000276,1,1,1,1,1,1
USER_000277,1,1,1,1,1,1
USER_000278,1,1,1,1,1,1
USER_000279,1,1,1,1,1,1
USER_000280,1,1,1,1,1,1
USER_000281,1,1,1,1,1,1
USER_000282,1,1,1,1,1,1
USER_000283,1,1,1,1,1,1
USER_000284,1,1,1,1,1,1
USER_000285,1,1,1,1,1,1
USER_000286,1,1,1,1,1,1
USER_000287,1,1,1,1,1,1
USER_000288,1,1,1,1,1,1
USER_000289,1,1,1,1,1,1
USER_000290,1,1,1,1,1,1
USER_000291,1,1,1,1,1,1
USER_000292,1,1,1,1,1,1
USER_000293,1,1,1,1,1,1
USER_000294,1,1,1,1,1,1
USER_000295,1,1,1,1,1,1
USER_000296,1,1,1,1,1,1
USER_000297,1,1,1,1,1,1
USER_000298,1,1,1,1,1,1
USER_000299,1,1,1,1,1,1
USER_000300,1,1,1,1,1,1
USER_000301,1,1,1,1,1,1
USER_000302,1,1,1,1,1,1
USER_000303,1,1,1,1,1,1
USER_000304,1,1,1,1,1,1
USER_000305,1,1,1,1,1,1
USER_000306,1,1,1,1,1,1
USER_000307,1,1,1,1,1,1
USER_000308,1,1,1,1,1,1
USER_000309,1,1,1,1,1,1
USER_000310,1,1,1,1,1,1
USER_000311,1,1,1,1,1,1
USER_000312,1,1,1,1,1,1
USER_000313,1,1,1,1,1,1
USER_000314,1,1,1,1,1,1
USER_000315,1,1,1,1,1,1
USER_000316,1,1,1,1,1,1
USER_000317,1,1,1,1,1,1
USER_000318,1,1,1,1,1,1
USER_000319,1,1,1,1,1,1
USER_000320,1,1,1,1,1,1
USER_000321,1,1,1,1,1,1
USER_000322,1,1,1,1,1,1
USER_000323,1,1,1,1,1,1
USER_000324,1,1,1,1,1,1
USER_000325,1,1,1,1,1,1
USER_000326,1,1,1,1,1,1
USER_000327,1,1,1,1,1,1
USER_000328,1,1,1,1,1,1
USER_000329,1,1,1,1,1,1
USER_000330,1,1,1,1,1,1
USER_000331,1,1,1,1,1,1
USER_000332,1,1,1,1,1,1
USER_000333,1,1,1,1,1,1
USER_000334,1,1,1,1,1,1
USER_000335,1,1,1,1,1,1
USER_000336,1,1,1,1,1,1
USER_000337,1,1,1,1,1,1
USER_000338,1,1,1,1,1,1
USER_000339,1,1,1,1,1,1
USER_000340,1,1,1,1,1,1
USER_000341,1,1,1,1,1,1
USER_000342,1,1,1,1,1,1
USER_000343,1,1,1,1,1,1
USER_000344,1,1,1,1,1,1
USER_000345,1,1,1,1,1,1
USER_000346,1,1,1,1,1,1
USER_000347,1,1,1,1,1,1
USER_000348,1,1,1,1,1,1
USER_000349,1,1,1,1,1,1
USER_000350,1,1,1,1,1,1
USER_000351,1,1,1,1,1,1
USER_000352,1,1,1,1,1,1
USER_000353,1,1,1,1,1,1
USER_000354,1,1,1,1,1,1
USER_000355,1,1,1,1,1,1
USER_000356,1,1,1,1,1,1
USER_000357,1,1,1,1,1,1
USER_000358,1,1,1,1,1,1
USER_000359,1,1,1,1,1,1
USER_000360,1,1,1,1,1,1
USER_000361,1,1,1,1,1,1
USER_000362,1,1,1,1,1,1
USER_000363,1,1,1,1,1,1
USER_000364,1,1,1,1,1,1
USER_000365,1,1,1,1,1,1
USER_000366,1,1,1,1,1,1
USER_000367,1,1,1,1,1,1
USER_000368,1,1,1,1,1,1
USER_000369,1,1,1,1,1,1
USER_000370,1,1,1,1,1,1
USER_000371,1,1,1,1,1,1
USER_000372,1,1,1,1,1,1
USER_000373,1,1,1,1,1,1
USER_000374,1,1,1,1,1,1
USER_000375,1,1,1,1,1,1
USER_000376,1,1,1,1,1,1
USER_000377,1,1,1,1,1,1
USER_000378,1,1,1,1,1,1
USER_000379,1,1,1,1,1,1
USER_000380,1,1,1,1,1,1
USER_000381,1,1,1,1,1,1
USER_000382,1,1,1,1,1,1
USER_000383,1,1,1,1,1,1
USER_000384,1,1,1,1,1,1
USER_000385,1,1,1,1,1,1
USER_000386,1,1,1,1,1,1
USER_000387,1,1,1,1,1,1
USER_000388,1,1,1,1,1,1
USER_000389,1,1,1,1,1,1
USER_000390,1,1,1,1,1,1
USER_000391,1,1,1,1,1,1
USER_000392,1,1,1,1,1,1
USER_000393,1,1,1,1,1,1
USER_000394,1,1,1,1,1,1
USER_000395,1,1,1,1,1,1
USER_000396,1,1,1,1,1,1
USER_000397,1,1,1,1,1,1
USER_000398,1,1,1,1,1,1
USER_000399,1,1,1,1,1,1
USER_000400,1,1,1,1,1,1
USER_000401,1,1,1,1,1,1
USER_000402,1,1,1,1,1,1
USER_000403,1,1,1,1,1,1
USER_000404,1,1,1,1,1,1
USER_000405,1,1,1,1,1,1
USER_000406,1,1,1,1,1,1
USER_000407,1,1,1,1,1,1
USER_000408,1,1,1,1,1,1
USER_000409,1,1,1,1,1,1
USER_000410,1,1,1,1,1,1
USER_000411,1,1,1,1,1,1
USER_000412,1,1,1,1,1,1
USER_000413,1,1,1,1,1,1
USER_000414,1,1,1,1,1,1
USER_000415,1,1,1,1,1,1
USER_000416,1,1,1,1,1,1
USER_000417,1,1,1,1,1,1
USER_000418,1,1,1,1,1,1
USER_000419,1,1,1,1,1,1
USER_000420,1,1,1,1,1,1
USER_000421,1,1,1,1,1,1
USER_000422,1,1,1,1,1,1
USER_000423,1,1,1,1,1,1
USER_000424,1,1,1,1,1,1
USER_000425,1,1,1,1,1,1
USER_000426,1,1,1,1,1,1
USER_000427,1,1,1,1,1,1
USER_000428,1,1,1,1,1,1
USER_000429,1,1,1,1,1,1
USER_000430,1,1,1,1,1,1
USER_000431,1,1,1,1,1,1
USER_000432,1,1,1,1,1,1
USER_000433,1,1,1,1,1,1
USER_000434,1,1,1,1,1,1
USER_000435,1,1,1,1,1,1
USER_000436,1,1,1,1,1,1
USER_000437,1,1,1,1,1,1
USER_000438,1,1,1,1,1,1
USER_000439,1,1,1,1,1,1
USER_000440,1,1,1,1,1,1
USER_000441,1,1,1,1,1,1
USER_000442,1,1,1,1,1,1
USER_000443,1,1,1,1,1,1
USER_000444,1,1,1,1,1,1
USER_000445,1,1,1,1,1,1
USER_000446,1,1,1,1,1,1
USER_000447,1,1,1,1,1,1
USER_000448,1,1,1,1,1,1
USER_000449,1,1,1,1,1,1
USER_000450,1,1,1,1,1,1
USER_000451,1,1,1,1,1,1
USER_000452,1,1,1,1,1,1
USER_000453,1,1,1,1,1,1
USER_000454,1,1,1,1,1,1
USER_000455,1,1,1,1,1,1
USER_000456,1,1,1,1,1,1
USER_000457,1,1,1,1,1,1
USER_000458,1,1,1,1,1,1
USER_000459,1,1,1,1,1,1
USER_000460,1,1,1,1,1,1
USER_000461,1,1,1,1,1,1
USER_000462,1,1,1,1,1,1
USER_000463,1,1,1,1,1,1
USER_000464,1,1,1,1,1,1
USER_000465,1,1,1,1,1,1
USER_000466,1,1,1,1,1,1
USER_000467,1,1,1,1,1,1
USER_000468,1,1,1,1,1,1
USER_000469,1,1,1,1,1,1
USER_000470,1,1,1,1,1,1
USER_000471,1,1,1,1,1,1
USER_000472,1,1,1,1,1,1
USER_000473,1,1,1,1,1,1
USER_000474,1,1,1,1,1,1
USER_000475,1,1,1,1,1,1
USER_000476,1,1,1,1,1,1
USER_000477,1,1,1,1,1,1
USER_000478,1,1,1,1,1,1
USER_000479,1,1,1,1,1,1
USER_000480,1,1,1,1,1,1
USER_000481,1,1,1,1,1,1
USER_000482,1,1,1,1,1,1
USER_000483,1,1,1,1,1,1
USER_000484,1,1,1,1,1,1
USER_000485,1,1,1,1,1,1
USER_000486,1,1,1,1,1,1
USER_000487,1,1,1,1,1,1
USER_000488,1,1,1,1,1,1
USER_000489,1,1,1,1,1,1
USER_000490,1,1,1,1,1,1
USER_000491,1,1,1,1,1,1
USER_000492,1,1,1,1,1,1
USER_000493,1,1,1,1,1,1
USER_000494,1,1,1,1,1,1
USER_000495,1,1,1,1,1,1
USER_000496,1,1,1,1,1,1
USER_000497,1,1,1,1,1,1
USER_000498,1,1,1,1,1,1
USER_000499,1,1,1,1,1,1
USER_000500,1,1,1,1,1,1
USER_000501,1,1,1,1,1,1
USER_000502,1,1,1,1,1,1
USER_000503,1,1,1,1,1,1
USER_000504,1,1,1,1,1,1
USER_000505,1,1,1,1,1,1
USER_000506,1,1,1,1,1,1
USER_000507,1,1,1,1,1,1
USER_000508,1,1,1,1,1,1
USER_000509,1,1,1,1,1,1
USER_000510,1,1,1,1,1,1
USER_000511,1,1,1,1,1,1
USER_000512,1,1,1,1,1,1
USER_000513,1,1,1,1,1,1
USER_000514,1,1,1,1,1,1
USER_000515,1,1,1,1,1,1
USER_000516,1,1,1,1,1,1
USER_000517,1,1,1,1,1,1
USER_000518,1,1,1,1,1,1
USER_000519,1,1,1,1,1,1
USER_000520,1,1,1,1,1,1
USER_000521,1,1,1,1,1,1
USER_000522,1,1,1,1,1,1
USER_000523,1,1,1,1,1,1
USER_000524,1,1,1,1,1,1
USER_000525,1,1,1,1,1,1
USER_000526,1,1,1,1,1,1
USER_000527,1,1,1,1,1,1
USER_000528,1,1,1,1,1,1
USER_000529,1,1,1,1,1,1
USER_000530,1,1,1,1,1,1
USER_000531,1,1,1,1,1,1
USER_000532,1,1,1,1,1,1
USER_000533,1,1,1,1,1,1
USER_000534,1,1,1,1,1,1
USER_000535,1,1,1,1,1,1
USER_000536,1,1,1,1,1,1
USER_000537,1,1,1,1,1,1
USER_000538,1,1,1,1,1,1
USER_000539,1,1,1,1,1,1
USER_000540,1,1,1,1,1,1
USER_000541,1,1,1,1,1,1
USER_000542,1,1,1,1,1,1
USER_000543,1,1,1,1,1,1
USER_000544,1,1,1,1,1,1
USER_000545,1,1,1,1,1,1
USER_000546,1,1,1,1,1,1
USER_000547,1,1,1,1,1,1
USER_000548,1,1,1,1,1,1
USER_000549,1,1,1,1,1,1
USER_000550,1,1,1,1,1,1
USER_000551,1,1,1,1,1,1
USER_000552,1,1,1,1,1,1
USER_000553,1,1,1,1,1,1
USER_000554,1,1,1,1,1,1
USER_000555,1,1,1,1,1,1
USER_000556,1,1,1,1,1,1
USER_000557,1,1,1,1,1,1
USER_000558,1,1,1,1,1,1
USER_000559,1,1,1,1,1,1
USER_000560,1,1,1,1,1,1
USER_000561,1,1,1,1,1,1
USER_000562,1,1,1,1,1,1
USER_000563,1,1,1,1,1,1
USER_000564,1,1,1,1,1,1
USER_000565,1,1,1,1,1,1
USER_000566,1,1,1,1,1,1
USER_000567,1,1,1,1,1,1
USER_000568,1,1,1,1,1,1
USER_000569,1,1,1,1,1,1
USER_000570,1,1,1,1,1,1
USER_000571,1,1,1,1,1,1
USER_000572,1,1,1,1,1,1
USER_000573,1,1,1,1,1,1
USER_000574,1,1,1,1,1,1
USER_000575,1,1,1,1,1,1
USER_000576,1,1,1,1,1,1
USER_000577,1,1,1,1,1,1
USER_000578,1,1,1,1,1,1
USER_000579,1,1,1,1,1,1
USER_000580,1,1,1,1,1,1
USER_000581,1,1,1,1,1,1
USER_000582,1,1,1,1,1,1
USER_000583,1,1,1,1,1,1
USER_000584,1,1,1,1,1,1
USER_000585,1,1,1,1,1,1
USER_000586,1,1,1,1,1,1
USER_000587,1,1,1,1,1,1
USER_000588,1,1,1,1,1,1
USER_000589,1,1,1,1,1,1
USER_000590,1,1,1,1,1,1
USER_000591,1,1,1,1,1,1
USER_000592,1,1,1,1,1,1
USER_000593,1,1,1,1,1,1
USER_000594,1,1,1,1,1,1
USER_000595,1,1,1,1,1,1
USER_000596,1,1,1,1,1,1
USER_000597,1,1,1,1,1,1
USER_000598,1,1,1,1,1,1
USER_000599,1,1,1,1,1,1
USER_000600,1,1,1,1,1,1
USER_000601,1,1,1,1,1,1
USER_000602,1,1,1,1,1,1
USER_000603,1,1,1,1,1,1
USER_000604,1,1,1,1,1,1
USER_000605,1,1,1,1,1,1
USER_000606,1,1,1,1,1,1
USER_000607,1,1,1,1,1,1
USER_000608,1,1,1,1,1,1
USER_000609,1,1,1,1,1,1
USER_000610,1,1,1,1,1,1
USER_000611,1,1,1,1,1,1
USER_000612,1,1,1,1,1,1
USER_000613,1,1,1,1,1,1
USER_000614,1,1,1,1,1,1
USER_000615,1,1,1,1,1,1
USER_000616,1,1,1,1,1,1
USER_000617,1,1,1,1,1,1
USER_000618,1,1,1,1,1,1
USER_000619,1,1,1,1,1,1
USER_000620,1,1,1,1,1,1
USER_000621,1,1,1,1,1,1
USER_000622,1,1,1,1,1,1
USER_000623,1,1,1,1,1,1
USER_000624,1,1,1,1,1,1
USER_000625,1,1,1,1,1,1
USER_000626,1,1,1,1,1,1
USER_000627,1,1,1,1,1,1
USER_000628,1,1,1,1,1,1
USER_000629,1,1,1,1,1,1
USER_000630,1,1,1,1,1,1
USER_000631,1,1,1,1,1,1
USER_000632,1,1,1,1,1,1
USER_000633,1,1,1,1,1,1
USER_000634,1,1,1,1,1,1
USER_000635,1,1,1,1,1,1
USER_000636,1,1,1,1,1,1
USER_000637,1,1,1,1,1,1
USER_000638,1,1,1,1,1,1
USER_000639,1,1,1,1,1,1
USER_000640,1,1,1,1,1,1
USER_000641,1,1,1,1,1,1
USER_000642,1,1,1,1,1,1
USER_000643,1,1,1,1,1,1
USER_000644,1,1,1,1,1,1
USER_000645,1,1,1,1,1,1
USER_000646,1,1,1,1,1,1
USER_000647,1,1,1,1,1,1
USER_000648,1,1,1,1,1,1
USER_000649,1,1,1,1,1,1
USER_000650,1,1,1,1,1,1
USER_000651,1,1,1,1,1,1
USER_000652,1,1,1,1,1,1
USER_000653,1,1,1,1,1,1
USER_000654,1,1,1,1,1,1
USER_000655,1,1,1,1,1,1
USER_000656,1,1,1,1,1,1
USER_000657,1,1,1,1,1,1
USER_000658,1,1,1,1,1,1
USER_000659,1,1,1,1,1,1
USER_000660,1,1,1,1,1,1
USER_000661,1,1,1,1,1,1
USER_000662,1,1,1,1,1,1
USER_000663,1,1,1,1,1,1
USER_000664,1,1,1,1,1,1
USER_000665,1,1,1,1,1,1
USER_000666,1,1,1,1,1,1
USER_000667,1,1,1,1,1,1
USER_000668,1,1,1,1,1,1
USER_000669,1,1,1,1,1,1
USER_000670,1,1,1,1,1,1
USER_000671,1,1,1,1,1,1
USER_000672,1,1,1,1,1,1
USER_000673,1,1,1,1,1,1
USER_000674,1,1,1,1,1,1
USER_000675,1,1,1,1,1,1
USER_000676,1,1,1,1,1,1
USER_000677,1,1,1,1,1,1
USER_000678,1,1,1,1,1,1
USER_000679,1,1,1,1,1,1
USER_000680,1,1,1,1,1,1
USER_000681,1,1,1,1,1,1
USER_000682,1,1,1,1,1,1
USER_000683,1,1,1,1,1,1
USER_000684,1,1,1,1,1,1
USER_000685,1,1,1,1,1,1
USER_000686,1,1,1,1,1,1
USER_000687,1,1,1,1,1,1
USER_000688,1,1,1,1,1,1
USER_000689,1,1,1,1,1,1
USER_000690,1,1,1,1,1,1
USER_000691,1,1,1,1,1,1
USER_000692,1,1,1,1,1,1
USER_000693,1,1,1,1,1,1
USER_000694,1,1,1,1,1,1
USER_000695,1,1,1,1,1,1
USER_000696,1,1,1,1,1,1
USER_000697,1,1,1,1,1,1
USER_000698,1,1,1,1,1,1
USER_000699,1,1,1,1,1,1
USER_000700,1,1,1,1,1,1
USER_000701,1,1,1,1,1,1
USER_000702,1,1,1,1,1,1
USER_000703,1,1,1,1,1,1
USER_000704,1,1,1,1,1,1
USER_000705,1,1,1,1,1,1
USER_000706,1,1,1,1,1,1
USER_000707,1,1,1,1,1,1
USER_000708,1,1,1,1,1,1
USER_000709,1,1,1,1,1,1
USER_000710,1,1,1,1,1,1
USER_000711,1,1,1,1,1,1
USER_000712,1,1,1,1,1,1
USER_000713,1,1,1,1,1,1
USER_000714,1,1,1,1,1,1
USER_000715,1,1,1,1,1,1
USER_000716,1,1,1,1,1,1
USER_000717,1,1,1,1,1,1
USER_000718,1,1,1,1,1,1
USER_000719,1,1,1,1,1,1
USER_000720,1,1,1,1,1,1
USER_000721,1,1,1,1,1,1
USER_000722,1,1,1,1,1,1
USER_000723,1,1,1,1,1,1
USER_000724,1,1,1,1,1,1
USER_000725,1,1,1,1,1,1
USER_000726,1,1,1,1,1,1
USER_000727,1,1,1,1,1,1
USER_000728,1,1,1,1,1,1
USER_000729,1,1,1,1,1,1
USER_000730,1,1,1,1,1,1
USER_000731,1,1,1,1,1,1
USER_000732,1,1,1,1,1,1
USER_000733,1,1,1,1,1,1
USER_000734,1,1,1,1,1,1
USER_000735,1,1,1,1,1,1
USER_000736,1,1,1,1,1,1
USER_000737,1,1,1,1,1,1
USER_000738,1,1,1,1,1,1
USER_000739,1,1,1,1,1,1
USER_000740,1,1,1,1,1,1
USER_000741,1,1,1,1,1,1
USER_000742,1,1,1,1,1,1
USER_000743,1,1,1,1,1,1
USER_000744,1,1,1,1,1,1
USER_000745,1,1,1,1,1,1
USER_000746,1,1,1,1,1,1
USER_000747,1,1,1,1,1,1
USER_000748,1,1,1,1,1,1
USER_000749,1,1,1,1,1,1
USER_000750,1,1,1,1,1,1
USER_000751,1,1,1,1,1,1
USER_000752,1,1,1,1,1,1
USER_000753,1,1,1,1,1,1
USER_000754,1,1,1,1,1,1
USER_000755,1,1,1,1,1,1
USER_000756,1,1,1,1,1,1
USER_000757,1,1,1,1,1,1
USER_000758,1,1,1,1,1,1
USER_000759,1,1,1,1,1,1
USER_000760,1,1,1,1,1,1
USER_000761,1,1,1,1,1,1
USER_000762,1,1,1,1,1,1
USER_000763,1,1,1,1,1,1
USER_000764,1,1,1,1,1,1
USER_000765,1,1,1,1,1,1
USER_000766,1,1,1,1,1,1
USER_000767,1,1,1,1,1,1
USER_000768,1,1,1,1,1,1
USER_000769,1,1,1,1,1,1
USER_000770,1,1,1,1,1,1
USER_000771,1,1,1,1,1,1
USER_000772,1,1,1,1,1,1
USER_000773,1,1,1,1,1,1
