customer_id,customer_type,lifetime_value,churn,support_tickets,retention_days
CUST_00342,Startup,2205.65,0,1,353.9
CUST_00343,SMB,9533.85,0,1,428.3
CUST_00344,SMB,8091.75,0,8,435.1
CUST_00345,SMB,8876.05,0,2,508.4
CUST_00346,Startup,1508.15,0,3,264.3
CUST_00347,Startup,1671.38,0,2,291.9
CUST_00348,Enterprise,181134.56,0,4,1212.8
CUST_00349,SMB,8635.45,0,7,353.0
CUST_00350,Startup,1841.31,0,3,237.7
CUST_00351,Startup,1981.2,0,2,206.0
CUST_00352,Startup,2036.85,0,6,239.7
CUST_00353,Startup,1934.98,0,0,314.4
CUST_00354,SMB,8466.72,1,4,450.4
CUST_00355,SMB,8148.91,0,3,379.2
CUST_00356,Startup,2077.33,0,6,230.3
CUST_00357,Enterprise,143795.92,0,1,1438.8
CUST_00358,Startup,1440.34,0,3,321.1
CUST_00359,Startup,1824.92,0,1,321.5
CUST_00360,Startup,2370.15,0,4,277.4
CUST_00361,SMB,8410.76,1,3,408.8
CUST_00362,Startup,1253.5,0,4,253.7
CUST_00363,Startup,1711.18,0,2,271.7
CUST_00364,Startup,2214.38,0,4,198.0
CUST_00365,Startup,1913.44,0,2,248.6
CUST_00366,SMB,6797.85,0,3,396.3
CUST_00367,Startup,2045.93,0,6,320.7
CUST_00368,Startup,2411.12,0,6,337.2
CUST_00369,SMB,8151.88,0,6,495.3
CUST_00370,SMB,8672.94,0,1,314.1
CUST_00371,SMB,7905.54,0,8,445.2
CUST_00372,Enterprise,174742.21,0,0,1357.1
CUST_00373,SMB,6706.86,0,3,454.3
CUST_00374,Startup,2448.83,0,1,261.0
CUST_00375,SMB,9048.71,0,1,519.3
CUST_00376,SMB,7626.34,0,3,389.6
CUST_00377,Startup,1427.19,1,1,332.7
CUST_00378,Enterprise,139849.94,0,1,1350.5
CUST_00379,Startup,2012.4,0,4,297.7
CUST_00380,SMB,7900.91,0,5,383.8
CUST_00381,SMB,6014.54,0,3,383.4
CUST_00382,Startup,1127.9,0,2,265.0
CUST_00383,Startup,2398.59,0,1,292.5
CUST_00384,Startup,1758.09,0,1,226.2
CUST_00385,Startup,1971.01,0,2,263.4
CUST_00386,Startup,1699.33,0,5,249.9
CUST_00387,SMB,8481.78,0,4,378.2
CUST_00388,SMB,8605.22,0,6,486.9
CUST_00389,Startup,2343.38,0,5,288.4
CUST_00390,Startup,1714.31,0,2,252.9
CUST_00391,Startup,2270.12,0,5,298.0
CUST_00392,SMB,8917.97,0,5,374.0
CUST_00393,SMB,8283.75,0,3,360.7
CUST_00394,Startup,1937.29,0,0,301.3
CUST_00395,SMB,7814.38,1,4,400.7
CUST_00396,Startup,2065.73,1,4,283.1
CUST_00397,Startup,2058.89,0,2,248.1
CUST_00398,SMB,7002.33,0,7,482.2
CUST_00399,Startup,1735.68,0,2,251.5
CUST_00400,Startup,1728.62,0,2,326.9
CUST_00401,SMB,8231.45,1,4,458.8
CUST_00402,Startup,1725.12,0,0,334.2
CUST_00403,Startup,2351.06,0,2,285.4
CUST_00404,Startup,1354.28,0,2,315.1
CUST_00405,SMB,7372.27,0,8,402.7
CUST_00406,Startup,2502.92,0,1,242.2
CUST_00407,SMB,7083.07,0,8,439.6
CUST_00408,Enterprise,143106.77,0,1,1076.2
CUST_00409,Startup,1983.83,0,1,240.7
CUST_00410,SMB,9180.49,0,3,556.7
CUST_00411,SMB,6907.84,0,8,470.1
CUST_00412,Startup,2150.84,0,1,351.9
CUST_00413,Startup,1887.75,0,4,273.8
CUST_00414,Startup,1323.13,0,1,232.9
CUST_00415,Startup,2128.5,0,1,283.1
CUST_00416,SMB,6749.3,0,4,421.3
CUST_00417,SMB,7786.67,0,4,477.6
CUST_00418,SMB,8172.53,0,4,450.7
CUST_00419,Startup,1749.99,0,2,265.5
CUST_00420,Startup,2024.24,0,5,252.8
CUST_00421,Startup,2258.49,0,1,285.6
CUST_00422,Startup,1933.49,0,2,234.0
CUST_00423,SMB,9202.48,1,6,439.0
CUST_00424,Startup,2167.87,1,5,247.5
CUST_00425,SMB,7325.07,0,3,395.8
CUST_00426,Startup,1929.7,0,1,312.3
CUST_00427,SMB,8425.84,0,9,445.1
CUST_00428,Startup,1596.79,0,2,300.2
CUST_00429,SMB,9400.4,0,3,453.3
CUST_00430,SMB,7612.3,0,2,395.2
CUST_00431,SMB,5070.55,0,3,543.2
CUST_00432,Startup,2037.96,0,3,250.6
CUST_00433,Startup,2052.59,0,0,226.5
CUST_00434,SMB,7545.45,0,2,406.9
CUST_00435,SMB,7282.98,0,5,342.9
CUST_00436,Startup,1665.94,0,1,350.8
CUST_00437,SMB,6989.4,1,6,389.1
CUST_00438,Startup,2148.86,0,3,258.6
CUST_00439,Startup,1730.75,0,4,227.5
CUST_00440,SMB,6472.7,0,5,317.9
CUST_00441,SMB,8434.77,0,2,448.5
CUST_00442,Startup,2383.86,0,3,191.3
CUST_00443,SMB,6998.94,0,8,403.0
CUST_00444,SMB,9142.7,0,4,316.0
CUST_00445,Startup,2361.4,0,4,255.0
CUST_00446,Startup,1921.36,0,3,377.7
CUST_00447,Startup,1447.98,0,0,278.7
CUST_00448,Startup,2192.16,0,1,284.9
CUST_00449,SMB,8852.6,0,3,547.2
CUST_00450,SMB,8229.07,0,7,484.5
CUST_00451,Startup,1811.19,0,4,250.0
CUST_00452,Startup,1553.26,0,2,283.8
CUST_00453,SMB,9336.92,0,2,491.0
CUST_00454,Startup,1967.79,0,7,320.0
CUST_00455,SMB,8336.14,0,4,406.4
CUST_00456,Startup,2234.64,0,2,248.4
CUST_00457,Enterprise,150510.41,0,1,1261.1
CUST_00458,Startup,2228.04,0,1,322.2
CUST_00459,SMB,9194.76,0,4,473.7
CUST_00460,SMB,7165.68,0,5,465.8
CUST_00461,SMB,6491.81,1,3,350.6
CUST_00462,Startup,2077.6,0,4,288.5
CUST_00463,Startup,2044.81,0,3,294.6
CUST_00464,Startup,2296.96,0,2,255.4
CUST_00465,Startup,2360.91,0,3,311.0
CUST_00466,SMB,9029.46,0,3,472.3
CUST_00467,SMB,7796.27,0,4,528.4
CUST_00468,Startup,2027.33,0,4,352.3
CUST_00469,SMB,8473.05,0,4,476.2
CUST_00470,Startup,2021.82,0,3,287.5
CUST_00471,Enterprise,142131.49,0,0,1385.2
CUST_00472,Startup,2127.22,0,3,281.6
CUST_00473,Enterprise,150228.41,0,0,1354.8
CUST_00474,Startup,2064.45,0,3,257.5
CUST_00475,Startup,2149.06,0,3,322.8
CUST_00476,Startup,2268.98,0,3,213.1
CUST_00477,SMB,7629.42,0,0,339.1
CUST_00478,Startup,1785.6,0,1,300.9
CUST_00479,Startup,1964.02,0,3,309.6
CUST_00480,Startup,1824.22,1,2,293.2
CUST_00481,Startup,2375.85,0,5,262.1
CUST_00482,Startup,1936.27,0,4,340.2
CUST_00483,Startup,2086.52,0,0,257.5
CUST_00484,Startup,1573.65,0,2,259.3
CUST_00485,Startup,1680.86,0,1,248.4
CUST_00486,Startup,1468.68,0,4,298.9
CUST_00487,Enterprise,147745.19,0,1,1217.3
CUST_00488,SMB,7615.2,0,1,437.3
CUST_00489,Startup,2054.32,1,3,332.1
CUST_00490,Startup,2470.96,0,4,282.7
CUST_00491,Startup,1744.34,0,2,221.5
CUST_00492,Startup,1846.28,0,3,244.1
CUST_00493,SMB,7143.5,0,2,425.9
CUST_00494,SMB,7617.18,0,4,412.6
CUST_00495,Startup,1986.53,0,2,287.3
CUST_00496,SMB,9181.89,1,4,448.9
CUST_00497,Startup,2371.3,0,1,295.2
CUST_00498,SMB,7218.7,0,6,358.5
CUST_00499,Startup,1901.62,0,0,312.0
CUST_00500,Startup,1667.01,1,2,325.9
CUST_00501,Startup,1839.15,0,0,269.4
CUST_00502,Startup,1681.61,0,3,278.2
CUST_00503,SMB,8319.52,0,3,519.2
CUST_00504,Startup,1926.13,0,6,303.8
CUST_00505,Startup,1927.9,0,5,213.2
CUST_00506,SMB,5803.87,0,9,410.3
CUST_00507,Startup,2235.43,0,1,304.9
CUST_00508,Startup,2500.72,0,3,242.3
CUST_00509,Startup,2089.13,0,3,344.8
CUST_00510,Startup,1973.77,0,4,301.9
CUST_00511,Startup,1921.2,1,0,266.5
CUST_00512,SMB,8960.3,0,7,447.7
CUST_00513,Startup,1828.59,0,1,287.9
CUST_00514,Startup,2113.75,0,4,329.2
CUST_00515,Enterprise,158064.45,0,1,1292.8
CUST_00516,Enterprise,154717.19,0,0,1433.8
CUST_00517,SMB,8630.15,0,7,307.4
CUST_00518,Startup,1817.53,0,3,294.5
CUST_00519,Startup,2437.41,0,4,220.2
CUST_00520,SMB,9116.25,0,4,510.5
CUST_00521,Startup,1843.43,0,3,300.3
CUST_00522,SMB,6024.51,0,4,465.1
CUST_00523,Startup,1376.66,0,0,267.2
CUST_00524,Startup,2493.01,0,2,294.4
CUST_00525,Startup,1589.94,0,1,303.7
CUST_00526,Startup,1785.48,0,1,255.6
CUST_00527,SMB,7015.01,1,2,431.9
CUST_00528,SMB,7920.93,0,2,385.3
CUST_00529,SMB,10169.94,0,3,334.6
CUST_00530,Startup,2065.22,0,6,266.9
CUST_00531,Startup,2486.29,0,2,275.5
CUST_00532,Startup,2262.09,0,2,278.8
CUST_00533,Startup,2057.77,0,1,325.8
CUST_00534,Startup,1968.7,0,1,295.7
CUST_00535,Startup,2037.25,0,6,308.4
CUST_00536,Startup,1881.16,0,4,249.3
CUST_00537,Startup,1951.03,0,1,344.8
CUST_00538,SMB,7636.88,0,3,299.6
CUST_00539,Startup,1877.79,0,0,338.9
CUST_00540,SMB,7941.24,0,6,389.7
CUST_00541,Startup,2050.11,0,3,296.7
CUST_00542,Startup,2178.65,0,1,256.4
CUST_00543,SMB,7019.59,0,7,354.6
CUST_00544,Startup,2343.81,0,3,248.9
CUST_00545,Startup,1956.42,0,1,267.2
CUST_00546,SMB,7392.35,0,6,411.8
CUST_00547,SMB,7756.94,0,2,420.1
CUST_00548,Startup,1983.22,0,6,293.5
CUST_00549,Startup,2116.51,0,2,276.2
CUST_00550,Startup,2025.83,0,4,250.1
CUST_00551,Startup,2003.85,0,3,299.2
CUST_00552,Startup,1882.12,0,2,251.2
CUST_00553,Startup,2137.93,0,4,273.0
CUST_00554,Startup,1708.35,0,0,319.3
CUST_00555,Startup,1970.65,0,1,235.7
CUST_00556,SMB,8395.8,0,9,435.8
CUST_00557,SMB,6258.3,0,3,397.7
CUST_00558,Enterprise,151658.03,0,0,1187.4
CUST_00559,Startup,2148.22,0,1,165.8
CUST_00560,Startup,1952.09,0,1,297.2
CUST_00561,Startup,2013.65,1,3,302.3
CUST_00562,SMB,9988.33,0,5,556.8
CUST_00563,SMB,9868.82,0,6,445.2
CUST_00564,Enterprise,171526.31,0,2,1215.3
CUST_00565,SMB,7410.11,0,2,461.9
CUST_00566,Startup,2049.29,0,4,367.8
CUST_00567,SMB,8233.85,0,3,482.1
CUST_00568,SMB,7619.0,0,6,452.8
CUST_00569,Startup,2585.26,0,1,290.8
CUST_00570,SMB,7867.86,0,3,388.6
CUST_00571,Startup,1603.72,0,5,195.1
CUST_00572,Startup,1862.71,0,3,287.4
CUST_00573,SMB,7860.95,0,2,492.3
CUST_00574,Startup,1830.05,0,2,235.2
CUST_00575,Startup,1776.4,0,2,252.8
CUST_00576,Startup,2088.09,0,2,277.3
