customer_id,revenue
200644,70.97
200645,105.39
200646,69.19
200647,172.49
200648,25831.21
200649,216.8
200650,657.63
200651,20716.59
200652,617.86
200653,77.71
200654,695.8
200655,509.11
200656,115.44
200657,794.64
200658,523.69
200659,498.94
200660,745.71
200661,21141.85
200662,1009.3
200663,18999.11
200664,24438.5
200665,271.62
200666,1272.48
200667,395.69
200668,33344.19
200669,136.18
200670,446.64
200671,759.46
200672,23409.77
200673,208.54
200674,315.22
200675,239.1
200676,29229.47
200677,158.91
200678,239.31
200679,175.53
200680,596.28
200681,550.99
200682,81.22
200683,200.35
200684,81.89
200685,368.67
200686,1135.85
200687,474.04
200688,21597.86
200689,287.27
200690,29144.35
200691,346.1
200692,22807.2
200693,122.27
200694,174.62
200695,424.24
200696,690.97
200697,75.85
200698,62.84
200699,198.52
200700,30745.34
200701,391.14
200702,884.47
200703,586.03
200704,52.69
200705,191.74
200706,137.5
200707,121.37
200708,149.21
200709,189.22
200710,28732.51
200711,1111.42
200712,26344.58
200713,418.32
200714,434.72
200715,400.98
200716,58.36
200717,241.76
200718,119.32
200719,510.33
200720,1108.77
200721,214.25
200722,126.76
200723,186.85
200724,751.64
200725,358.12
200726,26553.5
200727,198.14
200728,76.6
200729,603.94
200730,717.33
200731,83.47
200732,71.76
200733,369.27
200734,338.09
200735,460.36
200736,280.93
200737,1127.15
200738,159.46
200739,604.34
200740,620.04
200741,64.31
200742,30482.14
200743,279.9
200744,26252.53
200745,80.75
200746,695.43
200747,1154.96
200748,235.28
200749,712.12
200750,24274.2
200751,895.14
200752,258.17
200753,665.15
200754,29028.53
200755,245.27
200756,26330.43
200757,29722.56
200758,177.61
200759,15735.42
200760,22799.54
200761,28550.02
200762,18924.36
200763,382.64
200764,440.3
200765,196.55
200766,23449.2
200767,18859.84
200768,367.96
200769,101.41
200770,354.42
200771,70.57
200772,26573.23
200773,60.17
200774,206.23
200775,380.26
200776,440.98
200777,25197.23
200778,224.44
200779,543.06
200780,537.66
200781,22073.47
200782,315.13
200783,590.08
200784,771.51
200785,617.96
200786,23636.37
200787,78.79
200788,501.55
200789,221.66
200790,297.7
200791,276.42
200792,530.33
200793,165.76
200794,206.28
200795,28800.06
200796,301.57
200797,205.42
200798,28982.33
200799,382.64
200800,316.19
200801,24758.39
200802,88.48
200803,25631.05
200804,246.12
200805,20829.69
200806,53.88
200807,390.58
200808,29415.51
200809,253.03
200810,24029.27
200811,19883.88
200812,27294.98
200813,544.01
200814,645.26
200815,909.91
200816,146.74
200817,220.77
200818,76.49
200819,140.2
200820,606.02
200821,54.02
200822,432.68
200823,99.43
200824,23777.52
200825,402.84
200826,172.16
200827,234.28
200828,163.12
200829,850.3
200830,731.16
200831,1439.82
200832,119.7
200833,94.08
200834,21026.57
200835,262.27
200836,510.21
200837,444.65
200838,312.06
200839,52.92
200840,33168.3
200841,23810.07
200842,116.57
200843,186.2
200844,72.6
200845,24582.63
200846,22624.75
200847,219.7
200848,128.22
200849,516.72
200850,560.7
200851,689.0
200852,702.79
200853,109.37
200854,542.47
200855,810.6
200856,448.96
200857,75.04
200858,257.16
200859,315.43
200860,96.6
200861,477.97
200862,221.14
200863,24047.56
200864,705.95
200865,1298.73
200866,24784.38
200867,68.48
200868,514.08
200869,877.97
200870,1293.96
200871,144.64
200872,21070.79
200873,24027.76
200874,2910.36
200875,271.32
200876,174.2
200877,21217.97
200878,22231.0
200879,139.96
200880,23216.23
200881,598.83
200882,609.06
200883,123.12
200884,512.33
200885,1063.47
200886,148.53
200887,29029.78
200888,594.45
200889,1157.78
200890,1050.96
200891,1506.22
200892,74.36
200893,155.07
200894,27106.15
200895,31676.28
200896,1189.91
200897,302.44
200898,373.47
200899,1213.76
200900,53.12
200901,145.99
200902,26246.61
200903,574.75
200904,1108.66
200905,174.8
200906,462.74
200907,1711.68
200908,93.18
200909,377.55
200910,114.1
200911,192.07
200912,563.55
200913,19980.31
200914,405.09
200915,465.19
200916,94.27
200917,1140.49
200918,146.12
200919,774.71
200920,328.49
200921,532.78
200922,24505.07
200923,319.59
200924,772.1
200925,302.53
200926,144.97
200927,607.54
200928,347.06
200929,540.04
200930,227.0
200931,111.18
200932,107.73
200933,22901.35
200934,607.3
200935,288.72
200936,20921.22
200937,87.28
200938,228.01
200939,19508.56
200940,91.54
200941,228.91
200942,628.33
200943,126.28
200944,1264.44
200945,490.63
200946,483.55
200947,303.75
200948,350.55
200949,106.39
200950,910.37
200951,81.01
200952,175.32
200953,24807.65
200954,21459.01
200955,76.23
200956,536.42
200957,504.47
200958,25886.23
200959,155.11
200960,488.85
200961,829.95
200962,22131.94
200963,174.53
200964,120.26
200965,31459.12
200966,886.81
200967,19092.3
200968,31377.77
200969,21879.2
200970,155.3
200971,445.01
200972,604.98
200973,102.65
200974,253.41
200975,199.67
200976,334.81
200977,473.9
200978,61.94
200979,151.14
200980,203.74
200981,1213.65
200982,33187.45
200983,24029.21
200984,199.31
200985,625.47
200986,145.68
200987,75.84
200988,258.36
200989,29255.76
200990,22612.1
200991,259.4
200992,115.17
200993,180.54
200994,826.2
200995,24998.75
200996,67.28
200997,153.87
200998,395.47
200999,173.51
201000,308.72
201001,862.17
201002,27282.03
201003,199.84
201004,533.56
201005,21672.18
201006,122.09
201007,218.41
201008,142.4
201009,58.24
201010,24113.95
201011,784.76
201012,1041.29
201013,953.79
201014,268.33
201015,638.94
201016,24650.26
201017,220.2
201018,214.69
201019,727.64
201020,88.61
201021,449.05
201022,264.57
201023,522.99
201024,51.93
201025,198.59
201026,578.52
201027,203.44
201028,155.05
201029,284.88
201030,1139.48
201031,966.91
201032,71.48
201033,309.16
201034,306.44
201035,424.28
201036,25916.3
201037,822.86
201038,988.6
201039,24910.8
201040,19979.46
201041,22757.57
201042,113.93
201043,525.8
201044,155.52
201045,1108.61
201046,141.3
201047,24634.4
201048,507.42
201049,1209.81
201050,23387.7
201051,19631.49
201052,76.27
201053,101.31
201054,173.61
201055,420.61
201056,1053.11
201057,515.69
201058,192.0
201059,331.07
201060,349.87
201061,194.37
201062,203.69
201063,159.6
201064,325.04
201065,556.03
201066,310.11
201067,1761.73
201068,838.25
201069,103.95
201070,800.7
201071,73.01
201072,196.0
201073,66.79
201074,446.15
201075,356.78
201076,98.77
201077,243.95
201078,50.52
201079,342.97
201080,25781.93
201081,92.67
201082,245.95
201083,2112.12
201084,1777.61
201085,139.03
201086,84.2
201087,26900.67
201088,131.57
201089,25346.79
201090,59.15
201091,136.61
201092,205.78
201093,112.5
201094,804.58
201095,550.64
201096,784.51
201097,1432.39
201098,99.44
201099,366.54
201100,314.48
201101,31013.68
201102,212.24
201103,1204.98
201104,26739.08
201105,192.9
201106,246.09
201107,1063.45
201108,320.28
201109,32890.17
201110,89.68
201111,773.42
201112,235.72
201113,518.62
201114,233.24
201115,76.07
201116,81.83
201117,126.02
201118,18869.2
201119,875.27
201120,61.81
201121,449.05
201122,28841.22
201123,21620.23
201124,29746.94
201125,364.12
201126,498.23
201127,1196.15
201128,749.99
201129,248.28
201130,368.45
201131,119.96
201132,79.84
201133,28616.07
201134,475.73
201135,237.13
201136,91.38
201137,25390.68
201138,26291.9
201139,91.26
201140,375.8
201141,376.22
201142,24450.76
201143,28117.4
201144,1418.69
201145,244.4
201146,25597.45
201147,825.28
201148,91.04
201149,391.97
201150,21438.73
201151,204.0
201152,16577.41
201153,27976.74
201154,362.36
201155,24803.88
201156,417.08
201157,641.46
201158,76.32
201159,84.16
201160,25784.53
201161,404.1
201162,20212.85
201163,21890.51
201164,289.24
201165,16688.75
201166,81.22
201167,322.32
201168,199.35
201169,109.54
201170,198.56
201171,625.17
201172,408.18
201173,546.97
201174,962.21
201175,25641.96
201176,167.79
201177,25825.45
201178,27203.19
201179,192.53
201180,63.08
201181,28312.92
201182,412.64
201183,236.56
201184,187.66
201185,21475.73
201186,506.32
201187,20605.52
201188,467.09
201189,30505.99
201190,21019.41
201191,481.77
201192,129.99
201193,498.38
201194,278.79
201195,318.71
201196,393.09
201197,220.49
201198,20896.99
201199,588.28
201200,518.04
201201,61.23
201202,215.21
201203,61.97
201204,326.92
201205,284.2
201206,124.05
201207,88.98
201208,54.58
201209,392.12
201210,27000.96
201211,113.65
201212,426.92
201213,126.26
201214,214.43
201215,17992.68
201216,995.68
201217,140.54
201218,278.83
201219,25971.53
201220,742.63
201221,55.07
201222,213.9
201223,26743.9
201224,1103.96
201225,32764.87
201226,352.52
201227,108.26
201228,163.43
201229,100.14
201230,306.2
201231,218.9
201232,654.44
201233,261.79
201234,144.92
201235,615.84
201236,27022.36
201237,56.2
201238,90.01
201239,25580.25
201240,107.67
201241,454.02
201242,186.05
201243,29727.56
201244,138.96
201245,21190.73
201246,458.12
201247,293.66
201248,25848.37
201249,473.69
201250,603.32
201251,316.52
201252,1561.01
201253,142.36
201254,27432.98
201255,29403.29
201256,102.8
201257,130.36
201258,161.72
201259,747.12
201260,400.93
201261,495.58
201262,187.72
201263,149.14
201264,21217.02
201265,404.87
201266,230.67
201267,27562.17
201268,292.88
201269,966.65
201270,205.92
201271,264.37
201272,1372.95
201273,439.84
201274,753.93
201275,373.77
201276,51.34
201277,204.5
201278,425.13
201279,503.06
201280,140.78
201281,25766.31
201282,103.95
201283,28984.47
201284,613.31
201285,221.02
201286,27216.23
201287,685.16
201288,150.91
201289,309.13
201290,500.54
201291,70.02
201292,401.89
201293,400.15
201294,292.68
201295,227.53
201296,461.11
201297,34085.8
201298,603.0
201299,128.7
201300,146.91
201301,28655.09
201302,21817.77
201303,332.49
201304,140.46
201305,160.34
201306,288.57
201307,70.81
201308,115.0
201309,470.17
201310,160.86
201311,20757.58
201312,136.76
201313,120.07
201314,413.38
201315,24056.12
201316,27658.81
201317,122.94
201318,33271.63
201319,22929.23
201320,25492.31
201321,1231.66
201322,28432.06
201323,213.21
201324,120.22
201325,297.83
201326,886.1
201327,282.66
201328,486.43
201329,18009.45
201330,25702.14
201331,72.33
201332,171.6
201333,287.24
201334,1375.01
201335,501.85
201336,465.55
201337,74.26
201338,112.15
201339,152.86
201340,22896.48
201341,646.25
201342,28134.36
201343,127.0
201344,517.94
201345,303.69
201346,57.1
201347,1051.0
201348,628.32
201349,432.75
201350,84.02
201351,21990.26
201352,525.38
201353,448.39
201354,17827.57
201355,490.36
201356,201.27
201357,149.45
201358,119.14
201359,67.27
201360,98.55
201361,588.02
201362,100.83
201363,17854.5
201364,408.38
201365,219.93
201366,60.7
201367,58.85
201368,359.18
201369,373.29
201370,113.44
201371,654.29
201372,506.16
201373,72.92
201374,646.34
201375,154.26
201376,196.44
201377,260.03
201378,735.06
201379,17467.4
201380,295.0
201381,29327.94
201382,30674.13
201383,20903.89
201384,70.85
201385,466.32
201386,140.88
201387,616.34
201388,23339.14
201389,22554.46
201390,202.53
201391,417.64
201392,835.16
201393,54.09
201394,75.26
201395,568.86
201396,167.8
201397,59.61
201398,95.34
201399,75.03
201400,811.9
201401,541.62
201402,102.53
201403,33850.12
201404,140.86
201405,262.14
201406,22874.18
201407,429.32
201408,518.14
201409,24990.38
201410,164.18
201411,544.75
201412,222.71
201413,28004.4
201414,133.68
201415,875.15
201416,306.72
201417,365.2
201418,524.52
201419,119.18
201420,168.86
201421,314.96
201422,24547.49
201423,402.35
201424,27784.67
201425,204.43
201426,31120.78
201427,68.37
201428,1052.09
201429,79.41
201430,240.01
201431,442.32
201432,63.09
201433,234.48
201434,326.09
201435,792.55
201436,639.79
201437,479.21
201438,169.2
201439,815.32
201440,593.93
201441,290.88
201442,242.67
201443,26452.46
201444,125.43
201445,18609.6
201446,135.19
201447,849.08
201448,23076.66
201449,973.96
201450,103.29
201451,91.59
201452,388.19
201453,100.29
201454,789.53
201455,371.64
201456,150.53
201457,135.09
201458,30314.56
201459,198.56
201460,1679.95
201461,201.65
201462,259.28
201463,291.82
201464,1184.75
201465,126.54
201466,64.15
201467,19668.89
201468,149.94
201469,1560.16
201470,332.78
201471,187.67
201472,267.41
201473,214.24
201474,414.92
201475,28578.59
201476,31668.9
201477,176.82
201478,26886.17
201479,206.33
201480,846.8
201481,287.44
201482,505.96
201483,27728.28
201484,263.13
201485,32127.2
201486,36473.61
201487,122.77
201488,28056.12
201489,697.39
201490,370.72
201491,89.01
201492,65.71
201493,457.35
201494,750.15
201495,50.05
201496,19372.74
201497,23440.31
201498,74.78
201499,58.4
201500,103.7
201501,337.88
201502,701.07
201503,31513.87
201504,187.77
201505,173.12
201506,28488.79
201507,468.15
201508,21141.18
201509,283.91
201510,109.05
201511,1535.41
201512,890.15
201513,310.37
201514,21196.36
201515,119.88
201516,131.17
201517,534.72
201518,106.33
201519,28362.94
201520,139.04
201521,338.32
201522,429.48
201523,29355.08
201524,280.88
201525,507.2
201526,155.23
201527,26286.71
201528,21492.9
201529,385.96
201530,769.84
201531,937.38
201532,494.54
201533,389.26
201534,335.23
201535,238.55
201536,212.07
201537,431.52
201538,384.35
201539,2043.21
201540,58.27
201541,183.01
201542,543.94
201543,307.95
201544,545.55
201545,343.21
201546,239.31
201547,104.01
201548,665.18
201549,436.6
201550,23573.31
201551,352.21
201552,249.09
201553,964.08
201554,474.93
201555,206.43
201556,977.63
201557,93.3
201558,21106.48
201559,72.5
201560,1207.64
201561,180.75
201562,482.11
201563,52.76
201564,991.5
201565,810.65
201566,74.07
201567,226.78
201568,30715.43
201569,260.66
201570,31354.51
201571,322.27
201572,189.22
201573,24358.56
201574,323.8
201575,18325.6
201576,2291.92
201577,72.48
201578,281.57
201579,333.55
201580,127.78
201581,28911.26
201582,74.52
201583,237.54
201584,464.02
201585,53.18
201586,741.58
201587,156.86
201588,597.43
201589,25184.01
201590,997.14
201591,819.78
201592,139.89
201593,154.29
201594,362.82
201595,790.87
201596,1784.89
201597,212.67
201598,655.04
201599,31705.57
201600,579.71
201601,668.72
201602,80.25
201603,29245.48
201604,27412.38
201605,647.74
201606,261.8
201607,88.48
201608,24420.38
201609,231.21
201610,22181.09
201611,945.11
201612,1016.12
201613,429.3
201614,23468.73
201615,793.01
201616,146.76
201617,155.5
201618,21697.39
201619,58.57
201620,682.39
201621,424.54
201622,85.53
201623,33199.25
201624,140.24
201625,576.82
201626,248.44
201627,438.81
201628,250.97
201629,661.68
201630,250.19
201631,19308.1
201632,106.85
201633,24655.72
201634,322.86
201635,27619.9
201636,183.72
201637,1025.14
201638,77.61
201639,26446.64
201640,164.32
201641,163.53
201642,623.45
201643,146.93
201644,110.17
201645,25830.41
201646,71.79
201647,178.08
201648,1078.71
201649,425.99
201650,291.34
201651,946.28
201652,203.3
201653,23512.57
201654,776.97
201655,68.68
201656,458.37
201657,254.37
201658,22542.71
201659,74.82
201660,618.26
201661,198.68
201662,723.36
201663,23697.56
201664,442.44
201665,130.88
201666,278.32
201667,81.29
201668,404.36
201669,157.59
201670,229.83
201671,475.92
201672,435.49
201673,298.65
201674,323.86
201675,339.17
201676,128.51
201677,169.5
201678,357.24
201679,719.99
201680,31362.33
201681,445.34
201682,644.98
201683,15438.78
201684,733.61
201685,25206.64
201686,691.64
201687,620.3
201688,667.22
201689,194.51
201690,290.68
201691,63.32
201692,23328.36
201693,385.84
201694,1355.6
201695,86.66
201696,113.43
201697,14587.45
201698,787.79
201699,24131.48
201700,18692.01
201701,558.53
201702,2049.51
201703,314.0
201704,1512.27
201705,919.59
201706,551.01
201707,194.92
201708,246.93
201709,276.76
201710,27024.96
201711,192.39
201712,622.33
201713,287.13
201714,366.62
201715,493.2
201716,22640.42
201717,129.25
201718,163.19
201719,693.4
201720,115.51
201721,256.27
201722,254.26
201723,25632.21
201724,285.3
201725,78.6
201726,23207.1
201727,426.6
201728,415.76
201729,510.2
201730,132.21
201731,23181.81
201732,26823.62
201733,29234.91
201734,70.85
201735,59.64
201736,25050.0
201737,21875.37
201738,164.62
201739,522.51
201740,117.92
201741,1218.15
201742,350.89
201743,79.25
201744,305.22
201745,143.17
201746,27659.71
201747,25725.0
201748,77.12
201749,437.0
201750,236.78
201751,28489.26
201752,601.02
201753,25874.14
201754,221.47
201755,573.03
201756,715.35
201757,565.86
201758,247.29
201759,85.78
201760,1114.41
201761,132.14
201762,199.44
201763,786.23
201764,113.51
201765,204.58
201766,19803.13
201767,388.72
201768,58.71
201769,335.53
201770,28847.95
201771,472.76
201772,23510.72
201773,653.38
201774,29883.29
201775,1233.98
201776,238.34
201777,1330.01
201778,735.19
201779,479.76
201780,93.67
201781,26206.8
201782,92.69
201783,22939.13
201784,330.96
201785,360.16
201786,80.76
201787,25070.45
201788,615.02
201789,639.97
201790,177.22
201791,28729.74
201792,202.82
201793,22573.99
201794,121.27
201795,21040.17
201796,582.05
201797,139.36
201798,713.93
201799,223.52
201800,235.38
201801,146.99
201802,19578.21
201803,26965.72
201804,143.59
201805,552.86
201806,26323.41
201807,20801.38
201808,119.98
201809,640.48
201810,26713.27
201811,569.2
201812,425.37
201813,22713.02
201814,274.33
201815,283.03
201816,356.07
201817,86.13
201818,72.55
201819,580.95
201820,27925.52
201821,490.97
201822,380.12
201823,23880.03
201824,28087.68
201825,794.94
201826,188.22
201827,276.79
201828,98.29
201829,73.6
201830,22086.15
201831,192.89
201832,32228.79
201833,355.46
201834,165.72
201835,70.53
201836,21788.7
201837,32645.68
201838,219.52
201839,217.66
201840,1062.7
201841,1499.14
201842,268.07
201843,179.76
201844,454.94
201845,117.49
201846,162.67
201847,168.41
201848,478.75
201849,281.94
201850,158.05
201851,613.16
201852,122.48
201853,797.76
201854,752.19
201855,1490.35
201856,351.24
201857,20108.42
201858,764.34
201859,20543.81
201860,26456.56
201861,26686.18
201862,418.67
201863,274.97
201864,284.01
201865,70.95
201866,276.48
201867,86.25
201868,550.94
201869,976.9
201870,27145.16
201871,23090.36
201872,403.65
201873,252.41
201874,422.12
201875,560.13
201876,608.83
201877,474.48
201878,30011.37
201879,22047.77
201880,26354.75
201881,135.06
201882,756.28
201883,725.79
201884,181.84
201885,371.68
201886,61.82
201887,501.33
201888,622.94
201889,318.5
201890,17479.96
201891,308.89
201892,426.44
201893,239.2
201894,134.06
201895,253.89
201896,22067.38
201897,551.13
201898,235.83
201899,25016.92
201900,1401.82
201901,22994.39
201902,108.59
201903,25187.74
201904,94.97
201905,135.92
201906,226.45
201907,256.65
201908,367.95
201909,535.17
201910,184.34
201911,92.4
201912,274.51
201913,162.11
201914,25724.25
201915,98.1
201916,20218.82
201917,133.23
201918,617.95
201919,95.91
201920,287.64
201921,1244.31
201922,286.42
201923,441.09
201924,287.47
201925,774.12
201926,326.83
201927,137.04
