customer_id,customer_type,product,revenue,churn,support_tickets
CUST_00044,Startup,Analytics Suite,442.25,0,1
CUST_00045,SMB,Enterprise Core,822.76,0,6
CUST_00046,Startup,Analytics Suite,526.87,0,5
CUST_00047,SMB,Cloud Pro,903.39,0,3
CUST_00048,Startup,Cloud Pro,514.68,0,2
CUST_00049,Startup,Enterprise Core,652.14,1,1
CUST_00050,SMB,Cloud Pro,901.81,0,4
CUST_00051,Startup,Enterprise Core,570.82,0,4
CUST_00052,Startup,Analytics Suite,523.32,0,1
CUST_00053,Startup,Enterprise Core,330.29,0,1
CUST_00054,Startup,Enterprise Core,435.44,0,5
CUST_00055,Startup,Enterprise Core,684.02,0,5
CUST_00056,Startup,Analytics Suite,425.45,0,3
CUST_00057,SMB,Enterprise Core,1317.13,0,3
CUST_00058,SMB,Analytics Suite,1155.91,0,2
CUST_00059,Enterprise,Analytics Suite,16620.62,0,0
CUST_00060,SMB,Analytics Suite,1279.14,0,4
CUST_00061,SMB,Enterprise Core,994.72,0,2
CUST_00062,SMB,Enterprise Core,1056.03,0,3
CUST_00063,Startup,Enterprise Core,390.19,1,4
CUST_00064,SMB,Analytics Suite,927.64,0,8
CUST_00065,SMB,Analytics Suite,1105.79,0,6
CUST_00066,Startup,Analytics Suite,296.1,0,0
CUST_00067,SMB,Cloud Pro,747.71,0,4
CUST_00068,Startup,Cloud Pro,413.5,0,6
CUST_00069,SMB,Analytics Suite,910.42,1,8
CUST_00070,Startup,Cloud Pro,372.42,0,2
CUST_00071,Startup,Cloud Pro,487.54,0,4
CUST_00072,SMB,Cloud Pro,765.48,0,9
CUST_00073,Enterprise,Cloud Pro,15111.21,0,0
CUST_00074,Startup,Cloud Pro,508.96,0,3
CUST_00075,Startup,Enterprise Core,486.47,0,2
CUST_00076,Startup,Analytics Suite,600.36,0,3
CUST_00077,Startup,Analytics Suite,402.83,0,1
CUST_00078,SMB,Analytics Suite,724.08,0,0
CUST_00079,SMB,Cloud Pro,892.88,1,9
CUST_00080,SMB,Enterprise Core,1171.32,1,3
CUST_00081,Startup,Enterprise Core,480.9,0,2
CUST_00082,Startup,Cloud Pro,445.16,0,2
CUST_00083,SMB,Analytics Suite,1291.0,0,1
CUST_00084,SMB,Enterprise Core,1000.62,0,5
CUST_00085,SMB,Enterprise Core,944.32,0,6
CUST_00086,SMB,Analytics Suite,1126.67,0,4
CUST_00087,Startup,Analytics Suite,389.46,0,4
CUST_00088,Startup,Cloud Pro,578.22,0,2
CUST_00089,Startup,Enterprise Core,533.52,1,2
CUST_00090,Startup,Cloud Pro,405.25,0,0
CUST_00091,SMB,Enterprise Core,1191.02,1,1
CUST_00092,Startup,Analytics Suite,396.71,0,2
CUST_00093,Startup,Analytics Suite,365.41,0,5
CUST_00094,Startup,Analytics Suite,418.07,0,2
CUST_00095,Startup,Cloud Pro,656.88,0,0
CUST_00096,Startup,Cloud Pro,367.19,0,7
CUST_00097,Startup,Cloud Pro,561.58,1,4
CUST_00098,SMB,Cloud Pro,1240.78,0,2
CUST_00099,Enterprise,Enterprise Core,13093.5,0,1
CUST_00100,SMB,Analytics Suite,1290.49,0,5
CUST_00101,Enterprise,Cloud Pro,14752.82,0,1
CUST_00102,Startup,Enterprise Core,409.79,0,3
CUST_00103,SMB,Enterprise Core,891.18,1,3
CUST_00104,Startup,Enterprise Core,483.72,0,1
CUST_00105,Startup,Enterprise Core,477.14,0,3
CUST_00106,SMB,Cloud Pro,801.13,0,8
CUST_00107,SMB,Analytics Suite,952.46,0,1
CUST_00108,Startup,Enterprise Core,519.22,0,3
CUST_00109,SMB,Analytics Suite,1197.73,0,4
CUST_00110,SMB,Cloud Pro,729.71,0,2
CUST_00111,SMB,Enterprise Core,851.37,0,7
CUST_00112,SMB,Cloud Pro,840.6,0,2
CUST_00113,Startup,Cloud Pro,462.48,0,3
CUST_00114,Startup,Analytics Suite,468.23,0,3
CUST_00115,Startup,Analytics Suite,476.6,0,2
CUST_00116,Startup,Analytics Suite,546.64,0,0
CUST_00117,Startup,Cloud Pro,416.49,0,4
CUST_00118,SMB,Enterprise Core,1417.91,1,5
CUST_00119,Startup,Cloud Pro,479.93,0,0
CUST_00120,Startup,Cloud Pro,376.79,0,5
CUST_00121,Startup,Enterprise Core,340.19,0,1
CUST_00122,Startup,Enterprise Core,546.22,0,8
CUST_00123,SMB,Enterprise Core,983.02,0,4
CUST_00124,SMB,Enterprise Core,751.34,0,1
CUST_00125,SMB,Analytics Suite,749.92,0,4
CUST_00126,SMB,Analytics Suite,1120.9,0,3
CUST_00127,Startup,Cloud Pro,365.59,0,5
CUST_00128,Startup,Analytics Suite,339.67,0,2
CUST_00129,Enterprise,Analytics Suite,14028.55,0,0
CUST_00130,Startup,Cloud Pro,404.61,1,2
CUST_00131,SMB,Analytics Suite,1021.18,0,8
CUST_00132,SMB,Analytics Suite,1116.88,0,4
CUST_00133,SMB,Cloud Pro,1177.38,0,1
CUST_00134,SMB,Cloud Pro,915.85,0,8
CUST_00135,Startup,Analytics Suite,510.95,0,1
CUST_00136,SMB,Cloud Pro,1210.51,0,1
CUST_00137,Startup,Enterprise Core,569.02,1,3
CUST_00138,Startup,Analytics Suite,244.16,0,0
CUST_00139,SMB,Analytics Suite,1135.87,0,6
CUST_00140,Startup,Analytics Suite,385.12,0,7
CUST_00141,Startup,Enterprise Core,680.22,0,3
CUST_00142,SMB,Cloud Pro,1076.62,0,4
CUST_00143,Startup,Analytics Suite,699.57,0,9
CUST_00144,SMB,Analytics Suite,1621.98,0,6
CUST_00145,SMB,Cloud Pro,1126.72,0,5
CUST_00146,Enterprise,Enterprise Core,14175.94,0,0
CUST_00147,Startup,Enterprise Core,348.21,0,3
CUST_00148,Startup,Analytics Suite,464.3,0,4
CUST_00149,SMB,Enterprise Core,800.72,0,4
CUST_00150,SMB,Enterprise Core,944.03,0,5
CUST_00151,Startup,Analytics Suite,463.07,0,2
CUST_00152,SMB,Enterprise Core,1028.68,0,3
CUST_00153,SMB,Analytics Suite,859.27,0,3
CUST_00154,Startup,Analytics Suite,593.2,0,3
CUST_00155,Startup,Analytics Suite,652.03,0,2
CUST_00156,SMB,Enterprise Core,901.04,0,2
CUST_00157,Startup,Cloud Pro,651.36,0,2
CUST_00158,Startup,Enterprise Core,438.66,0,2
CUST_00159,SMB,Enterprise Core,1189.69,0,2
CUST_00160,Startup,Cloud Pro,371.4,0,1
CUST_00161,SMB,Enterprise Core,1334.69,0,1
CUST_00162,Startup,Cloud Pro,634.05,0,4
CUST_00163,Startup,Cloud Pro,565.56,0,2
CUST_00164,Startup,Analytics Suite,346.35,0,4
CUST_00165,SMB,Cloud Pro,827.09,1,6
CUST_00166,Startup,Enterprise Core,669.54,0,2
CUST_00167,SMB,Enterprise Core,827.12,0,5
CUST_00168,SMB,Analytics Suite,971.81,0,4
CUST_00169,Enterprise,Cloud Pro,14588.45,0,0
CUST_00170,Startup,Cloud Pro,476.56,0,1
CUST_00171,Startup,Analytics Suite,670.5,0,1
CUST_00172,Enterprise,Enterprise Core,13398.39,0,4
CUST_00173,Startup,Analytics Suite,548.22,0,2
CUST_00174,SMB,Cloud Pro,752.47,0,8
CUST_00175,Startup,Analytics Suite,366.14,0,4
CUST_00176,SMB,Analytics Suite,1138.58,0,2
CUST_00177,Startup,Enterprise Core,502.54,1,2
CUST_00178,SMB,Cloud Pro,616.07,0,4
CUST_00179,Startup,Enterprise Core,579.04,0,2
CUST_00180,SMB,Analytics Suite,1068.01,0,4
CUST_00181,SMB,Enterprise Core,1096.37,0,7
CUST_00182,SMB,Cloud Pro,1109.45,0,8
CUST_00183,Startup,Analytics Suite,389.7,0,2
CUST_00184,Startup,Enterprise Core,535.9,0,1
CUST_00185,SMB,Cloud Pro,1195.16,0,2
CUST_00186,Startup,Enterprise Core,591.85,0,3
CUST_00187,Startup,Analytics Suite,510.57,0,1
CUST_00188,Startup,Cloud Pro,347.28,0,1
CUST_00189,Startup,Cloud Pro,511.26,0,4
CUST_00190,SMB,Analytics Suite,1089.01,0,5
CUST_00191,SMB,Cloud Pro,814.92,0,3
CUST_00192,Startup,Analytics Suite,525.54,0,2
CUST_00193,Startup,Cloud Pro,495.43,0,3
CUST_00194,Startup,Analytics Suite,423.5,0,5
CUST_00195,SMB,Cloud Pro,952.22,0,4
CUST_00196,SMB,Enterprise Core,1286.03,0,3
CUST_00197,Startup,Enterprise Core,584.84,0,1
CUST_00198,Startup,Enterprise Core,275.31,1,5
CUST_00199,Startup,Analytics Suite,436.46,0,1
CUST_00200,Startup,Cloud Pro,381.03,0,3
CUST_00201,Startup,Enterprise Core,565.15,0,0
CUST_00202,SMB,Cloud Pro,772.46,0,5
CUST_00203,SMB,Cloud Pro,1150.23,0,4
CUST_00204,Startup,Cloud Pro,562.41,0,8
CUST_00205,Startup,Analytics Suite,490.76,0,1
CUST_00206,Enterprise,Enterprise Core,11565.76,0,0
CUST_00207,SMB,Analytics Suite,925.9,0,2
CUST_00208,Startup,Analytics Suite,359.44,0,4
CUST_00209,Enterprise,Cloud Pro,11816.13,0,1
CUST_00210,SMB,Enterprise Core,1178.05,0,4
CUST_00211,Startup,Analytics Suite,604.45,0,2
CUST_00212,Startup,Analytics Suite,553.72,0,2
CUST_00213,Startup,Cloud Pro,466.74,0,0
CUST_00214,SMB,Enterprise Core,1098.31,0,9
CUST_00215,Startup,Analytics Suite,575.68,0,2
CUST_00216,SMB,Cloud Pro,1122.49,0,1
CUST_00217,SMB,Cloud Pro,1242.96,0,3
CUST_00218,Startup,Analytics Suite,440.24,0,2
CUST_00219,Startup,Analytics Suite,538.68,0,7
CUST_00220,Startup,Cloud Pro,609.1,0,4
CUST_00221,Startup,Enterprise Core,352.92,0,5
CUST_00222,Startup,Cloud Pro,514.12,0,4
CUST_00223,SMB,Analytics Suite,1392.52,0,4
CUST_00224,SMB,Enterprise Core,1000.74,0,5
CUST_00225,SMB,Analytics Suite,1104.62,0,6
CUST_00226,SMB,Analytics Suite,1266.17,0,5
CUST_00227,Startup,Analytics Suite,492.61,0,5
CUST_00228,SMB,Cloud Pro,909.67,0,5
CUST_00229,Startup,Enterprise Core,525.32,0,2
CUST_00230,Startup,Analytics Suite,582.03,0,2
CUST_00231,Startup,Enterprise Core,479.41,1,1
CUST_00232,Startup,Cloud Pro,425.34,0,1
CUST_00233,Startup,Cloud Pro,474.38,0,5
CUST_00234,Startup,Cloud Pro,475.85,0,1
CUST_00235,SMB,Analytics Suite,846.0,0,2
CUST_00236,Startup,Analytics Suite,370.39,0,2
CUST_00237,SMB,Enterprise Core,993.71,0,5
CUST_00238,Enterprise,Analytics Suite,12303.14,0,0
CUST_00239,Startup,Enterprise Core,415.34,0,2
CUST_00240,SMB,Cloud Pro,995.07,0,10
CUST_00241,Startup,Enterprise Core,381.56,0,4
CUST_00242,Startup,Enterprise Core,450.06,0,2
CUST_00243,Startup,Enterprise Core,450.84,0,3
CUST_00244,SMB,Enterprise Core,1068.99,0,5
CUST_00245,Enterprise,Enterprise Core,11416.95,0,0
CUST_00246,Startup,Analytics Suite,529.09,0,5
CUST_00247,SMB,Cloud Pro,1243.59,0,4
CUST_00248,Startup,Cloud Pro,448.68,0,1
CUST_00249,Startup,Enterprise Core,463.94,0,0
CUST_00250,Startup,Analytics Suite,553.89,0,3
CUST_00251,SMB,Enterprise Core,582.59,1,3
CUST_00252,SMB,Analytics Suite,883.08,0,5
CUST_00253,Startup,Cloud Pro,225.25,0,4
CUST_00254,SMB,Cloud Pro,900.05,1,5
CUST_00255,SMB,Analytics Suite,869.83,1,4
CUST_00256,Startup,Analytics Suite,500.18,0,1
CUST_00257,Startup,Cloud Pro,443.02,0,1
CUST_00258,Startup,Analytics Suite,532.95,0,3
CUST_00259,Startup,Cloud Pro,426.9,0,3
CUST_00260,SMB,Analytics Suite,1151.58,1,5
CUST_00261,Startup,Cloud Pro,509.18,0,3
CUST_00262,Startup,Enterprise Core,525.22,0,4
CUST_00263,SMB,Cloud Pro,1198.25,0,3
CUST_00264,Startup,Analytics Suite,603.84,0,4
CUST_00265,Startup,Cloud Pro,564.05,1,1
CUST_00266,Startup,Cloud Pro,480.95,0,3
CUST_00267,Startup,Analytics Suite,481.31,0,6
CUST_00268,Startup,Analytics Suite,336.95,1,2
CUST_00269,SMB,Analytics Suite,1186.44,0,4
CUST_00270,SMB,Cloud Pro,952.69,0,4
CUST_00271,Startup,Analytics Suite,317.94,0,3
CUST_00272,Startup,Enterprise Core,527.01,0,7
CUST_00273,Startup,Enterprise Core,573.25,0,1
CUST_00274,Startup,Cloud Pro,528.87,0,2
CUST_00275,Startup,Analytics Suite,397.19,0,1
CUST_00276,Startup,Cloud Pro,490.29,0,1
CUST_00277,Startup,Cloud Pro,542.33,0,2
CUST_00278,Startup,Enterprise Core,708.08,0,5
CUST_00279,Startup,Cloud Pro,458.64,0,3
CUST_00280,Startup,Analytics Suite,688.77,0,3
CUST_00281,Startup,Analytics Suite,441.64,0,1
CUST_00282,SMB,Analytics Suite,1207.68,0,6
CUST_00283,SMB,Analytics Suite,1082.15,1,3
CUST_00284,SMB,Cloud Pro,962.64,0,6
CUST_00285,Startup,Cloud Pro,403.73,0,2
CUST_00286,Enterprise,Analytics Suite,13586.78,0,1
CUST_00287,Startup,Cloud Pro,540.33,0,2
CUST_00288,Startup,Analytics Suite,542.76,0,3
CUST_00289,SMB,Cloud Pro,759.57,0,3
CUST_00290,Startup,Cloud Pro,460.43,0,3
CUST_00291,Enterprise,Analytics Suite,14450.53,0,2
CUST_00292,Enterprise,Cloud Pro,15385.45,0,2
CUST_00293,Startup,Analytics Suite,523.4,0,4
CUST_00294,SMB,Analytics Suite,950.29,0,5
CUST_00295,SMB,Enterprise Core,1301.53,0,7
CUST_00296,Startup,Cloud Pro,430.78,0,2
CUST_00297,Startup,Cloud Pro,370.69,0,2
CUST_00298,SMB,Cloud Pro,1114.48,0,4
CUST_00299,Startup,Analytics Suite,604.87,0,1
CUST_00300,SMB,Analytics Suite,1331.08,0,5
CUST_00301,SMB,Cloud Pro,618.13,1,1
CUST_00302,Startup,Enterprise Core,631.83,0,1
CUST_00303,Startup,Cloud Pro,326.88,0,3
CUST_00304,Startup,Analytics Suite,649.49,0,2
CUST_00305,Startup,Analytics Suite,621.02,0,1
CUST_00306,Startup,Enterprise Core,473.1,0,2
CUST_00307,Startup,Analytics Suite,584.2,0,2
CUST_00308,SMB,Enterprise Core,926.16,0,4
CUST_00309,Startup,Cloud Pro,632.86,0,1
CUST_00310,SMB,Enterprise Core,1062.64,0,3
CUST_00311,SMB,Cloud Pro,980.68,0,5
CUST_00312,SMB,Enterprise Core,916.81,0,7
CUST_00313,Enterprise,Analytics Suite,12439.6,0,0
CUST_00314,Startup,Enterprise Core,633.06,0,6
CUST_00315,Startup,Analytics Suite,459.03,0,3
CUST_00316,Startup,Analytics Suite,571.23,0,5
CUST_00317,SMB,Analytics Suite,809.54,0,3
CUST_00318,SMB,Analytics Suite,864.6,0,8
CUST_00319,SMB,Cloud Pro,1183.59,0,5
CUST_00320,SMB,Cloud Pro,846.83,0,4
CUST_00321,Startup,Cloud Pro,577.93,0,1
CUST_00322,Startup,Cloud Pro,496.1,0,1
CUST_00323,Startup,Enterprise Core,392.91,0,1
CUST_00324,SMB,Cloud Pro,1382.28,0,5
CUST_00325,Startup,Enterprise Core,333.14,0,1
CUST_00326,Startup,Cloud Pro,605.87,0,5
CUST_00327,Startup,Cloud Pro,536.76,0,0
CUST_00328,Startup,Enterprise Core,514.81,0,3
CUST_00329,SMB,Analytics Suite,1233.01,0,2
CUST_00330,SMB,Analytics Suite,750.88,0,6
CUST_00331,SMB,Analytics Suite,740.5,1,5
CUST_00332,Startup,Analytics Suite,424.21,0,3
CUST_00333,Enterprise,Cloud Pro,13434.23,0,0
CUST_00334,SMB,Enterprise Core,876.19,0,7
CUST_00335,Enterprise,Enterprise Core,17352.79,0,1
CUST_00336,Enterprise,Analytics Suite,12108.99,0,0
CUST_00337,Startup,Cloud Pro,673.2,0,5
CUST_00338,Startup,Analytics Suite,570.29,1,4
CUST_00339,Startup,Cloud Pro,494.61,0,1
CUST_00340,SMB,Cloud Pro,803.54,1,3
CUST_00341,Startup,Cloud Pro,610.39,1,3
CUST_00342,Startup,Analytics Suite,547.52,0,6
CUST_00343,SMB,Enterprise Core,1119.75,0,2
CUST_00344,SMB,Analytics Suite,815.95,0,3
CUST_00345,SMB,Analytics Suite,807.06,0,4
CUST_00346,Startup,Analytics Suite,662.85,0,2
CUST_00347,Startup,Cloud Pro,507.86,0,4
CUST_00348,Enterprise,Analytics Suite,9742.53,0,2
CUST_00349,SMB,Enterprise Core,858.2,0,5
CUST_00350,Startup,Cloud Pro,695.33,0,3
CUST_00351,Startup,Enterprise Core,472.02,0,2
CUST_00352,Startup,Analytics Suite,403.55,0,5
CUST_00353,Startup,Analytics Suite,512.39,0,2
CUST_00354,SMB,Analytics Suite,841.66,0,5
CUST_00355,SMB,Analytics Suite,1454.29,0,6
CUST_00356,Startup,Enterprise Core,459.56,0,0
CUST_00357,Enterprise,Enterprise Core,14871.95,0,3
CUST_00358,Startup,Analytics Suite,246.78,0,0
CUST_00359,Startup,Cloud Pro,441.01,0,3
CUST_00360,Startup,Analytics Suite,584.43,0,3
CUST_00361,SMB,Enterprise Core,1065.17,0,10
CUST_00362,Startup,Cloud Pro,620.83,0,2
CUST_00363,Startup,Analytics Suite,640.04,0,2
CUST_00364,Startup,Analytics Suite,555.42,0,1
CUST_00365,Startup,Analytics Suite,452.24,1,3
CUST_00366,SMB,Cloud Pro,748.97,0,2
CUST_00367,Startup,Analytics Suite,512.65,0,3
CUST_00368,Startup,Enterprise Core,426.54,0,0
CUST_00369,SMB,Cloud Pro,1035.06,0,3
CUST_00370,SMB,Cloud Pro,732.65,1,2
CUST_00371,SMB,Enterprise Core,672.48,0,6
CUST_00372,Enterprise,Cloud Pro,14239.2,1,2
CUST_00373,SMB,Enterprise Core,471.82,1,2
CUST_00374,Startup,Analytics Suite,467.66,0,3
CUST_00375,SMB,Cloud Pro,934.6,0,5
CUST_00376,SMB,Enterprise Core,957.31,0,6
CUST_00377,Startup,Analytics Suite,347.27,0,2
CUST_00378,Enterprise,Analytics Suite,10595.73,0,1
CUST_00379,Startup,Analytics Suite,543.48,0,0
CUST_00380,SMB,Analytics Suite,1095.09,0,4
CUST_00381,SMB,Cloud Pro,806.87,0,6
CUST_00382,Startup,Analytics Suite,662.92,0,3
CUST_00383,Startup,Enterprise Core,381.97,0,3
CUST_00384,Startup,Cloud Pro,526.35,1,3
CUST_00385,Startup,Analytics Suite,561.48,0,3
CUST_00386,Startup,Cloud Pro,677.87,0,3
CUST_00387,SMB,Enterprise Core,999.65,0,2
CUST_00388,SMB,Cloud Pro,954.42,0,2
CUST_00389,Startup,Enterprise Core,585.26,0,3
CUST_00390,Startup,Analytics Suite,712.06,0,7
CUST_00391,Startup,Cloud Pro,442.78,0,2
CUST_00392,SMB,Cloud Pro,842.0,0,3
CUST_00393,SMB,Cloud Pro,1014.25,0,3
CUST_00394,Startup,Analytics Suite,370.65,0,3
CUST_00395,SMB,Cloud Pro,1460.73,0,6
CUST_00396,Startup,Enterprise Core,352.06,0,2
CUST_00397,Startup,Analytics Suite,704.98,0,4
CUST_00398,SMB,Cloud Pro,1000.14,0,8
CUST_00399,Startup,Analytics Suite,619.48,0,2
CUST_00400,Startup,Analytics Suite,589.46,0,3
CUST_00401,SMB,Cloud Pro,833.34,0,8
CUST_00402,Startup,Cloud Pro,436.17,1,1
CUST_00403,Startup,Cloud Pro,418.9,0,5
CUST_00404,Startup,Analytics Suite,388.6,0,5
CUST_00405,SMB,Analytics Suite,927.99,0,8
CUST_00406,Startup,Analytics Suite,427.19,0,3
CUST_00407,SMB,Enterprise Core,1110.67,0,4
CUST_00408,Enterprise,Enterprise Core,13265.18,0,2
CUST_00409,Startup,Analytics Suite,509.11,0,4
CUST_00410,SMB,Enterprise Core,1361.31,0,6
CUST_00411,SMB,Cloud Pro,1014.54,0,5
CUST_00412,Startup,Cloud Pro,518.73,0,0
CUST_00413,Startup,Cloud Pro,542.41,0,3
CUST_00414,Startup,Cloud Pro,503.94,0,2
CUST_00415,Startup,Analytics Suite,521.48,0,3
CUST_00416,SMB,Enterprise Core,887.64,0,6
CUST_00417,SMB,Cloud Pro,1158.64,0,2
CUST_00418,SMB,Cloud Pro,975.59,0,0
CUST_00419,Startup,Analytics Suite,428.53,0,1
CUST_00420,Startup,Enterprise Core,552.13,0,1
CUST_00421,Startup,Cloud Pro,282.29,0,2
CUST_00422,Startup,Analytics Suite,517.85,1,2
CUST_00423,SMB,Cloud Pro,1250.57,0,5
CUST_00424,Startup,Cloud Pro,455.18,0,5
CUST_00425,SMB,Enterprise Core,1045.15,0,3
CUST_00426,Startup,Enterprise Core,501.76,0,3
CUST_00427,SMB,Cloud Pro,843.6,1,4
CUST_00428,Startup,Enterprise Core,424.03,0,3
CUST_00429,SMB,Analytics Suite,788.73,0,3
CUST_00430,SMB,Enterprise Core,788.3,0,3
CUST_00431,SMB,Analytics Suite,839.06,0,4
CUST_00432,Startup,Analytics Suite,508.51,0,6
CUST_00433,Startup,Analytics Suite,414.78,0,2
CUST_00434,SMB,Analytics Suite,707.45,0,5
CUST_00435,SMB,Cloud Pro,828.7,0,2
CUST_00436,Startup,Cloud Pro,509.77,0,2
CUST_00437,SMB,Cloud Pro,920.46,0,4
CUST_00438,Startup,Analytics Suite,381.6,0,2
CUST_00439,Startup,Cloud Pro,618.19,1,3
CUST_00440,SMB,Analytics Suite,1096.18,0,4
CUST_00441,SMB,Enterprise Core,843.74,0,6
CUST_00442,Startup,Cloud Pro,397.5,0,2
CUST_00443,SMB,Analytics Suite,778.01,1,3
CUST_00444,SMB,Analytics Suite,1229.41,0,3
CUST_00445,Startup,Enterprise Core,393.87,0,3
CUST_00446,Startup,Cloud Pro,495.45,0,4
CUST_00447,Startup,Analytics Suite,390.26,0,5
CUST_00448,Startup,Enterprise Core,352.31,0,4
CUST_00449,SMB,Enterprise Core,1059.48,0,7
CUST_00450,SMB,Analytics Suite,979.66,0,8
CUST_00451,Startup,Analytics Suite,666.91,0,3
CUST_00452,Startup,Analytics Suite,405.74,0,2
CUST_00453,SMB,Enterprise Core,976.7,0,9
CUST_00454,Startup,Analytics Suite,666.48,0,1
CUST_00455,SMB,Cloud Pro,1150.54,0,8
CUST_00456,Startup,Enterprise Core,381.25,0,2
CUST_00457,Enterprise,Analytics Suite,16016.01,0,1
CUST_00458,Startup,Analytics Suite,445.04,0,2
CUST_00459,SMB,Cloud Pro,1107.53,0,5
CUST_00460,SMB,Analytics Suite,1085.64,0,2
CUST_00461,SMB,Analytics Suite,1082.11,0,5
CUST_00462,Startup,Analytics Suite,588.03,0,1
CUST_00463,Startup,Cloud Pro,748.5,0,2
CUST_00464,Startup,Analytics Suite,625.26,0,4
CUST_00465,Startup,Enterprise Core,611.62,0,3
CUST_00466,SMB,Cloud Pro,1301.61,0,3
CUST_00467,SMB,Enterprise Core,847.94,0,7
CUST_00468,Startup,Analytics Suite,693.25,0,2
CUST_00469,SMB,Enterprise Core,1328.68,0,4
CUST_00470,Startup,Enterprise Core,536.06,0,1
CUST_00471,Enterprise,Analytics Suite,12569.87,0,1
CUST_00472,Startup,Analytics Suite,439.01,0,1
CUST_00473,Enterprise,Enterprise Core,16355.09,0,1
CUST_00474,Startup,Analytics Suite,478.74,0,3
CUST_00475,Startup,Cloud Pro,472.37,0,7
CUST_00476,Startup,Analytics Suite,418.4,0,3
CUST_00477,SMB,Enterprise Core,1174.73,0,6
CUST_00478,Startup,Enterprise Core,496.96,1,3
CUST_00479,Startup,Enterprise Core,546.03,0,2
CUST_00480,Startup,Analytics Suite,519.48,0,4
CUST_00481,Startup,Enterprise Core,400.83,0,3
CUST_00482,Startup,Cloud Pro,436.71,0,3
CUST_00483,Startup,Analytics Suite,463.69,0,2
CUST_00484,Startup,Cloud Pro,299.25,0,3
CUST_00485,Startup,Cloud Pro,494.12,0,2
CUST_00486,Startup,Analytics Suite,449.5,0,2
CUST_00487,Enterprise,Analytics Suite,14334.07,0,1
CUST_00488,SMB,Analytics Suite,1083.48,0,6
CUST_00489,Startup,Analytics Suite,349.98,0,6
CUST_00490,Startup,Analytics Suite,422.12,0,2
CUST_00491,Startup,Cloud Pro,614.6,0,3
CUST_00492,Startup,Analytics Suite,422.26,1,2
CUST_00493,SMB,Cloud Pro,768.34,1,6
CUST_00494,SMB,Cloud Pro,663.68,0,1
CUST_00495,Startup,Analytics Suite,607.04,1,5
CUST_00496,SMB,Analytics Suite,1254.38,0,7
CUST_00497,Startup,Analytics Suite,493.96,1,3
CUST_00498,SMB,Analytics Suite,1225.56,0,4
CUST_00499,Startup,Analytics Suite,614.62,0,1
CUST_00500,Startup,Enterprise Core,490.2,0,3
CUST_00501,Startup,Analytics Suite,545.98,0,4
CUST_00502,Startup,Analytics Suite,482.52,0,1
CUST_00503,SMB,Cloud Pro,1055.67,0,1
CUST_00504,Startup,Cloud Pro,449.08,1,2
CUST_00505,Startup,Analytics Suite,369.12,1,1
CUST_00506,SMB,Analytics Suite,1386.88,0,7
CUST_00507,Startup,Analytics Suite,567.72,0,4
CUST_00508,Startup,Analytics Suite,518.25,0,2
CUST_00509,Startup,Analytics Suite,420.62,0,2
