order_id,customer_id,order_amount,order_date
5184,156,410.53,2025-01-08 15:00:00
5185,275,380.95,2025-01-08 16:00:00
5186,874,37.25,2025-01-08 17:00:00
5187,267,13.37,2025-01-08 18:00:00
5188,986,114.1,2025-01-08 19:00:00
5189,802,335.13,2025-01-08 20:00:00
5190,555,211.49,2025-01-08 21:00:00
5191,308,207.18,2025-01-08 22:00:00
5192,937,443.45,2025-01-08 23:00:00
5193,823,448.83,2025-01-09 00:00:00
5194,566,455.5,2025-01-09 01:00:00
5195,822,163.8,2025-01-09 02:00:00
5196,103,348.62,2025-01-09 03:00:00
5197,96,143.1,2025-01-09 04:00:00
5198,776,103.4,2025-01-09 05:00:00
5199,738,100.47,2025-01-09 06:00:00
5200,570,177.63,2025-01-09 07:00:00
5201,148,220.68,2025-01-09 08:00:00
5202,69,417.17,2025-01-09 09:00:00
5203,939,68.75,2025-01-09 10:00:00
5204,802,370.11,2025-01-09 11:00:00
5205,622,270.41,2025-01-09 12:00:00
5206,940,151.09,2025-01-09 13:00:00
5207,539,251.48,2025-01-09 14:00:00
5208,468,156.97,2025-01-09 15:00:00
5209,739,302.08,2025-01-09 16:00:00
5210,899,222.58,2025-01-09 17:00:00
5211,111,90.56,2025-01-09 18:00:00
5212,194,67.13,2025-01-09 19:00:00
5213,265,277.88,2025-01-09 20:00:00
5214,52,452.18,2025-01-09 21:00:00
5215,209,178.54,2025-01-09 22:00:00
5216,788,369.17,2025-01-09 23:00:00
5217,1047,332.74,2025-01-10 00:00:00
5218,830,466.46,2025-01-10 01:00:00
5219,169,412.28,2025-01-10 02:00:00
5220,942,287.64,2025-01-10 03:00:00
5221,138,331.94,2025-01-10 04:00:00
5222,378,450.21,2025-01-10 05:00:00
5223,629,205.76,2025-01-10 06:00:00
5224,959,170.13,2025-01-10 07:00:00
5225,406,15.3,2025-01-10 08:00:00
5226,659,415.01,2025-01-10 09:00:00
5227,316,402.48,2025-01-10 10:00:00
5228,666,61.18,2025-01-10 11:00:00
5229,1001,292.66,2025-01-10 12:00:00
5230,372,237.35,2025-01-10 13:00:00
5231,684,68.17,2025-01-10 14:00:00
5232,1037,490.48,2025-01-10 15:00:00
5233,590,115.2,2025-01-10 16:00:00
5234,698,42.94,2025-01-10 17:00:00
5235,244,301.48,2025-01-10 18:00:00
5236,970,372.04,2025-01-10 19:00:00
5237,787,25.9,2025-01-10 20:00:00
5238,381,332.77,2025-01-10 21:00:00
5239,219,270.82,2025-01-10 22:00:00
5240,570,60.6,2025-01-10 23:00:00
5241,512,94.54,2025-01-11 00:00:00
5242,89,288.31,2025-01-11 01:00:00
5243,586,155.22,2025-01-11 02:00:00
5244,310,469.77,2025-01-11 03:00:00
5245,444,411.18,2025-01-11 04:00:00
5246,1004,491.95,2025-01-11 05:00:00
5247,275,137.24,2025-01-11 06:00:00
5248,1033,485.16,2025-01-11 07:00:00
5249,173,221.3,2025-01-11 08:00:00
5250,1024,180.28,2025-01-11 09:00:00
5251,87,34.67,2025-01-11 10:00:00
5252,377,35.85,2025-01-11 11:00:00
5253,300,349.09,2025-01-11 12:00:00
5254,950,234.39,2025-01-11 13:00:00
5255,225,121.0,2025-01-11 14:00:00
5256,651,310.85,2025-01-11 15:00:00
5257,963,133.9,2025-01-11 16:00:00
5258,503,293.04,2025-01-11 17:00:00
5259,86,186.01,2025-01-11 18:00:00
5260,365,413.54,2025-01-11 19:00:00
5261,737,412.14,2025-01-11 20:00:00
5262,1022,243.9,2025-01-11 21:00:00
5263,845,181.9,2025-01-11 22:00:00
5264,1014,187.65,2025-01-11 23:00:00
5265,1022,404.8,2025-01-12 00:00:00
5266,642,170.81,2025-01-12 01:00:00
5267,163,112.44,2025-01-12 02:00:00
5268,89,51.5,2025-01-12 03:00:00
5269,350,238.68,2025-01-12 04:00:00
5270,273,246.24,2025-01-12 05:00:00
5271,367,422.05,2025-01-12 06:00:00
5272,398,118.41,2025-01-12 07:00:00
5273,164,196.69,2025-01-12 08:00:00
5274,747,406.12,2025-01-12 09:00:00
5275,372,413.58,2025-01-12 10:00:00
5276,617,198.46,2025-01-12 11:00:00
5277,89,234.97,2025-01-12 12:00:00
5278,915,158.61,2025-01-12 13:00:00
5279,89,466.95,2025-01-12 14:00:00
5280,908,68.14,2025-01-12 15:00:00
5281,1022,467.54,2025-01-12 16:00:00
5282,798,345.09,2025-01-12 17:00:00
5283,338,270.47,2025-01-12 18:00:00
5284,311,26.0,2025-01-12 19:00:00
5285,265,243.04,2025-01-12 20:00:00
5286,196,209.8,2025-01-12 21:00:00
5287,385,89.0,2025-01-12 22:00:00
5288,217,331.64,2025-01-12 23:00:00
5289,141,485.86,2025-01-13 00:00:00
5290,402,285.47,2025-01-13 01:00:00
5291,620,360.23,2025-01-13 02:00:00
5292,620,43.54,2025-01-13 03:00:00
5293,865,214.66,2025-01-13 04:00:00
5294,730,67.02,2025-01-13 05:00:00
5295,830,310.27,2025-01-13 06:00:00
5296,412,469.86,2025-01-13 07:00:00
5297,606,334.27,2025-01-13 08:00:00
5298,394,47.63,2025-01-13 09:00:00
5299,742,183.79,2025-01-13 10:00:00
5300,219,279.83,2025-01-13 11:00:00
5301,405,207.57,2025-01-13 12:00:00
5302,240,418.49,2025-01-13 13:00:00
5303,716,409.19,2025-01-13 14:00:00
5304,471,309.8,2025-01-13 15:00:00
5305,749,192.99,2025-01-13 16:00:00
5306,56,135.11,2025-01-13 17:00:00
5307,182,61.88,2025-01-13 18:00:00
5308,796,183.9,2025-01-13 19:00:00
5309,606,212.45,2025-01-13 20:00:00
5310,875,341.15,2025-01-13 21:00:00
5311,810,332.5,2025-01-13 22:00:00
5312,80,44.35,2025-01-13 23:00:00
5313,584,203.68,2025-01-14 00:00:00
5314,475,99.07,2025-01-14 01:00:00
5315,443,86.84,2025-01-14 02:00:00
5316,721,415.38,2025-01-14 03:00:00
5317,412,30.54,2025-01-14 04:00:00
5318,486,215.4,2025-01-14 05:00:00
5319,719,92.42,2025-01-14 06:00:00
5320,600,440.87,2025-01-14 07:00:00
5321,976,282.95,2025-01-14 08:00:00
5322,131,123.38,2025-01-14 09:00:00
5323,405,256.19,2025-01-14 10:00:00
5324,307,368.43,2025-01-14 11:00:00
5325,767,479.48,2025-01-14 12:00:00
5326,638,118.02,2025-01-14 13:00:00
5327,1038,444.23,2025-01-14 14:00:00
5328,573,467.81,2025-01-14 15:00:00
5329,344,459.05,2025-01-14 16:00:00
5330,1011,321.35,2025-01-14 17:00:00
5331,273,318.61,2025-01-14 18:00:00
5332,574,207.57,2025-01-14 19:00:00
5333,95,378.67,2025-01-14 20:00:00
5334,716,270.33,2025-01-14 21:00:00
5335,162,341.94,2025-01-14 22:00:00
5336,282,219.94,2025-01-14 23:00:00
5337,66,368.43,2025-01-15 00:00:00
5338,409,413.99,2025-01-15 01:00:00
5339,272,81.75,2025-01-15 02:00:00
5340,915,418.14,2025-01-15 03:00:00
5341,749,274.75,2025-01-15 04:00:00
5342,497,423.89,2025-01-15 05:00:00
5343,905,221.34,2025-01-15 06:00:00
5344,414,195.73,2025-01-15 07:00:00
5345,724,458.38,2025-01-15 08:00:00
5346,375,133.07,2025-01-15 09:00:00
5347,516,423.66,2025-01-15 10:00:00
5348,463,247.17,2025-01-15 11:00:00
5349,504,261.91,2025-01-15 12:00:00
5350,635,161.15,2025-01-15 13:00:00
5351,282,290.79,2025-01-15 14:00:00
5352,273,169.35,2025-01-15 15:00:00
5353,1043,29.24,2025-01-15 16:00:00
5354,880,143.28,2025-01-15 17:00:00
5355,461,13.13,2025-01-15 18:00:00
5356,621,489.39,2025-01-15 19:00:00
5357,384,483.22,2025-01-15 20:00:00
5358,271,203.63,2025-01-15 21:00:00
5359,86,366.9,2025-01-15 22:00:00
5360,1038,179.44,2025-01-15 23:00:00
5361,327,338.84,2025-01-16 00:00:00
5362,245,404.66,2025-01-16 01:00:00
5363,965,473.91,2025-01-16 02:00:00
5364,913,206.1,2025-01-16 03:00:00
5365,533,393.82,2025-01-16 04:00:00
5366,291,140.3,2025-01-16 05:00:00
5367,373,495.26,2025-01-16 06:00:00
5368,780,22.63,2025-01-16 07:00:00
5369,241,305.73,2025-01-16 08:00:00
5370,66,333.16,2025-01-16 09:00:00
5371,573,347.14,2025-01-16 10:00:00
5372,967,68.99,2025-01-16 11:00:00
5373,450,469.88,2025-01-16 12:00:00
5374,955,98.78,2025-01-16 13:00:00
5375,935,315.15,2025-01-16 14:00:00
5376,754,119.11,2025-01-16 15:00:00
5377,71,160.54,2025-01-16 16:00:00
5378,523,277.76,2025-01-16 17:00:00
5379,169,214.42,2025-01-16 18:00:00
5380,259,88.51,2025-01-16 19:00:00
5381,355,93.76,2025-01-16 20:00:00
5382,319,214.89,2025-01-16 21:00:00
5383,753,381.07,2025-01-16 22:00:00
5384,736,450.0,2025-01-16 23:00:00
5385,334,51.22,2025-01-17 00:00:00
5386,765,202.62,2025-01-17 01:00:00
5387,725,59.12,2025-01-17 02:00:00
5388,812,18.13,2025-01-17 03:00:00
5389,276,334.24,2025-01-17 04:00:00
5390,997,305.2,2025-01-17 05:00:00
5391,430,89.88,2025-01-17 06:00:00
5392,509,124.57,2025-01-17 07:00:00
5393,56,21.62,2025-01-17 08:00:00
5394,78,419.12,2025-01-17 09:00:00
5395,956,487.6,2025-01-17 10:00:00
5396,82,76.38,2025-01-17 11:00:00
5397,695,123.42,2025-01-17 12:00:00
5398,928,435.52,2025-01-17 13:00:00
5399,128,463.97,2025-01-17 14:00:00
5400,977,215.62,2025-01-17 15:00:00
5401,996,34.81,2025-01-17 16:00:00
5402,508,29.3,2025-01-17 17:00:00
5403,619,291.24,2025-01-17 18:00:00
5404,1032,202.52,2025-01-17 19:00:00
5405,587,24.04,2025-01-17 20:00:00
5406,531,295.79,2025-01-17 21:00:00
5407,479,15.54,2025-01-17 22:00:00
5408,787,395.81,2025-01-17 23:00:00
5409,334,160.15,2025-01-18 00:00:00
5410,565,29.73,2025-01-18 01:00:00
5411,1026,298.29,2025-01-18 02:00:00
5412,148,204.87,2025-01-18 03:00:00
5413,446,487.16,2025-01-18 04:00:00
5414,538,276.66,2025-01-18 05:00:00
5415,88,144.87,2025-01-18 06:00:00
5416,320,357.63,2025-01-18 07:00:00
5417,936,143.03,2025-01-18 08:00:00
5418,846,453.08,2025-01-18 09:00:00
5419,206,193.61,2025-01-18 10:00:00
5420,124,279.44,2025-01-18 11:00:00
5421,933,34.78,2025-01-18 12:00:00
5422,849,218.8,2025-01-18 13:00:00
5423,179,417.86,2025-01-18 14:00:00
5424,736,404.77,2025-01-18 15:00:00
5425,1023,119.92,2025-01-18 16:00:00
5426,133,120.78,2025-01-18 17:00:00
5427,71,410.48,2025-01-18 18:00:00
5428,508,465.9,2025-01-18 19:00:00
5429,588,56.73,2025-01-18 20:00:00
5430,756,230.53,2025-01-18 21:00:00
5431,898,175.35,2025-01-18 22:00:00
5432,431,436.64,2025-01-18 23:00:00
5433,797,50.93,2025-01-19 00:00:00
5434,489,113.45,2025-01-19 01:00:00
5435,653,378.71,2025-01-19 02:00:00
5436,1038,35.13,2025-01-19 03:00:00
5437,70,251.34,2025-01-19 04:00:00
5438,352,226.63,2025-01-19 05:00:00
5439,1025,173.86,2025-01-19 06:00:00
5440,918,203.34,2025-01-19 07:00:00
5441,1004,269.67,2025-01-19 08:00:00
5442,133,89.07,2025-01-19 09:00:00
5443,823,290.28,2025-01-19 10:00:00
5444,708,404.66,2025-01-19 11:00:00
5445,1002,382.48,2025-01-19 12:00:00
5446,502,85.41,2025-01-19 13:00:00
5447,436,83.13,2025-01-19 14:00:00
5448,556,141.41,2025-01-19 15:00:00
5449,306,186.93,2025-01-19 16:00:00
5450,619,210.14,2025-01-19 17:00:00
5451,941,343.05,2025-01-19 18:00:00
5452,983,37.77,2025-01-19 19:00:00
5453,576,26.99,2025-01-19 20:00:00
5454,211,202.04,2025-01-19 21:00:00
5455,1006,351.61,2025-01-19 22:00:00
5456,212,104.78,2025-01-19 23:00:00
5457,881,324.34,2025-01-20 00:00:00
5458,842,137.32,2025-01-20 01:00:00
5459,841,444.18,2025-01-20 02:00:00
5460,573,448.89,2025-01-20 03:00:00
5461,835,155.67,2025-01-20 04:00:00
5462,320,122.7,2025-01-20 05:00:00
5463,541,211.54,2025-01-20 06:00:00
5464,257,127.86,2025-01-20 07:00:00
5465,588,339.47,2025-01-20 08:00:00
5466,633,414.77,2025-01-20 09:00:00
5467,109,339.82,2025-01-20 10:00:00
5468,479,413.93,2025-01-20 11:00:00
5469,1034,204.53,2025-01-20 12:00:00
5470,706,86.6,2025-01-20 13:00:00
5471,654,371.6,2025-01-20 14:00:00
5472,358,186.63,2025-01-20 15:00:00
5473,569,338.92,2025-01-20 16:00:00
5474,640,142.62,2025-01-20 17:00:00
5475,76,49.8,2025-01-20 18:00:00
5476,735,496.37,2025-01-20 19:00:00
5477,611,86.54,2025-01-20 20:00:00
5478,248,494.33,2025-01-20 21:00:00
5479,436,488.87,2025-01-20 22:00:00
5480,398,398.97,2025-01-20 23:00:00
5481,1009,333.12,2025-01-21 00:00:00
5482,989,293.13,2025-01-21 01:00:00
5483,742,434.39,2025-01-21 02:00:00
5484,585,151.83,2025-01-21 03:00:00
5485,877,239.16,2025-01-21 04:00:00
5486,427,313.5,2025-01-21 05:00:00
5487,948,211.48,2025-01-21 06:00:00
5488,965,219.47,2025-01-21 07:00:00
5489,607,171.84,2025-01-21 08:00:00
5490,576,286.47,2025-01-21 09:00:00
5491,202,426.78,2025-01-21 10:00:00
5492,783,108.75,2025-01-21 11:00:00
5493,255,467.87,2025-01-21 12:00:00
5494,504,347.65,2025-01-21 13:00:00
5495,322,413.4,2025-01-21 14:00:00
5496,943,282.53,2025-01-21 15:00:00
5497,285,391.96,2025-01-21 16:00:00
5498,901,17.94,2025-01-21 17:00:00
5499,789,411.01,2025-01-21 18:00:00
5500,570,29.67,2025-01-21 19:00:00
5501,727,446.06,2025-01-21 20:00:00
5502,993,496.06,2025-01-21 21:00:00
5503,1005,154.09,2025-01-21 22:00:00
5504,880,113.06,2025-01-21 23:00:00
5505,775,385.03,2025-01-22 00:00:00
5506,550,133.98,2025-01-22 01:00:00
5507,166,434.13,2025-01-22 02:00:00
5508,435,60.39,2025-01-22 03:00:00
5509,393,71.72,2025-01-22 04:00:00
5510,633,489.78,2025-01-22 05:00:00
5511,444,340.18,2025-01-22 06:00:00
5512,113,424.97,2025-01-22 07:00:00
5513,766,168.92,2025-01-22 08:00:00
5514,770,341.48,2025-01-22 09:00:00
5515,121,301.18,2025-01-22 10:00:00
5516,838,305.54,2025-01-22 11:00:00
5517,323,344.44,2025-01-22 12:00:00
5518,1039,291.93,2025-01-22 13:00:00
5519,369,220.24,2025-01-22 14:00:00
5520,387,145.2,2025-01-22 15:00:00
5521,415,386.6,2025-01-22 16:00:00
5522,544,120.87,2025-01-22 17:00:00
5523,656,349.25,2025-01-22 18:00:00
5524,215,124.33,2025-01-22 19:00:00
5525,593,316.41,2025-01-22 20:00:00
5526,60,376.07,2025-01-22 21:00:00
5527,350,117.17,2025-01-22 22:00:00
5528,778,39.37,2025-01-22 23:00:00
5529,850,74.18,2025-01-23 00:00:00
5530,151,306.94,2025-01-23 01:00:00
5531,474,426.23,2025-01-23 02:00:00
5532,441,32.05,2025-01-23 03:00:00
5533,828,369.73,2025-01-23 04:00:00
5534,263,177.25,2025-01-23 05:00:00
5535,740,244.48,2025-01-23 06:00:00
5536,137,465.14,2025-01-23 07:00:00
5537,602,172.67,2025-01-23 08:00:00
5538,450,238.02,2025-01-23 09:00:00
5539,637,16.7,2025-01-23 10:00:00
5540,938,49.98,2025-01-23 11:00:00
5541,95,136.71,2025-01-23 12:00:00
5542,721,23.65,2025-01-23 13:00:00
5543,512,319.37,2025-01-23 14:00:00
5544,641,218.94,2025-01-23 15:00:00
5545,359,278.59,2025-01-23 16:00:00
5546,135,95.58,2025-01-23 17:00:00
5547,141,155.01,2025-01-23 18:00:00
5548,709,335.27,2025-01-23 19:00:00
5549,722,483.0,2025-01-23 20:00:00
5550,763,34.7,2025-01-23 21:00:00
5551,985,446.29,2025-01-23 22:00:00
5552,977,292.67,2025-01-23 23:00:00
5553,291,286.32,2025-01-24 00:00:00
5554,914,255.14,2025-01-24 01:00:00
5555,51,44.0,2025-01-24 02:00:00
5556,274,54.04,2025-01-24 03:00:00
5557,850,304.45,2025-01-24 04:00:00
5558,794,177.07,2025-01-24 05:00:00
5559,1022,459.46,2025-01-24 06:00:00
5560,975,209.23,2025-01-24 07:00:00
5561,978,80.21,2025-01-24 08:00:00
5562,638,360.21,2025-01-24 09:00:00
5563,165,153.74,2025-01-24 10:00:00
5564,715,267.48,2025-01-24 11:00:00
5565,967,351.94,2025-01-24 12:00:00
5566,152,451.13,2025-01-24 13:00:00
5567,243,398.17,2025-01-24 14:00:00
5568,215,341.42,2025-01-24 15:00:00
5569,920,343.02,2025-01-24 16:00:00
5570,139,473.5,2025-01-24 17:00:00
5571,735,154.95,2025-01-24 18:00:00
5572,171,10.54,2025-01-24 19:00:00
5573,192,143.26,2025-01-24 20:00:00
5574,1043,116.77,2025-01-24 21:00:00
5575,155,334.3,2025-01-24 22:00:00
5576,936,320.52,2025-01-24 23:00:00
5577,477,300.8,2025-01-25 00:00:00
5578,354,17.96,2025-01-25 01:00:00
5579,921,367.1,2025-01-25 02:00:00
5580,1020,168.53,2025-01-25 03:00:00
5581,366,335.88,2025-01-25 04:00:00
5582,1012,282.72,2025-01-25 05:00:00
5583,684,177.94,2025-01-25 06:00:00
5584,951,75.94,2025-01-25 07:00:00
5585,58,56.27,2025-01-25 08:00:00
5586,823,417.44,2025-01-25 09:00:00
5587,122,460.01,2025-01-25 10:00:00
5588,408,328.4,2025-01-25 11:00:00
5589,272,60.68,2025-01-25 12:00:00
5590,465,206.99,2025-01-25 13:00:00
5591,602,367.18,2025-01-25 14:00:00
5592,419,392.11,2025-01-25 15:00:00
5593,765,67.93,2025-01-25 16:00:00
5594,313,10.02,2025-01-25 17:00:00
5595,889,358.95,2025-01-25 18:00:00
5596,739,184.73,2025-01-25 19:00:00
5597,909,134.7,2025-01-25 20:00:00
5598,367,16.32,2025-01-25 21:00:00
5599,133,274.75,2025-01-25 22:00:00
5600,367,427.06,2025-01-25 23:00:00
5601,160,479.24,2025-01-26 00:00:00
5602,300,287.22,2025-01-26 01:00:00
5603,432,262.09,2025-01-26 02:00:00
5604,56,51.68,2025-01-26 03:00:00
5605,508,278.95,2025-01-26 04:00:00
5606,133,196.19,2025-01-26 05:00:00
5607,257,307.5,2025-01-26 06:00:00
5608,949,200.48,2025-01-26 07:00:00
5609,439,127.75,2025-01-26 08:00:00
5610,363,56.53,2025-01-26 09:00:00
5611,71,164.31,2025-01-26 10:00:00
5612,459,57.36,2025-01-26 11:00:00
5613,944,96.68,2025-01-26 12:00:00
5614,564,493.79,2025-01-26 13:00:00
5615,176,227.61,2025-01-26 14:00:00
5616,858,270.62,2025-01-26 15:00:00
5617,749,438.07,2025-01-26 16:00:00
5618,923,497.83,2025-01-26 17:00:00
5619,63,295.53,2025-01-26 18:00:00
5620,1020,408.11,2025-01-26 19:00:00
5621,1027,170.2,2025-01-26 20:00:00
5622,61,159.81,2025-01-26 21:00:00
5623,136,207.32,2025-01-26 22:00:00
5624,573,339.53,2025-01-26 23:00:00
5625,958,344.27,2025-01-27 00:00:00
5626,586,164.47,2025-01-27 01:00:00
5627,350,75.27,2025-01-27 02:00:00
5628,292,319.87,2025-01-27 03:00:00
5629,171,72.88,2025-01-27 04:00:00
5630,196,293.46,2025-01-27 05:00:00
5631,616,349.78,2025-01-27 06:00:00
5632,799,353.3,2025-01-27 07:00:00
