customer_id,revenue,transaction_count
100544,566.91,242
100545,491.34,217
100546,231.71,107
100547,70.27,76
100548,566.72,138
100549,377.31,61
100550,749.9,81
100551,377.15,198
100552,965.89,127
100553,411.38,142
100554,421.56,62
100555,1056.38,210
100556,268.32,227
100557,81.94,90
100558,24.6,71
100559,713.53,234
100560,494.2,140
100561,618.83,72
100562,129.74,141
100563,83.31,88
100564,17.33,184
100565,225.84,159
100566,455.7,196
100567,258.99,14
100568,297.66,247
100569,1182.53,104
100570,224.05,128
100571,370.76,67
100572,775.44,165
100573,262.54,193
100574,496.55,223
100575,1001.57,93
100576,1503.1,12
100577,89.54,197
100578,1315.83,13
100579,348.75,135
100580,159.37,186
100581,317.29,55
100582,1966.83,86
100583,349.25,106
100584,209.31,178
100585,511.74,120
100586,147.31,37
100587,49.45,44
100588,78.99,11
100589,78.51,211
100590,92.38,9
100591,84.73,120
100592,522.04,11
100593,110.37,44
100594,222.07,123
100595,1145.49,199
100596,331.19,160
100597,560.64,21
100598,104.56,199
100599,116.78,93
100600,30.86,88
100601,102.52,170
100602,173.27,24
100603,107.41,232
100604,56.44,121
100605,74.28,155
100606,318.81,45
100607,125.55,134
100608,236.49,7
100609,360.0,219
100610,596.23,138
100611,30.05,105
100612,813.25,122
100613,504.3,131
100614,52.65,150
100615,1044.07,203
100616,1278.35,31
100617,41.51,42
100618,172.09,46
100619,830.47,4
100620,699.68,66
100621,111.99,85
100622,127.45,47
100623,241.39,180
100624,341.33,164
100625,491.5,216
100626,240.16,131
100627,320.45,183
100628,698.11,46
100629,28.69,223
100630,155.47,74
100631,634.75,202
100632,1137.88,229
100633,368.39,139
100634,389.76,205
100635,66.68,212
100636,306.57,238
100637,390.3,59
100638,148.85,63
100639,166.84,99
100640,246.83,27
100641,20.14,191
100642,204.36,195
100643,128.78,215
100644,208.37,213
100645,73.78,31
100646,1116.04,237
100647,460.2,85
100648,578.32,108
100649,788.35,247
100650,355.02,72
100651,55.47,28
100652,395.13,22
100653,451.96,90
100654,694.11,111
100655,292.52,238
100656,78.24,200
100657,176.88,223
100658,235.56,131
100659,529.11,183
100660,432.89,210
100661,230.1,204
100662,2163.1,122
100663,475.42,103
100664,145.4,159
100665,63.67,62
100666,92.94,232
100667,151.15,227
100668,97.58,173
100669,113.25,229
100670,177.8,112
100671,105.2,84
100672,1145.38,18
100673,51.82,29
100674,381.71,82
100675,274.15,101
100676,2029.32,202
100677,69.41,69
100678,263.63,34
100679,1754.53,104
100680,1013.12,225
100681,859.33,211
100682,159.14,178
100683,103.7,47
100684,562.28,206
100685,1335.19,192
100686,416.83,90
100687,433.86,70
100688,174.24,39
100689,743.74,86
100690,113.54,4
100691,205.54,226
100692,287.07,176
100693,364.24,64
100694,148.81,68
100695,70.99,57
100696,481.6,127
100697,180.28,2
100698,445.23,215
100699,93.83,212
100700,338.06,27
100701,390.27,13
100702,36.61,227
100703,215.19,105
100704,82.17,147
100705,42.74,149
100706,2310.6,73
100707,204.57,139
100708,840.04,35
100709,156.94,74
100710,582.07,41
100711,724.03,187
100712,462.72,6
100713,328.93,231
100714,275.38,120
100715,224.52,21
100716,1336.28,142
100717,897.8,43
100718,1686.59,50
100719,76.36,167
100720,666.28,231
100721,1403.06,45
100722,109.98,112
100723,44.41,76
100724,685.7,98
100725,437.21,39
100726,932.04,179
100727,85.28,190
100728,803.03,138
100729,122.59,202
100730,99.36,166
100731,99.72,89
100732,852.55,116
100733,557.11,12
100734,380.19,193
100735,232.23,218
100736,1058.6,164
100737,259.16,13
100738,858.04,19
100739,299.14,101
100740,246.56,247
100741,320.58,56
100742,189.32,159
100743,698.39,221
100744,359.3,155
100745,142.12,83
100746,1159.17,53
100747,252.17,140
100748,402.14,60
100749,1194.75,88
100750,499.4,103
100751,72.16,149
100752,1415.31,24
100753,504.04,62
100754,213.91,22
100755,84.99,103
100756,800.0,159
100757,493.89,83
100758,391.21,141
100759,1131.65,240
100760,787.0,98
100761,92.25,242
100762,196.78,170
100763,152.83,34
100764,691.18,219
100765,27.05,162
100766,431.86,231
100767,728.71,155
100768,1056.83,97
100769,219.34,196
100770,870.9,220
100771,68.62,71
100772,946.87,90
100773,78.19,26
100774,263.16,178
100775,808.0,121
100776,91.21,21
100777,140.2,145
100778,650.52,160
100779,646.55,155
100780,522.42,44
100781,602.0,66
100782,401.23,108
100783,155.04,241
100784,222.09,218
100785,110.2,220
100786,1205.44,213
100787,447.8,168
100788,266.12,240
100789,319.95,231
100790,1481.41,163
100791,93.23,218
100792,451.22,149
100793,362.5,6
100794,482.67,32
100795,19.14,194
100796,1038.35,140
100797,1354.99,82
100798,426.36,142
100799,606.44,198
100800,1288.73,2
100801,624.2,151
100802,92.76,181
100803,439.35,127
100804,476.61,118
100805,285.94,144
100806,676.75,146
100807,1371.84,2
100808,1308.94,194
100809,309.68,173
100810,70.09,117
100811,2104.59,246
100812,922.86,180
100813,76.57,109
100814,1278.15,215
100815,1029.71,109
100816,375.78,230
100817,457.36,184
100818,264.58,176
100819,38.16,66
100820,214.13,180
100821,821.9,138
100822,12.32,16
100823,212.86,180
100824,263.89,107
100825,395.44,242
100826,1271.96,236
100827,222.59,150
100828,223.05,107
100829,678.75,191
100830,310.94,16
100831,137.19,187
100832,311.14,111
100833,85.91,161
100834,107.03,40
100835,354.94,216
100836,281.44,153
100837,1241.65,169
100838,235.02,11
100839,444.45,167
100840,510.2,12
100841,16.59,231
100842,554.63,134
100843,108.03,238
100844,1633.0,132
100845,90.47,54
100846,277.75,77
100847,54.61,176
100848,2894.04,66
100849,358.77,203
100850,462.41,219
100851,44.72,161
100852,703.07,120
100853,127.8,238
100854,1151.66,56
100855,124.79,175
100856,115.79,249
100857,28.62,41
100858,329.39,88
100859,426.02,86
100860,43.98,23
100861,757.0,36
100862,311.92,248
100863,381.58,193
100864,300.59,216
100865,266.05,77
100866,420.08,18
100867,94.35,7
100868,110.4,168
100869,999.47,68
100870,1470.46,212
100871,243.65,110
100872,167.87,74
100873,526.41,199
100874,272.74,167
100875,22.86,238
100876,94.89,171
100877,639.34,25
100878,547.82,83
100879,23.73,172
100880,135.5,104
100881,141.38,127
100882,567.21,84
100883,19.95,221
100884,64.97,69
100885,814.51,94
100886,108.34,156
100887,538.85,167
100888,146.02,180
100889,62.37,113
100890,149.31,237
100891,650.55,104
100892,977.92,92
100893,896.63,60
100894,263.07,26
100895,561.44,129
100896,124.7,11
100897,183.47,1
100898,1143.3,45
100899,16.54,14
100900,54.69,85
100901,126.53,193
100902,23.45,142
100903,110.1,138
100904,447.38,184
100905,283.59,218
100906,1125.93,99
100907,860.35,117
100908,219.14,84
100909,160.16,131
100910,248.77,89
100911,456.16,50
100912,166.03,24
100913,499.28,51
100914,273.32,70
100915,411.53,188
100916,296.46,66
100917,184.4,94
100918,1492.63,116
100919,731.13,4
100920,85.48,226
100921,1024.25,84
100922,344.16,227
100923,1134.77,114
100924,814.36,242
100925,286.88,146
100926,21.36,229
100927,166.45,69
100928,400.04,143
100929,511.85,232
100930,159.13,34
100931,85.04,40
100932,910.69,166
100933,2090.31,147
100934,382.95,124
100935,104.18,107
100936,168.94,64
100937,19.28,213
100938,1238.44,68
100939,72.64,21
100940,439.62,31
100941,170.14,182
100942,413.92,116
100943,536.94,218
100944,895.22,202
100945,125.6,136
100946,15.53,82
100947,83.6,116
100948,1161.39,121
100949,1045.3,146
100950,464.92,123
100951,468.79,58
100952,556.87,205
100953,106.41,194
100954,1239.1,138
100955,281.3,177
100956,251.56,113
100957,375.86,45
100958,34.05,192
100959,100.93,104
100960,679.77,14
100961,53.21,123
100962,472.1,195
100963,150.75,44
100964,256.57,193
100965,180.33,79
100966,229.77,173
100967,644.78,127
100968,186.29,226
100969,427.82,164
100970,333.18,244
100971,554.83,167
100972,1390.96,74
100973,669.45,124
100974,131.0,247
100975,25.84,57
100976,162.08,205
100977,462.03,31
100978,36.4,25
100979,352.95,149
100980,464.21,110
100981,213.42,8
100982,746.82,136
100983,66.36,146
100984,49.06,240
100985,661.32,17
100986,352.09,39
100987,593.02,74
100988,295.31,128
100989,151.45,123
100990,864.91,140
100991,813.26,54
100992,603.22,69
100993,168.83,20
100994,456.08,42
100995,233.9,96
100996,58.03,124
100997,1256.35,37
100998,83.57,98
100999,1510.25,101
101000,305.3,155
101001,112.37,71
101002,400.33,16
101003,1041.57,15
101004,668.8,61
101005,831.4,188
101006,547.62,129
101007,599.28,18
101008,955.89,211
101009,153.62,89
101010,346.11,184
101011,135.01,193
101012,2207.78,224
101013,1451.73,224
101014,30.11,169
101015,621.37,234
101016,1306.79,138
101017,109.58,111
101018,429.6,103
101019,1245.43,57
101020,27.27,31
101021,607.71,117
101022,186.45,149
101023,1301.12,129
101024,1781.23,231
101025,1453.59,88
101026,331.43,125
101027,1000.41,33
101028,940.71,90
101029,202.17,101
101030,892.8,215
101031,28.85,147
101032,463.5,146
101033,140.69,46
101034,74.24,225
101035,50.04,139
101036,605.84,126
101037,217.66,75
101038,655.07,96
101039,43.79,99
101040,199.38,126
101041,397.71,184
101042,792.05,157
101043,201.91,3
101044,501.6,147
101045,1095.68,68
101046,488.38,99
101047,142.61,163
101048,22.35,45
101049,1030.49,139
101050,20.75,211
101051,1048.53,110
101052,386.38,50
101053,1409.0,180
101054,811.69,243
101055,3101.1,153
101056,225.94,84
101057,738.76,213
101058,267.02,203
101059,336.84,144
101060,503.77,118
101061,1044.46,26
101062,2080.2,74
101063,741.1,245
101064,280.44,71
101065,283.53,133
101066,678.91,1
101067,146.41,158
101068,68.53,232
101069,228.96,152
101070,179.3,237
101071,185.71,20
101072,143.03,91
101073,31.5,230
101074,19.02,177
101075,2209.99,143
101076,289.11,217
101077,252.52,47
101078,579.17,166
101079,133.11,71
101080,1507.48,225
101081,781.7,139
101082,56.83,173
101083,280.28,13
101084,1066.47,116
101085,1457.78,176
101086,324.99,55
101087,485.2,132
101088,101.38,240
101089,2374.72,113
101090,141.77,158
101091,1440.0,48
101092,534.41,227
101093,477.91,213
101094,369.43,195
101095,141.12,70
101096,107.11,184
101097,134.54,231
101098,113.17,103
101099,766.12,45
101100,225.49,131
101101,39.79,144
101102,1748.54,11
101103,1086.16,121
101104,1323.83,180
101105,2650.02,200
101106,105.52,90
101107,262.29,179
101108,719.9,110
101109,605.4,138
101110,93.56,97
101111,855.96,243
101112,137.09,121
101113,136.68,34
101114,394.99,221
101115,459.4,83
101116,443.85,25
101117,57.97,22
101118,1059.66,122
101119,164.35,91
101120,79.35,103
101121,1107.98,106
101122,1567.84,102
101123,1000.71,143
101124,839.09,181
101125,542.46,219
101126,410.21,145
101127,55.5,1
101128,272.51,247
101129,243.16,135
101130,160.39,105
101131,652.63,41
101132,352.47,83
101133,52.26,189
101134,134.35,53
101135,584.84,209
101136,49.59,135
101137,962.6,238
101138,351.74,160
101139,337.53,39
101140,458.74,217
101141,880.57,25
101142,223.71,209
101143,576.63,139
101144,427.05,117
101145,165.32,148
101146,1064.46,164
101147,808.33,61
101148,547.13,38
101149,960.5,134
101150,1019.81,233
101151,626.12,108
101152,917.04,195
101153,607.79,233
101154,579.94,125
101155,491.97,173
101156,708.61,122
101157,96.35,27
101158,1073.77,67
101159,1037.25,138
101160,24.84,118
101161,883.82,122
101162,78.98,10
101163,214.07,126
101164,690.33,55
101165,97.63,31
101166,861.78,134
101167,902.3,152
101168,364.1,230
101169,13.2,240
101170,179.16,79
101171,489.76,79
101172,1996.58,3
101173,509.58,34
101174,160.42,47
101175,512.57,19
101176,398.25,30
101177,766.71,162
101178,66.57,180
101179,725.7,190
101180,399.64,85
101181,1658.31,67
101182,219.18,97
101183,510.68,81
101184,1354.33,162
101185,64.08,232
101186,1394.13,119
101187,592.19,112
101188,45.12,55
101189,189.03,98
101190,625.8,211
101191,44.86,124
101192,446.34,129
101193,222.23,71
101194,495.0,187
101195,33.41,214
101196,1036.06,161
101197,1825.1,37
101198,1744.92,50
101199,702.45,70
101200,79.68,3
101201,719.95,242
101202,22.45,163
101203,21.19,144
101204,205.49,47
101205,345.34,218
101206,745.72,162
101207,584.89,35
101208,305.21,192
101209,169.85,229
101210,2935.76,104
101211,287.72,41
101212,310.18,107
101213,99.34,174
101214,801.91,133
101215,601.57,188
101216,134.72,182
101217,52.99,50
101218,580.5,18
101219,541.4,177
101220,169.59,169
101221,1516.58,24
101222,91.88,158
101223,293.11,15
101224,1447.78,210
101225,282.13,144
101226,518.78,146
101227,263.41,219
101228,170.25,1
101229,2076.89,139
101230,273.25,167
101231,1132.63,202
101232,140.65,137
101233,129.83,117
101234,25.81,167
101235,537.3,145
101236,239.85,227
101237,1008.87,163
101238,330.48,202
101239,1734.04,244
101240,112.61,161
101241,1024.84,79
101242,759.39,53
101243,746.85,192
101244,941.47,201
101245,725.7,201
101246,502.04,27
101247,80.35,150
101248,26.53,103
101249,1278.19,170
101250,489.4,237
101251,806.14,128
101252,338.43,181
101253,72.39,96
101254,76.87,104
101255,588.49,81
101256,291.33,65
101257,121.9,174
101258,348.24,239
101259,43.18,142
101260,446.1,31
101261,166.67,200
101262,808.65,141
101263,195.79,133
101264,313.69,28
101265,15.84,132
101266,47.6,112
101267,259.2,29
101268,336.9,106
101269,468.17,108
101270,182.42,75
101271,603.69,160
101272,993.49,247
101273,766.73,43
101274,30.21,142
101275,337.45,63
101276,65.43,3
101277,148.57,249
101278,2168.59,199
101279,86.86,220
101280,355.46,238
101281,491.37,174
101282,616.11,225
101283,420.09,210
101284,14.91,221
101285,207.6,85
101286,374.61,162
101287,55.98,223
101288,225.87,172
101289,26.88,14
101290,50.92,18
101291,262.86,246
101292,81.19,173
101293,429.13,173
101294,594.73,102
101295,816.19,218
101296,121.67,153
101297,101.65,54
101298,65.22,130
101299,515.89,33
101300,622.9,44
101301,26.05,214
101302,1386.1,229
101303,36.69,43
101304,399.68,187
101305,627.32,128
101306,1033.85,168
101307,636.03,85
101308,819.06,184
101309,217.34,130
101310,853.23,223
101311,51.75,6
101312,1136.03,54
101313,406.59,198
101314,859.95,221
101315,311.03,151
101316,525.82,111
101317,383.7,58
101318,667.62,98
101319,52.58,229
101320,41.13,135
101321,151.91,115
101322,96.91,5
101323,1037.02,246
101324,133.73,175
101325,1872.05,124
101326,215.41,48
101327,110.52,222
101328,789.61,131
101329,547.51,79
101330,354.77,200
101331,415.25,31
101332,645.06,151
101333,139.68,208
101334,2814.32,207
101335,1850.32,218
101336,535.38,235
101337,121.29,177
101338,580.07,37
101339,47.47,93
101340,25.57,112
101341,158.99,19
101342,320.53,73
101343,1023.51,32
101344,659.45,190
101345,688.77,20
101346,287.12,236
101347,222.27,60
101348,241.84,139
101349,2207.03,162
101350,30.47,96
101351,1018.82,53
101352,442.18,177
101353,298.67,65
101354,655.96,167
101355,343.42,96
101356,1043.45,68
101357,1164.81,182
101358,283.85,196
101359,172.05,111
101360,458.67,151
101361,1227.28,191
101362,128.28,185
101363,497.71,217
101364,509.24,164
101365,670.47,52
101366,80.53,99
101367,639.08,124
101368,1208.63,147
101369,109.03,21
101370,145.6,84
101371,1787.09,207
101372,109.82,172
101373,973.39,160
101374,348.91,161
101375,152.0,60
101376,1033.0,197
101377,304.67,239
101378,371.61,134
101379,232.54,226
101380,459.41,129
101381,99.28,245
101382,258.04,107
101383,1753.58,15
101384,159.29,103
101385,544.63,57
101386,206.66,108
101387,752.45,1
101388,80.13,19
101389,1760.31,150
101390,312.38,26
101391,144.63,6
101392,48.17,188
101393,103.02,183
101394,376.75,194
101395,215.49,175
101396,892.7,46
101397,291.84,104
101398,152.98,227
101399,490.05,178
101400,623.41,205
101401,101.39,21
101402,101.73,233
101403,28.68,26
101404,676.67,249
101405,555.03,4
101406,331.83,99
101407,939.5,196
101408,829.1,109
101409,450.17,181
101410,1023.51,29
101411,125.24,119
101412,69.35,24
101413,167.18,189
101414,39.39,215
101415,388.76,66
101416,1389.19,184
101417,30.07,10
101418,75.12,103
101419,310.92,197
101420,1368.1,182
101421,200.01,20
101422,363.86,195
101423,31.23,166
101424,90.29,100
101425,2167.38,100
101426,1687.9,236
101427,12.48,144
101428,1526.32,182
101429,519.6,123
101430,1022.17,131
101431,313.25,64
101432,372.42,125
101433,345.54,93
101434,559.6,28
101435,85.21,58
101436,25.22,158
101437,194.03,42
101438,619.85,193
101439,122.73,75
101440,569.56,200
101441,1761.82,154
101442,59.3,183
101443,568.29,57
101444,303.27,80
101445,1023.02,219
101446,107.49,220
101447,599.84,13
101448,920.44,41
101449,1456.72,225
101450,584.82,81
101451,353.76,97
101452,490.97,176
101453,1025.92,112
101454,432.69,213
101455,25.43,118
101456,1346.45,45
101457,594.83,80
101458,574.3,244
101459,131.47,7
101460,547.77,31
101461,260.33,108
101462,536.68,90
101463,66.36,208
101464,546.25,208
101465,3730.86,86
101466,34.71,105
101467,1899.93,175
101468,271.2,17
101469,1033.02,32
101470,772.52,153
101471,428.53,88
101472,680.56,101
101473,1063.98,166
101474,268.88,185
101475,208.03,137
101476,560.7,196
101477,834.73,239
101478,728.34,95
101479,809.28,128
101480,295.98,198
101481,861.42,221
101482,74.04,173
101483,403.17,107
101484,12.89,193
101485,206.21,9
101486,238.22,193
101487,262.23,66
101488,604.49,113
101489,255.97,197
101490,307.73,30
101491,145.61,100
101492,243.61,112
101493,138.91,244
101494,48.01,11
101495,472.47,146
101496,561.63,34
101497,493.12,176
101498,321.34,6
101499,248.85,25
101500,1005.11,123
101501,376.03,25
101502,336.18,200
101503,22.99,217
101504,218.7,244
101505,249.18,147
101506,264.43,111
101507,443.96,62
101508,391.36,110
101509,478.13,161
101510,733.84,166
101511,848.29,54
101512,643.14,114
101513,1566.4,155
101514,19.2,222
101515,118.94,95
101516,13.8,33
101517,531.32,90
101518,1151.54,50
101519,149.51,144
101520,1318.88,51
101521,41.08,154
101522,1372.36,50
101523,226.64,236
101524,63.47,31
101525,342.64,189
101526,158.38,95
