transaction_id,customer_id,customer_type,product,transaction_date,amount,status,acquisition_cost
TX_00000049,CUST_000012,Startup,Analytics Suite,2026-07-24 14:12:40.228657,35.41,SUCCESS,18.0
TX_00000050,CUST_000012,Startup,Enterprise Core,2026-07-15 14:12:40.228672,31.47,SUCCESS,18.0
TX_00000051,CUST_000012,Startup,Cloud Pro,2026-08-04 14:12:40.228687,51.9,SUCCESS,18.0
TX_00000052,CUST_000013,Startup,Cloud Pro,2026-07-01 14:12:40.227522,47.66,SUCCESS,18.0
TX_00000053,CUST_000013,Startup,Enterprise Core,2026-07-04 14:12:40.227522,39.27,SUCCESS,18.0
TX_00000054,CUST_000013,Startup,Cloud Pro,2026-07-23 14:12:40.228735,42.24,SUCCESS,18.0
TX_00000055,CUST_000013,Startup,Analytics Suite,2026-07-23 14:12:40.228750,61.86,SUCCESS,18.0
TX_00000056,CUST_000014,SMB,Analytics Suite,2026-06-28 14:12:40.227522,84.84,SUCCESS,32.0
TX_00000057,CUST_000014,SMB,Enterprise Core,2026-07-21 14:12:40.228781,86.09,SUCCESS,32.0
TX_00000058,CUST_000014,SMB,Cloud Pro,2026-07-23 14:12:40.228795,71.42,SUCCESS,32.0
TX_00000059,CUST_000015,SMB,Analytics Suite,2026-06-15 14:12:40.227522,106.36,SUCCESS,32.0
TX_00000060,CUST_000015,SMB,Enterprise Core,2026-07-16 14:12:40.228826,108.0,SUCCESS,32.0
TX_00000061,CUST_000015,SMB,Enterprise Core,2026-08-09 14:12:40.228840,97.57,SUCCESS,32.0
TX_00000062,CUST_000015,SMB,Cloud Pro,2026-08-07 14:12:40.228855,84.14,SUCCESS,32.0
TX_00000063,CUST_000016,SMB,Enterprise Core,2026-06-22 14:12:40.227522,76.72,SUCCESS,32.0
TX_00000064,CUST_000016,SMB,Cloud Pro,2026-06-21 14:12:40.227522,92.43,SUCCESS,32.0
TX_00000065,CUST_000016,SMB,Cloud Pro,2026-06-20 14:12:40.227522,82.82,SUCCESS,32.0
TX_00000066,CUST_000016,SMB,Analytics Suite,2026-07-24 14:12:40.228910,124.4,SUCCESS,32.0
TX_00000067,CUST_000017,SMB,Analytics Suite,2026-07-04 14:12:40.227522,88.81,SUCCESS,32.0
TX_00000068,CUST_000017,SMB,Cloud Pro,2026-07-05 14:12:40.227522,85.49,SUCCESS,32.0
TX_00000069,CUST_000017,SMB,Enterprise Core,2026-08-08 14:12:40.228954,87.49,SUCCESS,32.0
TX_00000070,CUST_000017,SMB,Analytics Suite,2026-08-01 14:12:40.228969,92.84,SUCCESS,32.0
TX_00000071,CUST_000018,Startup,Cloud Pro,2026-06-26 14:12:40.227522,62.31,SUCCESS,18.0
TX_00000072,CUST_000018,Startup,Analytics Suite,2026-06-18 14:12:40.227522,36.65,SUCCESS,18.0
TX_00000073,CUST_000018,Startup,Cloud Pro,2026-07-29 14:12:40.229015,45.74,SUCCESS,18.0
TX_00000074,CUST_000018,Startup,Cloud Pro,2026-07-24 14:12:40.229029,43.62,SUCCESS,18.0
TX_00000075,CUST_000018,Startup,Cloud Pro,2026-07-17 14:12:40.229044,42.46,SUCCESS,18.0
TX_00000076,CUST_000019,SMB,Cloud Pro,2026-06-14 14:12:40.227522,80.06,SUCCESS,32.0
TX_00000077,CUST_000019,SMB,Enterprise Core,2026-06-17 14:12:40.227522,81.5,SUCCESS,32.0
TX_00000078,CUST_000019,SMB,Enterprise Core,2026-07-30 14:12:40.229087,102.47,SUCCESS,32.0
TX_00000079,CUST_000019,SMB,Cloud Pro,2026-07-24 14:12:40.229101,87.18,SUCCESS,32.0
TX_00000080,CUST_000019,SMB,Enterprise Core,2026-07-18 14:12:40.229115,107.9,SUCCESS,32.0
TX_00000081,CUST_000020,SMB,Analytics Suite,2026-06-15 14:12:40.227522,87.05,SUCCESS,32.0
TX_00000082,CUST_000020,SMB,Enterprise Core,2026-06-23 14:12:40.227522,80.84,SUCCESS,32.0
TX_00000083,CUST_000020,SMB,Enterprise Core,2026-08-05 14:12:40.229162,103.17,SUCCESS,32.0
TX_00000084,CUST_000021,Startup,Enterprise Core,2026-06-21 14:12:40.227522,42.54,SUCCESS,18.0
TX_00000085,CUST_000021,Startup,Cloud Pro,2026-06-28 14:12:40.227522,41.98,SUCCESS,18.0
TX_00000086,CUST_000021,Startup,Enterprise Core,2026-07-24 14:12:40.229205,45.81,SUCCESS,18.0
TX_00000087,CUST_000021,Startup,Analytics Suite,2026-07-14 14:12:40.229219,32.47,SUCCESS,18.0
TX_00000088,CUST_000022,SMB,Cloud Pro,2026-06-29 14:12:40.227522,90.34,SUCCESS,32.0
TX_00000089,CUST_000023,SMB,Enterprise Core,2026-07-03 14:12:40.227522,90.84,SUCCESS,32.0
TX_00000090,CUST_000023,SMB,Analytics Suite,2026-06-28 14:12:40.227522,85.36,SUCCESS,32.0
TX_00000091,CUST_000023,SMB,Cloud Pro,2026-07-08 14:12:40.227522,72.67,SUCCESS,32.0
TX_00000092,CUST_000023,SMB,Cloud Pro,2026-08-06 14:12:40.229291,83.7,SUCCESS,32.0
TX_00000093,CUST_000024,SMB,Cloud Pro,2026-06-25 14:12:40.227522,90.62,SUCCESS,32.0
TX_00000094,CUST_000024,SMB,Analytics Suite,2026-06-28 14:12:40.227522,82.91,SUCCESS,32.0
TX_00000095,CUST_000024,SMB,Cloud Pro,2026-08-04 14:12:40.229364,59.74,SUCCESS,32.0
TX_00000096,CUST_000025,SMB,Analytics Suite,2026-06-16 14:12:40.227522,47.52,SUCCESS,32.0
TX_00000097,CUST_000026,Startup,Cloud Pro,2026-07-07 14:12:40.227522,31.07,SUCCESS,18.0
TX_00000098,CUST_000026,Startup,Analytics Suite,2026-07-06 14:12:40.227522,44.65,SUCCESS,18.0
TX_00000099,CUST_000026,Startup,Enterprise Core,2026-08-04 14:12:40.229430,52.81,SUCCESS,18.0
TX_00000100,CUST_000026,Startup,Analytics Suite,2026-08-03 14:12:40.229445,47.69,SUCCESS,18.0
TX_00000101,CUST_000027,SMB,Analytics Suite,2026-06-19 14:12:40.227522,79.63,SUCCESS,32.0
TX_00000102,CUST_000027,SMB,Enterprise Core,2026-08-09 14:12:40.229479,100.31,SUCCESS,32.0
TX_00000103,CUST_000028,Startup,Enterprise Core,2026-06-16 14:12:40.227522,32.65,SUCCESS,18.0
TX_00000104,CUST_000028,Startup,Analytics Suite,2026-06-13 14:12:40.227522,54.58,SUCCESS,18.0
TX_00000105,CUST_000028,Startup,Cloud Pro,2026-06-30 14:12:40.227522,49.68,SUCCESS,18.0
TX_00000106,CUST_000028,Startup,Analytics Suite,2026-08-02 14:12:40.229536,44.8,SUCCESS,18.0
TX_00000107,CUST_000029,Startup,Enterprise Core,2026-07-02 14:12:40.227522,34.63,SUCCESS,18.0
TX_00000108,CUST_000029,Startup,Enterprise Core,2026-07-02 14:12:40.227522,51.65,SUCCESS,18.0
TX_00000109,CUST_000029,Startup,Cloud Pro,2026-06-20 14:12:40.227522,44.17,SUCCESS,18.0
TX_00000110,CUST_000030,Enterprise,Analytics Suite,2026-06-29 14:12:40.227522,257.29,SUCCESS,45.0
TX_00000111,CUST_000030,Enterprise,Analytics Suite,2026-07-06 14:12:40.227522,259.34,SUCCESS,45.0
TX_00000112,CUST_000030,Enterprise,Cloud Pro,2026-07-17 14:12:40.229621,223.43,SUCCESS,45.0
TX_00000113,CUST_000031,Startup,Analytics Suite,2026-07-07 14:12:40.227522,39.49,SUCCESS,18.0
TX_00000114,CUST_000031,Startup,Enterprise Core,2026-06-27 14:12:40.227522,45.24,SUCCESS,18.0
TX_00000115,CUST_000031,Startup,Enterprise Core,2026-07-30 14:12:40.229666,38.92,SUCCESS,18.0
TX_00000116,CUST_000031,Startup,Cloud Pro,2026-08-06 14:12:40.229681,50.93,SUCCESS,18.0
TX_00000117,CUST_000031,Startup,Enterprise Core,2026-08-06 14:12:40.229697,25.23,SUCCESS,18.0
TX_00000118,CUST_000032,SMB,Cloud Pro,2026-06-24 14:12:40.227522,106.26,FAILED,32.0
TX_00000119,CUST_000032,SMB,Enterprise Core,2026-07-08 14:12:40.227522,64.46,SUCCESS,32.0
TX_00000120,CUST_000032,SMB,Enterprise Core,2026-07-07 14:12:40.227522,90.28,SUCCESS,32.0
TX_00000121,CUST_000032,SMB,Cloud Pro,2026-08-06 14:12:40.229753,94.25,SUCCESS,32.0
TX_00000122,CUST_000032,SMB,Analytics Suite,2026-07-22 14:12:40.229767,98.01,SUCCESS,32.0
TX_00000123,CUST_000033,Enterprise,Analytics Suite,2026-07-06 14:12:40.227522,279.48,SUCCESS,45.0
TX_00000124,CUST_000033,Enterprise,Cloud Pro,2026-07-30 14:12:40.229798,233.7,SUCCESS,45.0
TX_00000125,CUST_000033,Enterprise,Analytics Suite,2026-08-08 14:12:40.229812,255.8,SUCCESS,45.0
TX_00000126,CUST_000033,Enterprise,Analytics Suite,2026-07-27 14:12:40.229827,230.47,SUCCESS,45.0
TX_00000127,CUST_000034,Startup,Enterprise Core,2026-06-30 14:12:40.227522,51.68,SUCCESS,18.0
TX_00000128,CUST_000034,Startup,Cloud Pro,2026-07-22 14:12:40.229859,36.66,SUCCESS,18.0
TX_00000129,CUST_000034,Startup,Cloud Pro,2026-08-04 14:12:40.229873,50.85,SUCCESS,18.0
TX_00000130,CUST_000035,Startup,Analytics Suite,2026-07-03 14:12:40.227522,41.3,SUCCESS,18.0
TX_00000131,CUST_000035,Startup,Analytics Suite,2026-07-07 14:12:40.227522,39.09,SUCCESS,18.0
TX_00000132,CUST_000035,Startup,Analytics Suite,2026-07-18 14:12:40.229916,47.88,SUCCESS,18.0
TX_00000133,CUST_000035,Startup,Analytics Suite,2026-08-04 14:12:40.229931,34.91,SUCCESS,18.0
TX_00000134,CUST_000036,Startup,Enterprise Core,2026-06-24 14:12:40.227522,43.72,SUCCESS,18.0
TX_00000135,CUST_000036,Startup,Cloud Pro,2026-07-19 14:12:40.229962,31.25,SUCCESS,18.0
TX_00000136,CUST_000037,SMB,Cloud Pro,2026-06-29 14:12:40.227522,69.78,SUCCESS,32.0
TX_00000137,CUST_000037,SMB,Analytics Suite,2026-06-23 14:12:40.227522,108.13,SUCCESS,32.0
TX_00000138,CUST_000037,SMB,Cloud Pro,2026-07-20 14:12:40.230005,89.49,SUCCESS,32.0
TX_00000139,CUST_000038,Enterprise,Cloud Pro,2026-06-13 14:12:40.227522,327.51,SUCCESS,45.0
TX_00000140,CUST_000038,Enterprise,Cloud Pro,2026-07-04 14:12:40.227522,287.46,SUCCESS,45.0
TX_00000141,CUST_000038,Enterprise,Enterprise Core,2026-07-25 14:12:40.230049,264.59,SUCCESS,45.0
TX_00000142,CUST_000039,Startup,Cloud Pro,2026-06-27 14:12:40.227522,25.51,SUCCESS,18.0
TX_00000143,CUST_000039,Startup,Cloud Pro,2026-06-14 14:12:40.227522,44.89,SUCCESS,18.0
TX_00000144,CUST_000039,Startup,Analytics Suite,2026-07-05 14:12:40.227522,31.43,SUCCESS,18.0
TX_00000145,CUST_000039,Startup,Analytics Suite,2026-08-08 14:12:40.230103,55.01,SUCCESS,18.0
TX_00000146,CUST_000039,Startup,Analytics Suite,2026-07-29 14:12:40.230118,35.39,SUCCESS,18.0
TX_00000147,CUST_000040,SMB,Cloud Pro,2026-07-06 14:12:40.227522,94.61,SUCCESS,32.0
TX_00000148,CUST_000040,SMB,Cloud Pro,2026-08-01 14:12:40.230149,86.28,SUCCESS,32.0
TX_00000149,CUST_000040,SMB,Analytics Suite,2026-08-07 14:12:40.230164,89.06,SUCCESS,32.0
TX_00000150,CUST_000040,SMB,Analytics Suite,2026-07-24 14:12:40.230179,93.62,SUCCESS,32.0
TX_00000151,CUST_000041,SMB,Enterprise Core,2026-06-19 14:12:40.227522,84.32,SUCCESS,32.0
TX_00000152,CUST_000041,SMB,Enterprise Core,2026-06-13 14:12:40.227522,92.18,FAILED,32.0
TX_00000153,CUST_000041,SMB,Analytics Suite,2026-08-07 14:12:40.230222,77.84,SUCCESS,32.0
TX_00000154,CUST_000041,SMB,Cloud Pro,2026-08-06 14:12:40.230237,83.03,SUCCESS,32.0
TX_00000155,CUST_000041,SMB,Enterprise Core,2026-07-24 14:12:40.230251,87.02,SUCCESS,32.0
TX_00000156,CUST_000042,SMB,Analytics Suite,2026-07-07 14:12:40.227522,76.77,SUCCESS,32.0
TX_00000157,CUST_000042,SMB,Analytics Suite,2026-07-08 14:12:40.227522,81.57,SUCCESS,32.0
TX_00000158,CUST_000042,SMB,Analytics Suite,2026-07-02 14:12:40.227522,97.19,SUCCESS,32.0
TX_00000159,CUST_000042,SMB,Enterprise Core,2026-07-30 14:12:40.230306,103.06,SUCCESS,32.0
TX_00000160,CUST_000042,SMB,Cloud Pro,2026-07-20 14:12:40.230341,104.23,SUCCESS,32.0
TX_00000161,CUST_000042,SMB,Analytics Suite,2026-07-30 14:12:40.230377,98.23,SUCCESS,32.0
TX_00000162,CUST_000043,Enterprise,Enterprise Core,2026-07-05 14:12:40.227522,259.74,SUCCESS,45.0
TX_00000163,CUST_000043,Enterprise,Enterprise Core,2026-08-10 14:12:40.230411,225.03,SUCCESS,45.0
TX_00000164,CUST_000043,Enterprise,Analytics Suite,2026-08-05 14:12:40.230425,207.81,SUCCESS,45.0
TX_00000165,CUST_000044,Startup,Analytics Suite,2026-06-12 14:12:40.227522,45.62,SUCCESS,18.0
TX_00000166,CUST_000044,Startup,Analytics Suite,2026-07-30 14:12:40.230460,62.95,SUCCESS,18.0
TX_00000167,CUST_000044,Startup,Analytics Suite,2026-07-28 14:12:40.230477,37.55,SUCCESS,18.0
TX_00000168,CUST_000045,SMB,Analytics Suite,2026-07-04 14:12:40.227522,83.78,SUCCESS,32.0
TX_00000169,CUST_000045,SMB,Analytics Suite,2026-07-20 14:12:40.230508,90.8,SUCCESS,32.0
TX_00000170,CUST_000045,SMB,Cloud Pro,2026-07-22 14:12:40.230523,104.57,SUCCESS,32.0
TX_00000171,CUST_000045,SMB,Analytics Suite,2026-07-15 14:12:40.230537,105.54,SUCCESS,32.0
TX_00000172,CUST_000046,Startup,Cloud Pro,2026-06-23 14:12:40.227522,38.39,SUCCESS,18.0
TX_00000173,CUST_000046,Startup,Cloud Pro,2026-07-07 14:12:40.227522,42.01,SUCCESS,18.0
TX_00000174,CUST_000046,Startup,Cloud Pro,2026-07-17 14:12:40.230583,39.91,SUCCESS,18.0
TX_00000175,CUST_000046,Startup,Enterprise Core,2026-08-03 14:12:40.230597,36.88,SUCCESS,18.0
TX_00000176,CUST_000047,SMB,Analytics Suite,2026-06-16 14:12:40.227522,85.88,SUCCESS,32.0
TX_00000177,CUST_000047,SMB,Cloud Pro,2026-06-26 14:12:40.227522,102.41,SUCCESS,32.0
TX_00000178,CUST_000047,SMB,Enterprise Core,2026-07-16 14:12:40.230640,92.37,SUCCESS,32.0
TX_00000179,CUST_000047,SMB,Enterprise Core,2026-07-31 14:12:40.230655,114.07,SUCCESS,32.0
TX_00000180,CUST_000048,Startup,Enterprise Core,2026-06-20 14:12:40.227522,34.42,SUCCESS,18.0
TX_00000181,CUST_000048,Startup,Enterprise Core,2026-06-26 14:12:40.227522,33.62,SUCCESS,18.0
TX_00000182,CUST_000048,Startup,Enterprise Core,2026-07-23 14:12:40.230697,48.64,SUCCESS,18.0
TX_00000183,CUST_000049,Startup,Analytics Suite,2026-06-18 14:12:40.227522,55.97,SUCCESS,18.0
TX_00000184,CUST_000049,Startup,Enterprise Core,2026-07-01 14:12:40.227522,23.09,SUCCESS,18.0
TX_00000185,CUST_000049,Startup,Analytics Suite,2026-06-11 14:12:40.227522,64.38,SUCCESS,18.0
TX_00000186,CUST_000049,Startup,Analytics Suite,2026-07-30 14:12:40.230752,18.42,SUCCESS,18.0
TX_00000187,CUST_000049,Startup,Cloud Pro,2026-07-15 14:12:40.230767,46.71,SUCCESS,18.0
TX_00000188,CUST_000050,SMB,Analytics Suite,2026-06-11 14:12:40.227522,96.61,SUCCESS,32.0
TX_00000189,CUST_000050,SMB,Cloud Pro,2026-07-20 14:12:40.230797,84.21,SUCCESS,32.0
TX_00000190,CUST_000051,Startup,Cloud Pro,2026-07-07 14:12:40.227522,49.35,SUCCESS,18.0
TX_00000191,CUST_000051,Startup,Analytics Suite,2026-06-11 14:12:40.227522,55.59,SUCCESS,18.0
TX_00000192,CUST_000051,Startup,Analytics Suite,2026-07-05 14:12:40.227522,46.98,SUCCESS,18.0
TX_00000193,CUST_000051,Startup,Enterprise Core,2026-07-24 14:12:40.230852,34.23,SUCCESS,18.0
TX_00000194,CUST_000051,Startup,Analytics Suite,2026-07-28 14:12:40.230866,55.36,SUCCESS,18.0
TX_00000195,CUST_000051,Startup,Enterprise Core,2026-07-31 14:12:40.230881,60.29,SUCCESS,18.0
TX_00000196,CUST_000052,Startup,Enterprise Core,2026-06-15 14:12:40.227522,44.19,SUCCESS,18.0
TX_00000197,CUST_000052,Startup,Enterprise Core,2026-06-12 14:12:40.227522,39.89,SUCCESS,18.0
TX_00000198,CUST_000052,Startup,Cloud Pro,2026-08-02 14:12:40.230928,56.41,SUCCESS,18.0
TX_00000199,CUST_000053,Startup,Cloud Pro,2026-06-23 14:12:40.227522,39.4,SUCCESS,18.0
TX_00000200,CUST_000053,Startup,Cloud Pro,2026-08-10 14:12:40.230959,42.5,SUCCESS,18.0
TX_00000201,CUST_000054,Startup,Cloud Pro,2026-06-19 14:12:40.227522,56.39,SUCCESS,18.0
TX_00000202,CUST_000054,Startup,Cloud Pro,2026-06-27 14:12:40.227522,33.49,SUCCESS,18.0
TX_00000203,CUST_000054,Startup,Analytics Suite,2026-07-21 14:12:40.231002,59.66,SUCCESS,18.0
TX_00000204,CUST_000054,Startup,Enterprise Core,2026-07-30 14:12:40.231016,40.22,SUCCESS,18.0
TX_00000205,CUST_000054,Startup,Enterprise Core,2026-08-05 14:12:40.231032,49.91,SUCCESS,18.0
TX_00000206,CUST_000055,Startup,Cloud Pro,2026-06-21 14:12:40.227522,49.61,SUCCESS,18.0
TX_00000207,CUST_000055,Startup,Enterprise Core,2026-07-30 14:12:40.231062,45.77,SUCCESS,18.0
TX_00000208,CUST_000055,Startup,Analytics Suite,2026-07-26 14:12:40.231076,39.88,SUCCESS,18.0
TX_00000209,CUST_000055,Startup,Analytics Suite,2026-08-02 14:12:40.231091,46.55,SUCCESS,18.0
TX_00000210,CUST_000056,Startup,Cloud Pro,2026-06-12 14:12:40.227522,48.98,SUCCESS,18.0
TX_00000211,CUST_000056,Startup,Enterprise Core,2026-07-27 14:12:40.231121,37.84,SUCCESS,18.0
TX_00000212,CUST_000056,Startup,Cloud Pro,2026-08-06 14:12:40.231135,45.06,SUCCESS,18.0
TX_00000213,CUST_000056,Startup,Analytics Suite,2026-07-26 14:12:40.231149,52.31,SUCCESS,18.0
TX_00000214,CUST_000057,Enterprise,Cloud Pro,2026-07-02 14:12:40.227522,266.15,SUCCESS,45.0
TX_00000215,CUST_000057,Enterprise,Cloud Pro,2026-06-21 14:12:40.227522,273.77,SUCCESS,45.0
TX_00000216,CUST_000057,Enterprise,Analytics Suite,2026-06-13 14:12:40.227522,258.83,SUCCESS,45.0
TX_00000217,CUST_000057,Enterprise,Analytics Suite,2026-07-20 14:12:40.231203,289.22,SUCCESS,45.0
TX_00000218,CUST_000057,Enterprise,Analytics Suite,2026-07-25 14:12:40.231218,275.67,SUCCESS,45.0
TX_00000219,CUST_000058,SMB,Enterprise Core,2026-07-07 14:12:40.227522,88.27,SUCCESS,32.0
TX_00000220,CUST_000058,SMB,Cloud Pro,2026-06-28 14:12:40.227522,102.15,SUCCESS,32.0
TX_00000221,CUST_000058,SMB,Cloud Pro,2026-08-05 14:12:40.231260,105.63,SUCCESS,32.0
TX_00000222,CUST_000058,SMB,Enterprise Core,2026-07-14 14:12:40.231274,77.36,SUCCESS,32.0
TX_00000223,CUST_000059,Enterprise,Analytics Suite,2026-06-17 14:12:40.227522,258.07,SUCCESS,45.0
TX_00000224,CUST_000059,Enterprise,Enterprise Core,2026-07-16 14:12:40.231305,261.33,SUCCESS,45.0
TX_00000225,CUST_000059,Enterprise,Analytics Suite,2026-08-09 14:12:40.231331,223.32,SUCCESS,45.0
TX_00000226,CUST_000060,SMB,Analytics Suite,2026-07-06 14:12:40.227522,92.91,SUCCESS,32.0
TX_00000227,CUST_000060,SMB,Cloud Pro,2026-07-30 14:12:40.231389,95.02,SUCCESS,32.0
TX_00000228,CUST_000061,SMB,Enterprise Core,2026-07-06 14:12:40.227522,112.17,SUCCESS,32.0
TX_00000229,CUST_000061,SMB,Enterprise Core,2026-08-03 14:12:40.231423,73.47,SUCCESS,32.0
TX_00000230,CUST_000061,SMB,Enterprise Core,2026-08-09 14:12:40.231438,98.59,SUCCESS,32.0
TX_00000231,CUST_000062,SMB,Analytics Suite,2026-07-07 14:12:40.227522,81.81,SUCCESS,32.0
TX_00000232,CUST_000063,Startup,Enterprise Core,2026-06-24 14:12:40.227522,46.26,SUCCESS,18.0
TX_00000233,CUST_000063,Startup,Enterprise Core,2026-06-13 14:12:40.227522,43.85,SUCCESS,18.0
TX_00000234,CUST_000063,Startup,Analytics Suite,2026-06-22 14:12:40.227522,41.54,SUCCESS,18.0
TX_00000235,CUST_000063,Startup,Enterprise Core,2026-07-29 14:12:40.231511,52.06,SUCCESS,18.0
TX_00000236,CUST_000063,Startup,Analytics Suite,2026-08-05 14:12:40.231525,56.91,SUCCESS,18.0
TX_00000237,CUST_000064,SMB,Analytics Suite,2026-06-25 14:12:40.227522,99.85,SUCCESS,32.0
TX_00000238,CUST_000064,SMB,Cloud Pro,2026-06-22 14:12:40.227522,110.49,SUCCESS,32.0
TX_00000239,CUST_000064,SMB,Enterprise Core,2026-07-23 14:12:40.231569,89.14,SUCCESS,32.0
TX_00000240,CUST_000065,SMB,Cloud Pro,2026-06-27 14:12:40.227522,63.7,SUCCESS,32.0
TX_00000241,CUST_000065,SMB,Cloud Pro,2026-07-25 14:12:40.231600,85.12,SUCCESS,32.0
TX_00000242,CUST_000066,Startup,Cloud Pro,2026-06-20 14:12:40.227522,35.63,SUCCESS,18.0
TX_00000243,CUST_000066,Startup,Cloud Pro,2026-06-17 14:12:40.227522,45.9,SUCCESS,18.0
